district_number,district_name,school_year,school_name,school_year,students_in_school_suspension,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent_iss,percent_suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
940,Williamson County,2020,Longview Elementary School,2020,2,2,0,0,0,938,0.2,0.2,0,0,0
940,Williamson County,2020,Renaissance High School,2020,2,0,0,4,4,185,1.1,0,0,2.2,2.2
940,Williamson County,2020,Pearre Creek Elementary School,2020,0,3,0,0,0,685,0,0.4,0,0,0
940,Williamson County,2020,Nolensville Elementary,2020,5,3,0,0,0,813,0.6,0.4,0,0,0
940,Williamson County,2020,Nolensville High School,2020,58,0,0,9,4,1201,4.8,0,0,0.7,0.3
940,Williamson County,2020,Brentwood Middle School,2020,25,1,0,0,0,1350,1.9,0.1,0,0,0
940,Williamson County,2020,Oak View Elem School,2020,0,1,0,0,0,380,0,0.3,0,0,0
940,Williamson County,2020,Mill Creek Elementary School,2020,8,3,0,0,0,777,1,0.4,0,0,0
940,Williamson County,2020,Mill Creek Middle School,2020,26,0,0,2,0,795,3.3,0,0,0.3,0
940,Williamson County,2020,Ravenwood High School,2020,41,0,0,5,2,1705,2.4,0,0,0.3,0.1
940,Williamson County,2020,Scales Elementary,2020,0,0,0,0,0,831,0,0,0,0,0
940,Williamson County,2020,Sunset Elementary School,2020,6,3,0,0,0,741,0.8,0.4,0,0,0
940,Williamson County,2020,Sunset Middle School,2020,20,0,0,3,0,616,3.2,0,0,0.5,0
940,Williamson County,2020,Summit High School,2020,154,2,0,17,6,1687,9.1,0.1,0,1,0.4
940,Williamson County,2020,Trinity Elementary,2020,0,1,0,0,0,840,0,0.1,0,0,0
940,Williamson County,2020,Thompson's Station Elementary School,2020,0,2,0,1,0,797,0,0.3,0,0.1,0
940,Williamson County,2020,Thompson's Station Middle School,2020,19,1,0,4,3,657,2.9,0.2,0,0.6,0.5
940,Williamson County,2020,Walnut Grove Elementary,2020,3,2,0,0,0,590,0.5,0.3,0,0,0
940,Williamson County,2020,Woodland Middle School,2020,14,1,0,1,0,1051,1.3,0.1,0,0.1,0
940,Williamson County,2020,Westwood Elementary School,2020,1,8,0,0,0,547,0.2,1.5,0,0,0
940,Williamson County,2020,Winstead Elementary School,2020,1,1,0,0,0,611,0.2,0.2,0,0,0
940,Williamson County,2020,,2020,990,66,0,167,58,41884,2.4,0.2,0,0.4,0.1
941,Franklin SSD,2020,Johnson Elementary,2020,0,0,0,0,0,372,0,0,0,0,0
941,Franklin SSD,2020,Franklin Elementary,2020,2,0,0,0,0,335,0.6,0,0,0,0
941,Franklin SSD,2020,Freedom Intermediate,2020,15,3,0,0,0,601,2.5,0.5,0,0,0
941,Franklin SSD,2020,Freedom Middle School,2020,12,1,0,8,2,618,1.9,0.2,0,1.3,0.3
941,Franklin SSD,2020,Liberty Elementary,2020,1,3,0,0,0,486,0.2,0.6,0,0,0
941,Franklin SSD,2020,Moore Elementary,2020,0,0,0,0,0,552,0,0,0,0,0
941,Franklin SSD,2020,Poplar Grove K-4,2020,0,0,0,0,0,339,0,0,0,0,0
941,Franklin SSD,2020,Poplar Grove 5-8,2020,24,0,0,0,0,372,6.5,0,0,0,0
941,Franklin SSD,2020,,2020,54,7,0,8,2,3661,1.5,0.2,0,0.2,0.1
950,Wilson County,2020,Carroll Oakland Elementary,2020,31,17,0,0,0,738,4.2,2.3,0,0,0
950,Wilson County,2020,Gladeville Elementary,2020,16,1,0,0,0,793,2,0.1,0,0,0
950,Wilson County,2020,Gladeville Middle School,2020,69,53,0,0,0,915,7.5,5.8,0,0,0
950,Wilson County,2020,Springdale Elementary School,2020,4,5,0,0,0,664,0.6,0.8,0,0,0
950,Wilson County,2020,Lakeview Elementary School,2020,3,4,0,0,0,612,0.5,0.7,0,0,0
950,Wilson County,2020,Lebanon High School,2020,181,156,13,20,19,1984,9.1,7.9,0.7,1,1
950,Wilson County,2020,Mt. Juliet High School,2020,84,128,0,1,11,2340,3.6,5.5,0,0,0.5
950,Wilson County,2020,Mt. Juliet Middle School,2020,111,51,0,4,4,1303,8.5,3.9,0,0.3,0.3
950,Wilson County,2020,West Wilson Middle School,2020,37,52,0,0,0,1128,3.3,4.6,0,0,0
950,Wilson County,2020,Mt. Juliet Elementary,2020,11,1,0,0,0,655,1.7,0.2,0,0,0
950,Wilson County,2020,Rutland Elementary,2020,13,2,0,0,0,1219,1.1,0.2,0,0,0
950,Wilson County,2020,Southside Elementary,2020,25,6,0,0,0,760,3.3,0.8,0,0,0
950,Wilson County,2020,Stoner Creek Elementary,2020,6,1,0,0,0,605,1,0.2,0,0,0
950,Wilson County,2020,Tuckers Crossroads Elementary,2020,32,15,0,0,0,415,7.7,3.6,0,0,0
950,Wilson County,2020,Watertown High School,2020,29,42,0,0,5,583,5,7.2,0,0,0.9
950,Wilson County,2020,Watertown Elementary,2020,1,0,0,0,0,600,0.2,0,0,0,0
950,Wilson County,2020,West Elementary,2020,14,3,0,0,0,865,1.6,0.3,0,0,0
950,Wilson County,2020,Wilson Central High School,2020,71,101,0,3,12,2101,3.4,4.8,0,0.1,0.6
950,Wilson County,2020,W A Wright Elementary,2020,4,3,0,0,0,538,0.7,0.6,0,0,0
950,Wilson County,2020,Wilson Co Adult High School,2020,0,0,0,0,0,22,0,0,0,0,0
950,Wilson County,2020,Barry Tatum Academy,2020,18,14,0,0,0,206,8.7,6.8,0,0,0
950,Wilson County,2020,Elzie D Patton Elementary School,2020,0,14,0,0,0,493,0,2.8,0,0,0
950,Wilson County,2020,Watertown Middle School,2020,33,18,0,0,0,315,10.5,5.7,0,0,0
950,Wilson County,2020,,2020,786,675,13,28,51,19558,4,3.5,0.1,0.1,0.3
951,Lebanon,2020,Byars Dowdy Elementary,2020,14,8,0,0,4,602,2.3,1.3,0,0,0.7
951,Lebanon,2020,Coles Ferry Elementary,2020,6,5,0,0,0,724,0.8,0.7,0,0,0
951,Lebanon,2020,Sam Houston Elementary,2020,21,0,0,0,0,664,3.2,0,0,0,0
951,Lebanon,2020,Walter J. Baird Middle School,2020,48,43,0,0,0,630,7.6,6.8,0,0,0
951,Lebanon,2020,Castle Heights Elementary,2020,0,9,0,0,0,783,0,1.1,0,0,0
951,Lebanon,2020,Winfree Bryant Middle School,2020,38,44,0,0,0,727,5.2,6.1,0,0,0
951,Lebanon,2020,,2020,127,109,0,0,4,4067,3.1,2.7,0,0,0.1
960,West Tennessee School for the Deaf,2020,West Tennessee School For Deaf,2020,0,0,0,0,0,21,0,0,0,0,0
960,West Tennessee School for the Deaf,2020,,2020,0,0,0,0,0,21,0,0,0,0,0
961,Alvin C York Institute,2020,Alvin C. York Institute,2020,0,0,0,0,0,547,0,0,0,0,0
961,Alvin C York Institute,2020,,2020,0,0,0,0,0,547,0,0,0,0,0
963,Tennessee School for Blind,2020,Tenn School For Blind,2020,1,1,0,0,0,121,0.8,0.8,0,0,0
963,Tennessee School for Blind,2020,,2020,1,1,0,0,0,121,0.8,0.8,0,0,0
964,Tennessee School for the Deaf,2020,Tennessee Elementary School For Deaf,2020,5,0,0,0,0,43,11.6,0,0,0,0
964,Tennessee School for the Deaf,2020,Tennessee School for the Deaf Upper School,2020,23,0,0,1,1,86,26.7,0,0,1.2,1.2
964,Tennessee School for the Deaf,2020,Tennessee School for the Deaf Nashville,2020,,,,,,,,,,,
964,Tennessee School for the Deaf,2020,,2020,28,0,0,1,1,139,20.1,0,0,0.7,0.7
985,Achievement School District,2020,Corning Achievement Elementary,2020,0,6,0,0,0,144,0,4.2,0,0,0
985,Achievement School District,2020,Westside Middle School,2020,15,38,1,0,3,381,3.9,10,0.3,0,0.8
985,Achievement School District,2020,Frayser Achievement Elementary,2020,0,7,0,1,1,293,0,2.4,0,0.3,0.3
985,Achievement School District,2020,Whitney Achievement Elementary School,2020,5,36,0,1,0,328,1.5,11,0,0.3,0
985,Achievement School District,2020,Georgian Hills Achievement Elementary School,2020,16,22,0,0,0,316,5.1,7,0,0,0
985,Achievement School District,2020,Pathways in Education - TN,2020,0,0,0,0,0,192,0,0,0,0,0
985,Achievement School District,2020,Pathways in Education - Whitehaven,2020,0,0,0,0,0,244,0,0,0,0,0
985,Achievement School District,2020,Brick Church: A LEAD Public School,2020,0,130,0,1,3,448,0,29,0,0.2,0.7
985,Achievement School District,2020,Cornerstone Prep - Lester Campus,2020,0,63,0,1,2,390,0,16.2,0,0.3,0.5
985,Achievement School District,2020,Humes Preparatory Academy Middle  School,2020,27,54,0,1,5,305,8.9,17.7,0,0.3,1.6
985,Achievement School District,2020,KIPP Memphis Preparatory Middle,2020,4,18,0,0,0,359,1.1,5,0,0,0
985,Achievement School District,2020,Aspire Hanley Middle School,2020,0,0,0,0,0,283,0,0,0,0,0
985,Achievement School District,2020,Aspire Hanley Elementary,2020,0,0,0,0,0,587,0,0,0,0,0
985,Achievement School District,2020,KIPP Memphis Academy Elementary,2020,0,39,0,0,0,335,0,11.6,0,0,0
985,Achievement School District,2020,Aspire Coleman,2020,0,0,0,0,0,724,0,0,0,0,0
985,Achievement School District,2020,Fairley High School,2020,58,91,1,0,5,497,11.7,18.3,0.2,0,1
985,Achievement School District,2020,Promise Academy - Spring Hill,2020,0,0,0,0,0,412,0,0,0,0,0
985,Achievement School District,2020,Martin Luther King Preparatory High School,2020,208,206,0,10,10,681,30.5,30.2,0,1.5,1.5
985,Achievement School District,2020,Lester Prep,2020,8,94,0,3,4,313,2.6,30,0,1,1.3
985,Achievement School District,2020,Freedom Preparatory Academy Charter Elementary School,2020,0,23,0,0,0,589,0,3.9,0,0,0
985,Achievement School District,2020,Neely's Bend: A LEAD Public School,2020,1,79,0,6,4,626,0.2,12.6,0,1,0.6
985,Achievement School District,2020,Libertas School,2020,0,10,0,0,0,375,0,2.7,0,0,0
985,Achievement School District,2020,Wooddale Middle School,2020,33,44,0,0,5,589,5.6,7.5,0,0,0.8
985,Achievement School District,2020,KIPP Memphis Preparatory Elementary,2020,1,2,1,0,1,440,0.2,0.5,0.2,0,0.2
985,Achievement School District,2020,Cornerstone Prep Denver Campus,2020,0,78,0,0,3,698,0,11.2,0,0,0.4
985,Achievement School District,2020,Memphis Scholars Florida Kansas,2020,0,22,0,0,21,244,0,9,0,0,8.6
985,Achievement School District,2020,Memphis Scholars Caldwell-Guthrie,2020,0,35,0,0,0,526,0,6.7,0,0,0
985,Achievement School District,2020,Memphis Scholars Raleigh-Egypt,2020,0,35,0,0,35,119,0,29.4,0,0,29.4
985,Achievement School District,2020,Kirby Middle School,2020,70,18,0,2,3,505,13.9,3.6,0,0.4,0.6
985,Achievement School District,2020,Hillcrest High School,2020,32,36,0,0,5,559,5.7,6.4,0,0,0.9
985,Achievement School District,2020,,2020,478,1185,3,26,110,12243,3.9,9.7,0,0.2,0.9
986,Tennessee State Board of Education,2020,Bluff City High School,2020,63,41,3,0,9,457,13.8,9,0.7,0,2
986,Tennessee State Board of Education,2020,KIPP Antioch College Prep Elementary,2020,3,6,0,0,0,299,1,2,0,0,0
986,Tennessee State Board of Education,2020,KIPP Antioch College Prep Middle,2020,0,6,0,0,0,137,0,4.4,0,0,0
986,Tennessee State Board of Education,2020,,2020,66,53,3,0,9,893,7.4,5.9,0.3,0,1
