district_number,district_name,school_year,school_name,school_year,students_in_school_suspension,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent_iss,percent_suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
794,Bartlett,2020,Bartlett Elementary School,2020,0,6,0,0,0,657,0,0.9,0,0,0
794,Bartlett,2020,Bartlett High School,2020,272,197,11,26,22,2872,9.5,6.9,0.4,0.9,0.8
794,Bartlett,2020,Bon Lin Elementary School,2020,0,4,0,0,0,765,0,0.5,0,0,0
794,Bartlett,2020,Bon Lin Middle School,2020,110,43,0,1,1,800,13.8,5.4,0,0.1,0.1
794,Bartlett,2020,Ellendale Elementary,2020,2,3,0,0,0,544,0.4,0.6,0,0,0
794,Bartlett,2020,Elmore Park Middle School,2020,92,49,0,4,1,868,10.6,5.6,0,0.5,0.1
794,Bartlett,2020,Oak Elementary,2020,1,5,0,0,0,702,0.1,0.7,0,0,0
794,Bartlett,2020,Rivercrest Elementary,2020,0,2,0,0,0,553,0,0.4,0,0,0
794,Bartlett,2020,,2020,547,326,11,31,24,9257,5.9,3.5,0.1,0.3,0.3
795,Collierville,2020,Bailey Station Elementary School,2020,4,2,0,0,0,837,0.5,0.2,0,0,0
795,Collierville,2020,Collierville Elementary School,2020,2,5,0,0,0,870,0.2,0.6,0,0,0
795,Collierville,2020,Collierville High School,2020,99,54,13,0,7,2860,3.5,1.9,0.5,0,0.2
795,Collierville,2020,Collierville Middle School,2020,19,7,5,0,3,862,2.2,0.8,0.6,0,0.3
795,Collierville,2020,Crosswind Elementary School,2020,2,1,0,0,0,810,0.2,0.1,0,0,0
795,Collierville,2020,Schilling Farms Elementary School,2020,4,1,0,0,0,617,0.6,0.2,0,0,0
795,Collierville,2020,West Collierville Middle School,2020,40,7,1,0,0,1334,3,0.5,0.1,0,0
795,Collierville,2020,Sycamore Elementary School,2020,0,3,0,0,0,512,0,0.6,0,0,0
795,Collierville,2020,Tara Oaks Elementary School,2020,4,0,0,0,0,691,0.6,0,0,0,0
795,Collierville,2020,,2020,174,80,19,0,10,9372,1.9,0.9,0.2,0,0.1
796,Germantown,2020,Dogwood Elementary School,2020,0,1,0,0,0,721,0,0.1,0,0,0
796,Germantown,2020,Farmington Elementary School,2020,3,2,0,0,0,667,0.4,0.3,0,0,0
796,Germantown,2020,Forest Hill Elementary School,2020,0,2,0,0,0,564,0,0.4,0,0,0
796,Germantown,2020,Houston Middle School,2020,28,14,0,0,2,995,2.8,1.4,0,0,0.2
796,Germantown,2020,Houston High School,2020,44,48,0,0,5,1966,2.2,2.4,0,0,0.3
796,Germantown,2020,Riverdale Elementary School,2020,14,5,0,0,2,1351,1,0.4,0,0,0.1
796,Germantown,2020,,2020,89,72,0,0,9,6251,1.4,1.2,0,0,0.1
797,Lakeland,2020,Lakeland Elementary School,2020,10,6,0,0,0,1006,1,0.6,0,0,0
797,Lakeland,2020,Lakeland Middle Preparatory School,2020,35,21,0,0,0,878,4,2.4,0,0,0
797,Lakeland,2020,,2020,45,27,0,0,0,1884,2.4,1.4,0,0,0
798,Millington Municipal Schools,2020,E.A. Harrold Elementary School,2020,17,17,0,0,0,382,4.5,4.5,0,0,0
798,Millington Municipal Schools,2020,Millington Elementary School,2020,9,15,0,0,0,859,1,1.7,0,0,0
798,Millington Municipal Schools,2020,Millington Central High School,2020,116,53,0,13,5,844,13.7,6.3,0,1.5,0.6
798,Millington Municipal Schools,2020,Millington Middle School,2020,91,71,0,4,1,647,14.1,11,0,0.6,0.2
798,Millington Municipal Schools,2020,,2020,233,156,0,17,6,2721,8.6,5.7,0,0.6,0.2
800,Smith County,2020,Carthage Elementary,2020,6,14,0,0,0,407,1.5,3.4,0,0,0
800,Smith County,2020,Defeated Elementary,2020,0,0,0,0,0,259,0,0,0,0,0
800,Smith County,2020,Forks River Elementary,2020,4,0,0,1,0,185,2.2,0,0,0.5,0
800,Smith County,2020,Gordonsville High School,2020,35,8,0,11,1,507,6.9,1.6,0,2.2,0.2
800,Smith County,2020,Gordonsville Elementary School,2020,2,0,0,0,0,326,0.6,0,0,0,0
800,Smith County,2020,New Middleton Elementary,2020,0,1,0,0,0,261,0,0.4,0,0,0
800,Smith County,2020,Smith County High School,2020,44,16,2,21,1,585,7.5,2.7,0.3,3.6,0.2
800,Smith County,2020,Smith County Middle School,2020,72,2,0,8,1,367,19.6,0.5,0,2.2,0.3
800,Smith County,2020,Union Heights Elementary,2020,11,3,0,3,0,267,4.1,1.1,0,1.1,0
800,Smith County,2020,,2020,174,44,2,44,3,3116,5.6,1.4,0.1,1.4,0.1
810,Stewart County,2020,Stewart County Middle School,2020,21,0,0,0,1,533,3.9,0,0,0,0.2
810,Stewart County,2020,Dover Elementary,2020,40,1,0,0,0,485,8.2,0.2,0,0,0
810,Stewart County,2020,North Stewart Elementary,2020,23,0,0,0,0,406,5.7,0,0,0,0
810,Stewart County,2020,Stewart Co High School,2020,1,0,0,0,0,694,0.1,0,0,0,0
810,Stewart County,2020,,2020,85,1,0,0,1,2110,4,0,0,0,0
820,Sullivan County,2020,Blountville Elementary,2020,2,2,0,0,0,333,0.6,0.6,0,0,0
820,Sullivan County,2020,Blountville Middle School,2020,74,21,0,8,1,356,20.8,5.9,0,2.2,0.3
820,Sullivan County,2020,Bluff City Elementary,2020,17,6,0,0,0,596,2.9,1,0,0,0
820,Sullivan County,2020,Bluff City Middle School,2020,56,2,0,16,1,365,15.3,0.5,0,4.4,0.3
820,Sullivan County,2020,Central Heights Elementary,2020,1,0,0,0,0,248,0.4,0,0,0,0
820,Sullivan County,2020,Sullivan Central High School,2020,46,16,2,39,8,868,5.3,1.8,0.2,4.5,0.9
820,Sullivan County,2020,Colonial Heights Middle,2020,9,2,0,8,0,368,2.4,0.5,0,2.2,0
820,Sullivan County,2020,Sullivan East High School,2020,89,48,1,9,4,904,9.8,5.3,0.1,1,0.4
820,Sullivan County,2020,Emmett Elementary,2020,10,5,0,0,0,352,2.8,1.4,0,0,0
820,Sullivan County,2020,Holston Elementary,2020,0,1,0,0,0,356,0,0.3,0,0,0
820,Sullivan County,2020,Holston Middle School,2020,47,14,1,11,0,333,14.1,4.2,0.3,3.3,0
820,Sullivan County,2020,Holston Valley Middle School,2020,20,6,0,6,0,178,11.2,3.4,0,3.4,0
820,Sullivan County,2020,Indian Springs Elementary,2020,8,7,0,0,0,372,2.2,1.9,0,0,0
820,Sullivan County,2020,Mary Hughes School,2020,0,3,0,3,0,480,0,0.6,0,0.6,0
820,Sullivan County,2020,Miller Perry Elementary,2020,1,0,1,0,1,313,0.3,0,0.3,0,0.3
820,Sullivan County,2020,Rock Springs Elementary,2020,0,6,0,0,0,390,0,1.5,0,0,0
820,Sullivan County,2020,Sullivan Gardens K-8,2020,34,10,1,9,1,435,7.8,2.3,0.2,2.1,0.2
820,Sullivan County,2020,Sullivan North High School,2020,45,14,8,13,6,457,9.8,3.1,1.8,2.8,1.3
820,Sullivan County,2020,Sullivan South High School,2020,53,9,5,21,9,792,6.7,1.1,0.6,2.7,1.1
820,Sullivan County,2020,North Middle School,2020,49,26,1,8,1,332,14.8,7.8,0.3,2.4,0.3
820,Sullivan County,2020,Ketron Elementary School,2020,1,6,0,0,0,636,0.2,0.9,0,0,0
820,Sullivan County,2020,Innovation Academy,2020,16,1,0,2,0,125,12.8,0.8,0,1.6,0
820,Sullivan County,2020,Sullivan East Middle School,2020,30,13,1,17,0,673,4.5,1.9,0.1,2.5,0
820,Sullivan County,2020,,2020,590,210,20,166,32,9493,6.2,2.2,0.2,1.7,0.3
821,Bristol,2020,Anderson Elementary,2020,7,8,0,0,0,368,1.9,2.2,0,0,0
821,Bristol,2020,Avoca Elementary,2020,21,8,0,1,1,491,4.3,1.6,0,0.2,0.2
821,Bristol,2020,Fairmount Elementary,2020,30,7,0,1,0,466,6.4,1.5,0,0.2,0
821,Bristol,2020,Haynesfield Elementary,2020,2,0,0,0,0,476,0.4,0,0,0,0
821,Bristol,2020,Holston View Elementary,2020,1,5,0,0,0,394,0.3,1.3,0,0,0
821,Bristol,2020,Vance Middle School,2020,122,15,0,8,2,631,19.3,2.4,0,1.3,0.3
821,Bristol,2020,Tennessee High School,2020,93,59,0,22,6,1152,8.1,5.1,0,1.9,0.5
821,Bristol,2020,Tennessee Online Public School,2020,0,0,0,0,0,208,0,0,0,0,0
821,Bristol,2020,,2020,276,102,0,32,9,4161,6.6,2.5,0,0.8,0.2
822,Kingsport,2020,Dobyns - Bennett High School,2020,180,111,0,19,19,2441,7.4,4.5,0,0.8,0.8
822,Kingsport,2020,Andrew Jackson Elementary School,2020,6,12,0,0,0,458,1.3,2.6,0,0,0
822,Kingsport,2020,Thomas Jefferson Elementary School,2020,21,3,0,0,1,489,4.3,0.6,0,0,0.2
822,Kingsport,2020,Andrew Johnson Elementary School,2020,3,4,0,0,0,545,0.6,0.7,0,0,0
822,Kingsport,2020,John F. Kennedy Elementary School,2020,13,9,0,0,0,305,4.3,3,0,0,0
822,Kingsport,2020,Abraham Lincoln Elementary School,2020,0,19,0,0,0,429,0,4.4,0,0,0
822,Kingsport,2020,John Adams Elementary School,2020,1,5,0,0,0,496,0.2,1,0,0,0
822,Kingsport,2020,Ross N. Robinson Middle School,2020,62,62,0,4,2,1074,5.8,5.8,0,0.4,0.2
822,Kingsport,2020,John Sevier Middle School,2020,141,96,0,12,9,837,16.8,11.5,0,1.4,1.1
822,Kingsport,2020,George Washington Elementary School,2020,7,8,0,0,0,504,1.4,1.6,0,0,0
822,Kingsport,2020,Theodore Roosevelt Elementary School,2020,11,9,0,0,0,315,3.5,2.9,0,0,0
822,Kingsport,2020,,2020,444,334,0,35,31,7800,5.7,4.3,0,0.4,0.4
830,Sumner County,2020,Jack Anderson Elementary,2020,0,1,0,0,0,930,0,0.1,0,0,0
830,Sumner County,2020,Beech Elementary,2020,1,0,0,0,0,588,0.2,0,0,0,0
830,Sumner County,2020,Beech Sr High School,2020,94,76,0,0,4,1590,5.9,4.8,0,0,0.3
830,Sumner County,2020,Bethpage Elementary,2020,2,8,0,0,0,315,0.6,2.5,0,0,0
830,Sumner County,2020,Robert E Ellis Middle,2020,23,16,0,0,0,694,3.3,2.3,0,0,0
830,Sumner County,2020,Gallatin Senior High School,2020,112,55,0,1,0,1836,6.1,3,0,0.1,0
830,Sumner County,2020,Guild Elementary,2020,0,23,0,0,0,795,0,2.9,0,0,0
830,Sumner County,2020,Gene W. Brown Elementary,2020,0,0,0,0,0,444,0,0,0,0,0
830,Sumner County,2020,Hendersonville High School,2020,129,47,0,2,3,1606,8,2.9,0,0.1,0.2
830,Sumner County,2020,Howard Elementary,2020,0,20,0,0,0,627,0,3.2,0,0,0
830,Sumner County,2020,T. W. Hunter Middle School,2020,11,8,0,0,0,731,1.5,1.1,0,0,0
830,Sumner County,2020,Indian Lake Elementary,2020,0,2,0,0,0,592,0,0.3,0,0,0
830,Sumner County,2020,Merrol Hyde Magnet School,2020,1,0,0,0,0,693,0.1,0,0,0,0
830,Sumner County,2020,J W Wiseman Elementary,2020,0,4,0,0,0,423,0,0.9,0,0,0
830,Sumner County,2020,Lakeside Park Elementary,2020,0,4,0,0,0,351,0,1.1,0,0,0
830,Sumner County,2020,Station Camp Middle School,2020,59,17,0,0,0,1012,5.8,1.7,0,0,0
830,Sumner County,2020,Madison Creek Elementary,2020,1,8,0,0,0,681,0.1,1.2,0,0,0
830,Sumner County,2020,Millersville Elementary,2020,0,5,0,0,0,270,0,1.9,0,0,0
830,Sumner County,2020,Nannie Berry Elementary,2020,1,12,0,0,0,553,0.2,2.2,0,0,0
830,Sumner County,2020,Watt Hardison Elementary,2020,0,4,0,0,0,447,0,0.9,0,0,0
830,Sumner County,2020,North Sumner Elementary,2020,0,0,0,0,0,250,0,0,0,0,0
830,Sumner County,2020,Oakmont Elementary,2020,0,0,0,0,0,134,0,0,0,0,0
830,Sumner County,2020,Portland High School,2020,64,29,0,0,0,1167,5.5,2.5,0,0,0
830,Sumner County,2020,Portland East Middle School,2020,56,20,0,0,0,473,11.8,4.2,0,0,0
830,Sumner County,2020,E B Wilson,2020,0,0,0,0,0,130,0,0,0,0,0
830,Sumner County,2020,Clyde Riggs Elementary,2020,0,1,0,0,0,294,0,0.3,0,0,0
830,Sumner County,2020,Joe Shafer Middle School,2020,126,39,0,0,0,765,16.5,5.1,0,0,0
830,Sumner County,2020,Rucker Stewart Middle,2020,117,75,0,0,1,935,12.5,8,0,0,0.1
830,Sumner County,2020,Station Camp Elementary,2020,0,4,0,0,0,1012,0,0.4,0,0,0
830,Sumner County,2020,Station Camp High School,2020,10,26,0,0,0,1387,0.7,1.9,0,0,0
830,Sumner County,2020,Benny C. Bills Elementary School,2020,0,5,0,0,0,812,0,0.6,0,0,0
830,Sumner County,2020,Union Elementary School,2020,0,3,0,0,0,530,0,0.6,0,0,0
830,Sumner County,2020,V G Hawkins Middle School,2020,34,5,0,0,0,507,6.7,1,0,0,0
830,Sumner County,2020,Vena Stuart Elementary,2020,0,0,0,0,0,766,0,0,0,0,0
830,Sumner County,2020,R T Fisher Alternative,2020,78,58,0,0,2,263,29.7,22.1,0,0,0.8
830,Sumner County,2020,Walton Ferry Elementary,2020,1,8,0,0,0,497,0.2,1.6,0,0,0
830,Sumner County,2020,George A Whitten Elementary,2020,0,5,0,0,0,422,0,1.2,0,0,0
830,Sumner County,2020,Westmoreland Elementary,2020,0,5,0,0,0,535,0,0.9,0,0,0
830,Sumner County,2020,Westmoreland Middle School,2020,53,14,0,0,0,462,11.5,3,0,0,0
830,Sumner County,2020,Westmoreland High School,2020,14,16,0,0,0,499,2.8,3.2,0,0,0
830,Sumner County,2020,White House High School,2020,38,13,0,0,4,860,4.4,1.5,0,0,0.5
830,Sumner County,2020,White House Middle School,2020,91,32,0,2,0,866,10.5,3.7,0,0.2,0
830,Sumner County,2020,Knox Doss Middle School at Drakes Creek,2020,39,16,0,0,0,699,5.6,2.3,0,0,0
830,Sumner County,2020,Portland West Middle School,2020,65,28,0,0,0,585,11.1,4.8,0,0,0
830,Sumner County,2020,Harold B. Williams Elementary School,2020,0,3,0,0,0,729,0,0.4,0,0,0
830,Sumner County,2020,Portland Gateview Elementary School,2020,0,8,0,1,0,606,0,1.3,0,0.2,0
830,Sumner County,2020,Sumner County Middle College High School,2020,0,0,0,0,0,72,0,0,0,0,0
830,Sumner County,2020,Dr. William Burrus Elementary at Drakes Creek,2020,0,3,0,0,0,610,0,0.5,0,0,0
830,Sumner County,2020,Sumner County Middle Technical College High School at Portla,2020,0,0,0,0,0,23,0,0,0,0,0
830,Sumner County,2020,,2020,1212,719,0,6,14,31323,3.9,2.3,0,0,0
840,Tipton County,2020,Austin Peay Elementary School,2020,23,13,0,0,0,489,4.7,2.7,0,0,0
840,Tipton County,2020,Atoka Elementary School,2020,31,3,0,0,0,903,3.4,0.3,0,0,0
840,Tipton County,2020,Brighton Elementary,2020,15,5,0,0,0,758,2,0.7,0,0,0
840,Tipton County,2020,Brighton High School,2020,119,64,0,0,4,1271,9.4,5,0,0,0.3
840,Tipton County,2020,Brighton Middle School,2020,152,52,0,0,0,954,15.9,5.5,0,0,0
840,Tipton County,2020,Crestview Middle School,2020,110,52,0,0,5,555,19.8,9.4,0,0,0.9
840,Tipton County,2020,Covington Integrated Arts Academy,2020,62,11,0,0,2,481,12.9,2.3,0,0,0.4
840,Tipton County,2020,Covington High School,2020,220,33,0,0,1,806,27.3,4.1,0,0,0.1
840,Tipton County,2020,Crestview Elementary,2020,53,14,0,0,0,868,6.1,1.6,0,0,0
840,Tipton County,2020,Drummonds Elementary,2020,46,8,0,0,1,727,6.3,1.1,0,0,0.1
840,Tipton County,2020,Munford Elementary,2020,46,8,0,0,0,801,5.7,1,0,0,0
840,Tipton County,2020,Munford Middle School,2020,109,33,0,0,2,1018,10.7,3.2,0,0,0.2
840,Tipton County,2020,Munford High School,2020,30,22,0,0,2,1263,2.4,1.7,0,0,0.2
840,Tipton County,2020,Tipton County Alternative Learning Center,2020,0,32,0,0,0,157,0,20.4,0,0,0
840,Tipton County,2020,,2020,1009,338,0,0,17,10751,9.4,3.1,0,0,0.2
850,Trousdale County,2020,Trousdale Co Elementary,2020,0,2,0,0,0,646,0,0.3,0,0,0
850,Trousdale County,2020,Trousdale Co High School,2020,4,3,1,9,1,380,1.1,0.8,0.3,2.4,0.3
850,Trousdale County,2020,Jim Satterfield Middle School,2020,0,0,0,0,0,348,0,0,0,0,0
850,Trousdale County,2020,,2020,4,5,1,9,1,1373,0.3,0.4,0.1,0.7,0.1
860,Unicoi County,2020,Unicoi Co Middle School,2020,75,5,0,2,2,538,13.9,0.9,0,0.4,0.4
860,Unicoi County,2020,Love Chapel Elementary,2020,0,0,0,0,0,375,0,0,0,0,0
860,Unicoi County,2020,Rock Creek Elementary,2020,0,0,0,0,0,213,0,0,0,0,0
860,Unicoi County,2020,Temple Hill Elementary,2020,0,1,0,0,0,101,0,1,0,0,0
860,Unicoi County,2020,Unicoi Co High School,2020,135,12,0,2,2,814,16.6,1.5,0,0.2,0.2
860,Unicoi County,2020,Unicoi Elementary,2020,0,6,0,0,0,303,0,2,0,0,0
860,Unicoi County,2020,,2020,210,24,0,4,4,2331,9,1,0,0.2,0.2
870,Union County,2020,Big Ridge Elementary,2020,1,1,0,0,0,206,0.5,0.5,0,0,0
870,Union County,2020,H Maynard Middle School,2020,139,25,0,0,0,699,19.9,3.6,0,0,0
870,Union County,2020,Luttrell Elementary,2020,0,1,0,0,0,282,0,0.4,0,0,0
870,Union County,2020,Maynardville Elementary,2020,4,11,0,0,0,372,1.1,3,0,0,0
870,Union County,2020,Sharps Chapel Elementary,2020,0,0,0,0,0,149,0,0,0,0,0
870,Union County,2020,Union County Alternative Center,2020,0,3,0,0,0,40,0,7.5,0,0,0
870,Union County,2020,Union County High School,2020,113,14,3,2,2,894,12.6,1.6,0.3,0.2,0.2
870,Union County,2020,Paulette Elementary School,2020,3,10,0,0,0,375,0.8,2.7,0,0,0
870,Union County,2020,Tennessee Virtual Academy,2020,0,0,0,0,0,1608,0,0,0,0,0
870,Union County,2020,Elementary Middle Alternative,2020,0,2,0,0,0,20,0,10,0,0,0
870,Union County,2020,Tennessee Virtual High School,2020,0,1,0,0,1,559,0,0.2,0,0,0.2
870,Union County,2020,,2020,260,67,3,2,3,5146,5.1,1.3,0.1,0,0.1
880,Van Buren County,2020,Spencer Elementary,2020,3,0,0,0,0,334,0.9,0,0,0,0
880,Van Buren County,2020,Van Buren Co High School,2020,35,0,0,0,0,433,8.1,0,0,0,0
880,Van Buren County,2020,,2020,38,0,0,0,0,767,5,0,0,0,0
890,Warren County,2020,Centertown Elementary,2020,5,12,0,0,1,526,1,2.3,0,0,0.2
890,Warren County,2020,Dibrell Elementary,2020,6,0,0,0,0,433,1.4,0,0,0,0
890,Warren County,2020,Eastside Elementary,2020,5,1,0,0,0,417,1.2,0.2,0,0,0
890,Warren County,2020,Hickory Creek School,2020,0,6,0,0,0,694,0,0.9,0,0,0
890,Warren County,2020,Irving College Elementary,2020,0,0,0,0,0,256,0,0,0,0,0
890,Warren County,2020,Morrison Elementary,2020,18,13,0,0,1,415,4.3,3.1,0,0,0.2
890,Warren County,2020,Bobby Ray Memorial,2020,0,0,0,0,0,530,0,0,0,0,0
890,Warren County,2020,Warren County Alternative Academy,2020,0,6,0,0,0,76,0,7.9,0,0,0
890,Warren County,2020,Warren County Middle School,2020,55,23,0,0,0,889,6.2,2.6,0,0,0
890,Warren County,2020,Warren County High School,2020,94,36,0,15,6,1991,4.7,1.8,0,0.8,0.3
890,Warren County,2020,West Elementary,2020,0,2,0,0,0,539,0,0.4,0,0,0
890,Warren County,2020,,2020,183,99,0,16,8,6570,2.8,1.5,0,0.2,0.1
900,Washington County,2020,Boones Creek Elementary School,2020,55,19,0,7,1,902,6.1,2.1,0,0.8,0.1
900,Washington County,2020,Daniel Boone High School,2020,147,0,0,38,4,1346,10.9,0,0,2.8,0.3
900,Washington County,2020,David Crockett High School,2020,132,0,0,34,1,1216,10.9,0,0,2.8,0.1
900,Washington County,2020,Fall Branch Elementary,2020,25,4,0,5,0,277,9,1.4,0,1.8,0
900,Washington County,2020,Grandview Elementary School,2020,39,11,0,5,0,691,5.6,1.6,0,0.7,0
900,Washington County,2020,Gray Elementary School,2020,14,1,0,0,0,564,2.5,0.2,0,0,0
900,Washington County,2020,Jonesborough Elementary,2020,17,7,0,0,0,539,3.2,1.3,0,0,0
900,Washington County,2020,Jonesborough Middle School,2020,60,8,0,8,0,439,13.7,1.8,0,1.8,0
900,Washington County,2020,Lamar Elementary,2020,11,9,0,8,0,482,2.3,1.9,0,1.7,0
900,Washington County,2020,Ridgeview Elementary School,2020,8,1,0,2,0,759,1.1,0.1,0,0.3,0
900,Washington County,2020,South Central Elementary,2020,18,0,0,2,0,226,8,0,0,0.9,0
900,Washington County,2020,Sulphur Springs Elementary,2020,13,3,0,2,0,389,3.3,0.8,0,0.5,0
900,Washington County,2020,University School,2020,6,1,0,0,0,613,1,0.2,0,0,0
900,Washington County,2020,West View School,2020,44,10,0,3,0,445,9.9,2.2,0,0.7,0
900,Washington County,2020,Tennessee Virtual Learning Academy,2020,0,0,0,0,0,35,0,0,0,0,0
900,Washington County,2020,,2020,588,74,0,114,6,8788,6.7,0.8,0,1.3,0.1
901,Johnson City,2020,Cherokee Elementary,2020,2,1,0,0,0,412,0.5,0.2,0,0,0
901,Johnson City,2020,Fairmont Elementary,2020,0,0,0,0,0,531,0,0,0,0,0
901,Johnson City,2020,Indian Trail Intermediate School,2020,122,20,0,1,0,1294,9.4,1.5,0,0.1,0
901,Johnson City,2020,Lake Ridge Elementary,2020,1,1,0,0,0,564,0.2,0.2,0,0,0
901,Johnson City,2020,Woodland Elementary,2020,12,1,0,0,0,407,2.9,0.2,0,0,0
901,Johnson City,2020,Liberty Bell Middle School,2020,209,83,4,0,2,1272,16.4,6.5,0.3,0,0.2
901,Johnson City,2020,Mountain View Elementary,2020,3,3,0,0,0,506,0.6,0.6,0,0,0
901,Johnson City,2020,North Side Elementary,2020,17,3,0,0,0,311,5.5,1,0,0,0
901,Johnson City,2020,Science Hill High School,2020,247,105,4,3,4,2392,10.3,4.4,0.2,0.1,0.2
901,Johnson City,2020,South Side Elementary,2020,0,0,0,0,0,356,0,0,0,0,0
901,Johnson City,2020,Towne Acres Elementary,2020,1,1,0,0,0,446,0.2,0.2,0,0,0
901,Johnson City,2020,,2020,614,218,8,4,6,8413,7.3,2.6,0.1,0,0.1
910,Wayne County,2020,Collinwood Elementary,2020,0,0,0,0,0,339,0,0,0,0,0
910,Wayne County,2020,Collinwood High School,2020,1,0,0,8,1,276,0.4,0,0,2.9,0.4
910,Wayne County,2020,Collinwood Middle School,2020,0,0,0,3,0,286,0,0,0,1,0
910,Wayne County,2020,Frank Hughes School,2020,14,0,1,0,0,311,4.5,0,0.3,0,0
910,Wayne County,2020,Wayne County High School,2020,1,0,0,11,1,316,0.3,0,0,3.5,0.3
910,Wayne County,2020,Waynesboro Elementary,2020,0,0,0,0,0,389,0,0,0,0,0
910,Wayne County,2020,Waynesboro Middle School,2020,0,0,0,0,0,278,0,0,0,0,0
910,Wayne County,2020,,2020,16,0,1,22,2,2167,0.7,0,0,1,0.1
920,Weakley County,2020,Dresden Elementary,2020,0,0,0,0,0,492,0,0,0,0,0
920,Weakley County,2020,Dresden Middle School,2020,0,1,0,0,0,374,0,0.3,0,0,0
920,Weakley County,2020,Dresden High School,2020,0,1,0,6,0,329,0,0.3,0,1.8,0
920,Weakley County,2020,Gleason School,2020,0,3,0,20,0,462,0,0.6,0,4.3,0
920,Weakley County,2020,Greenfield School,2020,0,11,0,11,0,509,0,2.2,0,2.2,0
920,Weakley County,2020,Martin Primary,2020,0,10,0,0,0,408,0,2.5,0,0,0
920,Weakley County,2020,Martin Elementary,2020,0,0,0,0,0,457,0,0,0,0,0
920,Weakley County,2020,Westview High School,2020,0,4,0,21,3,558,0,0.7,0,3.8,0.5
920,Weakley County,2020,Martin Middle School,2020,0,2,0,15,2,412,0,0.5,0,3.6,0.5
920,Weakley County,2020,Sharon School,2020,0,0,0,0,0,181,0,0,0,0,0
920,Weakley County,2020,,2020,0,32,0,73,5,4134,0,0.8,0,1.8,0.1
930,White County,2020,Bon De Croft Elementary,2020,0,0,0,0,0,180,0,0,0,0,0
930,White County,2020,Cassville Elementary,2020,0,1,0,0,0,228,0,0.4,0,0,0
930,White County,2020,Doyle Elementary,2020,0,0,0,0,0,278,0,0,0,0,0
930,White County,2020,Findlay Elementary,2020,0,0,0,0,0,387,0,0,0,0,0
930,White County,2020,Northfield Elementary School,2020,2,0,0,0,0,284,0.7,0,0,0,0
930,White County,2020,White County High School,2020,136,2,1,14,2,1215,11.2,0.2,0.1,1.2,0.2
930,White County,2020,White Co Middle School,2020,153,0,0,10,2,931,16.4,0,0,1.1,0.2
930,White County,2020,Woodland Park Elementary,2020,0,0,0,0,0,483,0,0,0,0,0
930,White County,2020,,2020,291,3,1,24,4,3946,7.4,0.1,0,0.6,0.1
940,Williamson County,2020,Allendale Elementary School,2020,9,2,0,0,1,715,1.3,0.3,0,0,0.1
940,Williamson County,2020,Bethesda Elementary,2020,0,3,0,0,0,552,0,0.5,0,0,0
940,Williamson County,2020,Brentwood High School,2020,35,0,0,5,3,1763,2,0,0,0.3,0.2
940,Williamson County,2020,Centennial High School,2020,128,0,0,41,15,1734,7.4,0,0,2.4,0.9
940,Williamson County,2020,Creekside Elementary School,2020,0,1,0,0,0,552,0,0.2,0,0,0
940,Williamson County,2020,College Grove Elementary,2020,1,0,0,0,0,649,0.2,0,0,0,0
940,Williamson County,2020,Clovercroft Elementary School,2020,0,0,0,0,0,788,0,0,0,0,0
940,Williamson County,2020,Chapman's Retreat Elementary,2020,1,1,0,0,0,754,0.1,0.1,0,0,0
940,Williamson County,2020,Edmondson Elementary,2020,0,0,0,0,0,773,0,0,0,0,0
940,Williamson County,2020,Crockett Elementary,2020,0,1,0,0,0,659,0,0.2,0,0,0
940,Williamson County,2020,Fairview Elementary,2020,0,5,0,0,0,542,0,0.9,0,0,0
940,Williamson County,2020,Fairview Middle School,2020,19,0,0,6,0,572,3.3,0,0,1,0
940,Williamson County,2020,Fairview High School,2020,51,0,0,20,5,743,6.9,0,0,2.7,0.7
940,Williamson County,2020,Franklin High School,2020,55,0,0,12,2,1807,3,0,0,0.7,0.1
940,Williamson County,2020,Fred J Page Middle School,2020,22,2,0,1,0,1149,1.9,0.2,0,0.1,0
940,Williamson County,2020,Fred J Page High School,2020,54,0,0,5,3,1160,4.7,0,0,0.4,0.3
940,Williamson County,2020,Grassland Elementary,2020,0,0,0,0,0,576,0,0,0,0,0
940,Williamson County,2020,Grassland Middle School,2020,13,1,0,3,3,1010,1.3,0.1,0,0.3,0.3
940,Williamson County,2020,Heritage Elementary,2020,0,0,0,0,0,647,0,0,0,0,0
940,Williamson County,2020,Heritage Middle School,2020,58,0,0,10,2,1051,5.5,0,0,1,0.2
940,Williamson County,2020,Hillsboro Elementary/ Middle School,2020,17,1,0,0,0,625,2.7,0.2,0,0,0
940,Williamson County,2020,Independence High School,2020,104,1,0,16,5,1928,5.4,0.1,0,0.8,0.3
940,Williamson County,2020,Spring Station Middle School,2020,33,3,0,2,0,1073,3.1,0.3,0,0.2,0
940,Williamson County,2020,Hunters Bend Elementary,2020,2,0,0,0,0,503,0.4,0,0,0,0
940,Williamson County,2020,Jordan Elementary School,2020,1,1,0,0,0,434,0.2,0.2,0,0,0
940,Williamson County,2020,Kenrose Elementary,2020,4,2,0,0,0,880,0.5,0.2,0,0,0
940,Williamson County,2020,Lipscomb Elementary,2020,1,8,0,0,0,650,0.2,1.2,0,0,0
