district_number,district_name,school_number,school_name,alternative_school,school_year,grade_level,students_iss,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent of in school suspensions,percent suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
162,Tullahoma,23,Jack T Farrar Elementary,No,2020,05,0,0,0,0,0,48,0,0,0,0,0
162,Tullahoma,23,Jack T Farrar Elementary,No,2020,K,0,0,0,0,0,74,0,0,0,0,0
162,Tullahoma,25,Robert E Lee Elementary,No,2020,01,0,0,0,0,0,89,0,0,0,0,0
162,Tullahoma,25,Robert E Lee Elementary,No,2020,02,0,0,0,0,0,76,0,0,0,0,0
162,Tullahoma,25,Robert E Lee Elementary,No,2020,03,0,0,0,0,0,71,0,0,0,0,0
162,Tullahoma,25,Robert E Lee Elementary,No,2020,04,0,0,0,0,0,82,0,0,0,0,0
162,Tullahoma,25,Robert E Lee Elementary,No,2020,05,0,0,0,0,0,84,0,0,0,0,0
162,Tullahoma,25,Robert E Lee Elementary,No,2020,K,0,0,0,0,0,68,0,0,0,0,0
162,Tullahoma,35,Tullahoma High School,No,2020,09,30,19,0,0,0,293,10.2,6.5,0,0,0
162,Tullahoma,35,Tullahoma High School,No,2020,10,17,15,0,0,0,298,5.7,5,0,0,0
162,Tullahoma,35,Tullahoma High School,No,2020,11,21,10,1,0,4,266,7.9,3.8,0.4,0,1.5
162,Tullahoma,35,Tullahoma High School,No,2020,12,15,14,0,0,3,255,5.9,5.5,0,0,1.2
162,Tullahoma,40,West Middle School,No,2020,06,1,0,0,0,0,182,0.5,0,0,0,0
162,Tullahoma,40,West Middle School,No,2020,07,0,0,0,0,0,163,0,0,0,0,0
162,Tullahoma,40,West Middle School,No,2020,08,7,0,0,0,0,163,4.3,0,0,0,0
162,Tullahoma,,,,2020,01,0,1,0,0,0,259,0,0.4,0,0,0
162,Tullahoma,,,,2020,02,0,0,0,0,0,283,0,0,0,0,0
162,Tullahoma,,,,2020,03,0,1,0,0,0,258,0,0.4,0,0,0
162,Tullahoma,,,,2020,04,1,1,0,0,0,293,0.3,0.3,0,0,0
162,Tullahoma,,,,2020,05,1,0,0,0,0,265,0.4,0,0,0,0
162,Tullahoma,,,,2020,06,3,0,0,0,0,346,0.9,0,0,0,0
162,Tullahoma,,,,2020,07,0,0,0,0,0,308,0,0,0,0,0
162,Tullahoma,,,,2020,08,7,0,0,0,0,312,2.2,0,0,0,0
162,Tullahoma,,,,2020,09,30,19,0,0,0,293,10.2,6.5,0,0,0
162,Tullahoma,,,,2020,10,17,15,0,0,0,298,5.7,5,0,0,0
162,Tullahoma,,,,2020,11,21,10,1,0,4,266,7.9,3.8,0.4,0,1.5
162,Tullahoma,,,,2020,12,15,14,0,0,3,255,5.9,5.5,0,0,1.2
162,Tullahoma,,,,2020,K,0,0,0,0,0,286,0,0,0,0,0
170,Crockett County,3,Crockett County High School,No,2020,09,13,0,0,15,0,247,5.3,0,0,6.1,0
170,Crockett County,3,Crockett County High School,No,2020,10,19,0,0,9,0,223,8.5,0,0,4,0
170,Crockett County,3,Crockett County High School,No,2020,11,17,0,0,10,0,230,7.4,0,0,4.3,0
170,Crockett County,3,Crockett County High School,No,2020,12,7,0,0,2,0,214,3.3,0,0,0.9,0
170,Crockett County,12,Crockett County Middle School,No,2020,06,20,0,0,2,0,159,12.6,0,0,1.3,0
170,Crockett County,12,Crockett County Middle School,No,2020,07,25,0,0,0,0,235,10.6,0,0,0,0
170,Crockett County,12,Crockett County Middle School,No,2020,08,12,0,0,7,1,241,5,0,0,2.9,0.4
170,Crockett County,20,Friendship Elementary,No,2020,01,0,0,0,0,0,25,0,0,0,0,0
170,Crockett County,20,Friendship Elementary,No,2020,02,0,0,0,0,0,16,0,0,0,0,0
170,Crockett County,20,Friendship Elementary,No,2020,03,0,0,0,0,0,18,0,0,0,0,0
170,Crockett County,20,Friendship Elementary,No,2020,04,0,0,0,0,0,24,0,0,0,0,0
170,Crockett County,20,Friendship Elementary,No,2020,05,0,0,0,0,0,21,0,0,0,0,0
170,Crockett County,20,Friendship Elementary,No,2020,K,0,0,0,0,0,16,0,0,0,0,0
170,Crockett County,25,Gadsden Elementary,No,2020,01,0,0,0,0,0,21,0,0,0,0,0
170,Crockett County,25,Gadsden Elementary,No,2020,02,0,0,0,0,0,19,0,0,0,0,0
170,Crockett County,25,Gadsden Elementary,No,2020,03,0,0,0,0,0,24,0,0,0,0,0
170,Crockett County,25,Gadsden Elementary,No,2020,04,0,0,0,0,0,26,0,0,0,0,0
170,Crockett County,25,Gadsden Elementary,No,2020,05,0,0,0,0,0,21,0,0,0,0,0
170,Crockett County,25,Gadsden Elementary,No,2020,K,0,0,0,0,0,26,0,0,0,0,0
170,Crockett County,40,Maury City Elementary,No,2020,01,0,0,0,0,0,28,0,0,0,0,0
170,Crockett County,40,Maury City Elementary,No,2020,02,0,0,0,0,0,45,0,0,0,0,0
170,Crockett County,40,Maury City Elementary,No,2020,03,0,0,0,0,0,44,0,0,0,0,0
170,Crockett County,40,Maury City Elementary,No,2020,04,0,0,0,0,0,48,0,0,0,0,0
170,Crockett County,40,Maury City Elementary,No,2020,05,0,0,0,0,0,27,0,0,0,0,0
170,Crockett County,40,Maury City Elementary,No,2020,K,0,0,0,0,0,38,0,0,0,0,0
170,Crockett County,,,,2020,01,0,0,0,0,0,73,0,0,0,0,0
170,Crockett County,,,,2020,02,0,0,0,0,0,80,0,0,0,0,0
170,Crockett County,,,,2020,03,0,0,0,0,0,86,0,0,0,0,0
170,Crockett County,,,,2020,04,0,0,0,0,0,97,0,0,0,0,0
170,Crockett County,,,,2020,05,0,0,0,0,0,69,0,0,0,0,0
170,Crockett County,,,,2020,06,20,0,0,2,0,159,12.6,0,0,1.3,0
170,Crockett County,,,,2020,07,25,0,0,0,0,235,10.6,0,0,0,0
170,Crockett County,,,,2020,08,12,0,0,7,1,241,5,0,0,2.9,0.4
170,Crockett County,,,,2020,09,13,0,0,15,0,247,5.3,0,0,6.1,0
170,Crockett County,,,,2020,10,19,0,0,9,0,223,8.5,0,0,4,0
170,Crockett County,,,,2020,11,17,0,0,10,0,230,7.4,0,0,4.3,0
170,Crockett County,,,,2020,12,7,0,0,2,0,214,3.3,0,0,0.9,0
170,Crockett County,,,,2020,K,0,0,0,0,0,80,0,0,0,0,0
171,Alamo,5,Alamo Elementary,No,2020,01,2,0,0,0,0,93,2.2,0,0,0,0
171,Alamo,5,Alamo Elementary,No,2020,02,0,0,0,0,0,82,0,0,0,0,0
171,Alamo,5,Alamo Elementary,No,2020,03,0,0,0,0,0,74,0,0,0,0,0
171,Alamo,5,Alamo Elementary,No,2020,04,5,0,0,0,0,90,5.6,0,0,0,0
171,Alamo,5,Alamo Elementary,No,2020,05,0,0,0,0,0,84,0,0,0,0,0
171,Alamo,5,Alamo Elementary,No,2020,06,5,0,0,0,0,85,5.9,0,0,0,0
171,Alamo,5,Alamo Elementary,No,2020,K,0,0,0,0,0,93,0,0,0,0,0
171,Alamo,,,,2020,01,2,0,0,0,0,93,2.2,0,0,0,0
171,Alamo,,,,2020,02,0,0,0,0,0,82,0,0,0,0,0
171,Alamo,,,,2020,03,0,0,0,0,0,74,0,0,0,0,0
171,Alamo,,,,2020,04,5,0,0,0,0,90,5.6,0,0,0,0
171,Alamo,,,,2020,05,0,0,0,0,0,84,0,0,0,0,0
171,Alamo,,,,2020,06,5,0,0,0,0,85,5.9,0,0,0,0
171,Alamo,,,,2020,K,0,0,0,0,0,93,0,0,0,0,0
172,Bells,5,Bells Elementary,No,2020,01,0,0,0,0,0,64,0,0,0,0,0
172,Bells,5,Bells Elementary,No,2020,02,0,0,0,0,0,58,0,0,0,0,0
172,Bells,5,Bells Elementary,No,2020,03,0,0,0,0,0,68,0,0,0,0,0
172,Bells,5,Bells Elementary,No,2020,04,0,0,0,0,0,65,0,0,0,0,0
172,Bells,5,Bells Elementary,No,2020,05,0,0,0,0,0,64,0,0,0,0,0
172,Bells,5,Bells Elementary,No,2020,K,0,0,0,0,0,63,0,0,0,0,0
172,Bells,,,,2020,01,0,0,0,0,0,64,0,0,0,0,0
172,Bells,,,,2020,02,0,0,0,0,0,58,0,0,0,0,0
172,Bells,,,,2020,03,0,0,0,0,0,68,0,0,0,0,0
172,Bells,,,,2020,04,0,0,0,0,0,65,0,0,0,0,0
172,Bells,,,,2020,05,0,0,0,0,0,64,0,0,0,0,0
172,Bells,,,,2020,K,0,0,0,0,0,63,0,0,0,0,0
180,Cumberland County,8,Frank P. Brown Elementary,No,2020,01,0,0,0,0,0,75,0,0,0,0,0
180,Cumberland County,8,Frank P. Brown Elementary,No,2020,02,0,0,0,0,0,77,0,0,0,0,0
180,Cumberland County,8,Frank P. Brown Elementary,No,2020,03,0,0,0,0,0,67,0,0,0,0,0
180,Cumberland County,8,Frank P. Brown Elementary,No,2020,04,0,0,0,0,0,64,0,0,0,0,0
180,Cumberland County,8,Frank P. Brown Elementary,No,2020,05,0,0,0,0,0,70,0,0,0,0,0
180,Cumberland County,8,Frank P. Brown Elementary,No,2020,06,0,0,0,0,0,49,0,0,0,0,0
180,Cumberland County,8,Frank P. Brown Elementary,No,2020,07,0,1,0,0,0,61,0,1.6,0,0,0
180,Cumberland County,8,Frank P. Brown Elementary,No,2020,08,3,0,0,0,0,57,5.3,0,0,0,0
180,Cumberland County,8,Frank P. Brown Elementary,No,2020,K,0,0,0,0,0,59,0,0,0,0,0
180,Cumberland County,10,Homestead Elementary School,No,2020,01,0,0,0,0,0,70,0,0,0,0,0
180,Cumberland County,10,Homestead Elementary School,No,2020,02,1,0,0,0,0,89,1.1,0,0,0,0
180,Cumberland County,10,Homestead Elementary School,No,2020,03,1,0,0,1,0,78,1.3,0,0,1.3,0
180,Cumberland County,10,Homestead Elementary School,No,2020,04,3,0,0,0,0,84,3.6,0,0,0,0
180,Cumberland County,10,Homestead Elementary School,No,2020,05,3,1,0,0,0,78,3.8,1.3,0,0,0
180,Cumberland County,10,Homestead Elementary School,No,2020,06,8,0,0,0,0,87,9.2,0,0,0,0
180,Cumberland County,10,Homestead Elementary School,No,2020,07,8,0,0,0,0,77,10.4,0,0,0,0
180,Cumberland County,10,Homestead Elementary School,No,2020,08,7,0,0,1,1,83,8.4,0,0,1.2,1.2
180,Cumberland County,10,Homestead Elementary School,No,2020,K,0,0,0,0,0,68,0,0,0,0,0
180,Cumberland County,15,Crab Orchard Elementary,No,2020,01,0,0,0,0,0,61,0,0,0,0,0
180,Cumberland County,15,Crab Orchard Elementary,No,2020,02,0,0,0,0,0,37,0,0,0,0,0
180,Cumberland County,15,Crab Orchard Elementary,No,2020,03,0,0,0,0,0,59,0,0,0,0,0
180,Cumberland County,15,Crab Orchard Elementary,No,2020,04,0,0,0,0,0,46,0,0,0,0,0
180,Cumberland County,15,Crab Orchard Elementary,No,2020,05,0,0,0,0,0,60,0,0,0,0,0
180,Cumberland County,15,Crab Orchard Elementary,No,2020,06,0,0,0,0,0,52,0,0,0,0,0
180,Cumberland County,15,Crab Orchard Elementary,No,2020,07,0,0,0,0,0,57,0,0,0,0,0
180,Cumberland County,15,Crab Orchard Elementary,No,2020,08,0,0,0,0,0,61,0,0,0,0,0
180,Cumberland County,15,Crab Orchard Elementary,No,2020,K,0,0,0,0,0,52,0,0,0,0,0
180,Cumberland County,25,Cumberland County High School,No,2020,09,0,0,0,0,0,286,0,0,0,0,0
180,Cumberland County,25,Cumberland County High School,No,2020,10,0,1,0,0,0,283,0,0.4,0,0,0
180,Cumberland County,25,Cumberland County High School,No,2020,11,0,0,0,0,0,261,0,0,0,0,0
180,Cumberland County,25,Cumberland County High School,No,2020,12,0,0,0,0,0,221,0,0,0,0,0
180,Cumberland County,33,Glenn Martin Elementary,No,2020,01,0,0,0,0,0,93,0,0,0,0,0
180,Cumberland County,33,Glenn Martin Elementary,No,2020,02,0,0,0,0,0,86,0,0,0,0,0
180,Cumberland County,33,Glenn Martin Elementary,No,2020,03,1,0,0,0,0,84,1.2,0,0,0,0
180,Cumberland County,33,Glenn Martin Elementary,No,2020,04,2,0,0,0,0,90,2.2,0,0,0,0
180,Cumberland County,33,Glenn Martin Elementary,No,2020,05,2,0,0,0,0,74,2.7,0,0,0,0
180,Cumberland County,33,Glenn Martin Elementary,No,2020,06,2,1,0,0,0,83,2.4,1.2,0,0,0
180,Cumberland County,33,Glenn Martin Elementary,No,2020,07,8,0,0,0,0,73,11,0,0,0,0
180,Cumberland County,33,Glenn Martin Elementary,No,2020,08,7,1,0,3,2,79,8.9,1.3,0,3.8,2.5
180,Cumberland County,33,Glenn Martin Elementary,No,2020,K,1,0,0,0,0,89,1.1,0,0,0,0
180,Cumberland County,53,North Cumberland Elementary,No,2020,01,1,0,0,0,0,79,1.3,0,0,0,0
180,Cumberland County,53,North Cumberland Elementary,No,2020,02,0,0,0,0,0,78,0,0,0,0,0
180,Cumberland County,53,North Cumberland Elementary,No,2020,03,1,0,0,0,0,92,1.1,0,0,0,0
180,Cumberland County,53,North Cumberland Elementary,No,2020,04,2,1,0,0,0,67,3,1.5,0,0,0
180,Cumberland County,53,North Cumberland Elementary,No,2020,05,2,0,0,0,0,65,3.1,0,0,0,0
180,Cumberland County,53,North Cumberland Elementary,No,2020,06,5,0,0,0,0,81,6.2,0,0,0,0
180,Cumberland County,53,North Cumberland Elementary,No,2020,07,5,3,0,0,0,75,6.7,4,0,0,0
180,Cumberland County,53,North Cumberland Elementary,No,2020,08,2,0,1,2,0,72,2.8,0,1.4,2.8,0
180,Cumberland County,53,North Cumberland Elementary,No,2020,K,1,0,0,0,0,75,1.3,0,0,0,0
180,Cumberland County,55,Pine View Elementary,No,2020,01,0,0,0,0,0,15,0,0,0,0,0
180,Cumberland County,55,Pine View Elementary,No,2020,02,0,0,0,0,0,15,0,0,0,0,0
180,Cumberland County,55,Pine View Elementary,No,2020,03,0,0,0,0,0,15,0,0,0,0,0
180,Cumberland County,55,Pine View Elementary,No,2020,04,0,0,0,0,0,15,0,0,0,0,0
180,Cumberland County,55,Pine View Elementary,No,2020,05,0,0,0,0,0,15,0,0,0,0,0
180,Cumberland County,55,Pine View Elementary,No,2020,06,2,0,0,0,0,21,9.5,0,0,0,0
180,Cumberland County,55,Pine View Elementary,No,2020,07,0,0,0,0,0,22,0,0,0,0,0
180,Cumberland County,55,Pine View Elementary,No,2020,08,1,0,0,0,0,19,5.3,0,0,0,0
180,Cumberland County,55,Pine View Elementary,No,2020,K,0,0,0,0,0,24,0,0,0,0,0
180,Cumberland County,60,Pleasant Hill Elementary,No,2020,01,1,1,0,0,0,71,1.4,1.4,0,0,0
180,Cumberland County,60,Pleasant Hill Elementary,No,2020,02,0,0,0,0,0,64,0,0,0,0,0
180,Cumberland County,60,Pleasant Hill Elementary,No,2020,03,0,0,0,0,0,91,0,0,0,0,0
180,Cumberland County,60,Pleasant Hill Elementary,No,2020,04,1,0,0,0,0,72,1.4,0,0,0,0
180,Cumberland County,60,Pleasant Hill Elementary,No,2020,05,1,1,0,0,0,73,1.4,1.4,0,0,0
180,Cumberland County,60,Pleasant Hill Elementary,No,2020,06,4,1,0,0,0,81,4.9,1.2,0,0,0
180,Cumberland County,60,Pleasant Hill Elementary,No,2020,07,2,0,0,0,0,69,2.9,0,0,0,0
180,Cumberland County,60,Pleasant Hill Elementary,No,2020,08,7,0,0,0,0,68,10.3,0,0,0,0
180,Cumberland County,60,Pleasant Hill Elementary,No,2020,K,0,1,0,0,0,65,0,1.5,0,0,0
180,Cumberland County,73,South Cumberland Elementary,No,2020,01,0,0,0,0,0,71,0,0,0,0,0
180,Cumberland County,73,South Cumberland Elementary,No,2020,02,0,0,0,0,0,56,0,0,0,0,0
180,Cumberland County,73,South Cumberland Elementary,No,2020,03,1,0,0,0,0,69,1.4,0,0,0,0
180,Cumberland County,73,South Cumberland Elementary,No,2020,04,6,0,0,0,0,63,9.5,0,0,0,0
180,Cumberland County,73,South Cumberland Elementary,No,2020,05,4,2,0,0,0,65,6.2,3.1,0,0,0
180,Cumberland County,73,South Cumberland Elementary,No,2020,06,2,0,0,0,0,77,2.6,0,0,0,0
180,Cumberland County,73,South Cumberland Elementary,No,2020,07,4,3,0,0,0,66,6.1,4.5,0,0,0
180,Cumberland County,73,South Cumberland Elementary,No,2020,08,1,0,0,0,0,70,1.4,0,0,0,0
180,Cumberland County,73,South Cumberland Elementary,No,2020,K,0,0,0,0,0,62,0,0,0,0,0
180,Cumberland County,74,Stone Elementary,No,2020,01,0,0,0,0,0,94,0,0,0,0,0
180,Cumberland County,74,Stone Elementary,No,2020,02,0,0,0,0,0,92,0,0,0,0,0
180,Cumberland County,74,Stone Elementary,No,2020,03,0,0,0,0,0,76,0,0,0,0,0
180,Cumberland County,74,Stone Elementary,No,2020,04,0,0,0,0,0,80,0,0,0,0,0
180,Cumberland County,74,Stone Elementary,No,2020,05,0,0,0,0,0,87,0,0,0,0,0
180,Cumberland County,74,Stone Elementary,No,2020,06,0,0,0,0,0,92,0,0,0,0,0
180,Cumberland County,74,Stone Elementary,No,2020,07,0,0,0,0,0,87,0,0,0,0,0
180,Cumberland County,74,Stone Elementary,No,2020,08,0,0,0,0,0,92,0,0,0,0,0
180,Cumberland County,74,Stone Elementary,No,2020,K,0,0,0,0,0,84,0,0,0,0,0
180,Cumberland County,79,Stone Memorial High School,No,2020,09,61,11,0,0,3,308,19.8,3.6,0,0,1
180,Cumberland County,79,Stone Memorial High School,No,2020,10,65,6,0,0,4,275,23.6,2.2,0,0,1.5
180,Cumberland County,79,Stone Memorial High School,No,2020,11,46,7,0,0,0,259,17.8,2.7,0,0,0
180,Cumberland County,79,Stone Memorial High School,No,2020,12,35,3,0,0,0,231,15.2,1.3,0,0,0
180,Cumberland County,85,The Phoenix School,No,2020,09,,,,,,,,,,,
180,Cumberland County,85,The Phoenix School,No,2020,10,,,,,,,,,,,
180,Cumberland County,85,The Phoenix School,No,2020,11,2,3,0,0,1,35,5.7,8.6,0,0,2.9
180,Cumberland County,85,The Phoenix School,No,2020,12,0,2,0,0,0,69,0,2.9,0,0,0
180,Cumberland County,,,,2020,01,2,1,0,0,0,604,0.3,0.2,0,0,0
180,Cumberland County,,,,2020,02,1,0,0,0,0,574,0.2,0,0,0,0
180,Cumberland County,,,,2020,03,4,0,0,1,0,605,0.7,0,0,0.2,0
180,Cumberland County,,,,2020,04,14,1,0,0,0,552,2.5,0.2,0,0,0
180,Cumberland County,,,,2020,05,12,4,0,0,0,572,2.1,0.7,0,0,0
180,Cumberland County,,,,2020,06,23,2,0,0,0,603,3.8,0.3,0,0,0
180,Cumberland County,,,,2020,07,27,7,0,0,0,568,4.8,1.2,0,0,0
180,Cumberland County,,,,2020,08,28,1,1,6,3,590,4.7,0.2,0.2,1,0.5
180,Cumberland County,,,,2020,09,61,11,0,0,3,582,10.5,1.9,0,0,0.5
180,Cumberland County,,,,2020,10,64,7,0,0,4,550,11.6,1.3,0,0,0.7
180,Cumberland County,,,,2020,11,48,10,0,0,1,525,9.1,1.9,0,0,0.2
180,Cumberland County,,,,2020,12,36,5,0,0,0,506,7.1,1,0,0,0
180,Cumberland County,,,,2020,K,2,1,0,0,0,556,0.4,0.2,0,0,0
190,Davidson County,1,A. Z. Kelley Elementary,No,2020,01,0,0,0,0,0,186,0,0,0,0,0
190,Davidson County,1,A. Z. Kelley Elementary,No,2020,02,0,0,0,0,0,182,0,0,0,0,0
190,Davidson County,1,A. Z. Kelley Elementary,No,2020,03,8,0,0,0,0,209,3.8,0,0,0,0
190,Davidson County,1,A. Z. Kelley Elementary,No,2020,04,10,3,0,0,1,216,4.6,1.4,0,0,0.5
190,Davidson County,1,A. Z. Kelley Elementary,No,2020,K,0,0,0,0,0,173,0,0,0,0,0
190,Davidson County,3,MNPS Virtual School,No,2020,06,,,,,,,,,,,
190,Davidson County,3,MNPS Virtual School,No,2020,07,,,,,,,,,,,
190,Davidson County,3,MNPS Virtual School,No,2020,08,0,0,0,0,0,16,0,0,0,0,0
190,Davidson County,3,MNPS Virtual School,No,2020,09,0,0,0,0,0,16,0,0,0,0,0
190,Davidson County,3,MNPS Virtual School,No,2020,10,0,0,0,0,0,20,0,0,0,0,0
190,Davidson County,3,MNPS Virtual School,No,2020,11,0,0,0,0,0,33,0,0,0,0,0
190,Davidson County,3,MNPS Virtual School,No,2020,12,0,0,0,0,0,26,0,0,0,0,0
190,Davidson County,5,Alex Green Elementary,No,2020,01,0,0,0,0,0,63,0,0,0,0,0
190,Davidson County,5,Alex Green Elementary,No,2020,02,0,0,0,0,0,65,0,0,0,0,0
190,Davidson County,5,Alex Green Elementary,No,2020,03,0,0,0,0,0,52,0,0,0,0,0
190,Davidson County,5,Alex Green Elementary,No,2020,04,0,0,0,0,0,37,0,0,0,0,0
190,Davidson County,5,Alex Green Elementary,No,2020,K,0,0,0,0,0,50,0,0,0,0,0
190,Davidson County,10,Amqui Elementary,No,2020,01,0,0,0,0,0,112,0,0,0,0,0
190,Davidson County,10,Amqui Elementary,No,2020,02,3,0,0,0,0,103,2.9,0,0,0,0
190,Davidson County,10,Amqui Elementary,No,2020,03,0,0,0,0,0,113,0,0,0,0,0
190,Davidson County,10,Amqui Elementary,No,2020,04,1,3,0,0,0,101,1,3,0,0,0
190,Davidson County,10,Amqui Elementary,No,2020,K,0,0,0,0,0,94,0,0,0,0,0
190,Davidson County,15,Andrew Jackson Elementary,No,2020,01,0,0,0,0,0,108,0,0,0,0,0
190,Davidson County,15,Andrew Jackson Elementary,No,2020,02,0,1,0,0,0,97,0,1,0,0,0
190,Davidson County,15,Andrew Jackson Elementary,No,2020,03,0,1,0,0,0,101,0,1,0,0,0
190,Davidson County,15,Andrew Jackson Elementary,No,2020,04,0,1,0,0,0,123,0,0.8,0,0,0
190,Davidson County,15,Andrew Jackson Elementary,No,2020,K,0,0,0,0,0,106,0,0,0,0,0
190,Davidson County,20,Antioch High School,No,2020,09,0,114,4,4,8,665,0,17.1,0.6,0.6,1.2
190,Davidson County,20,Antioch High School,No,2020,10,0,152,6,13,9,611,0,24.9,1,2.1,1.5
190,Davidson County,20,Antioch High School,No,2020,11,0,143,4,11,9,585,0,24.4,0.7,1.9,1.5
190,Davidson County,20,Antioch High School,No,2020,12,0,127,2,6,5,606,0,21,0.3,1,0.8
190,Davidson County,23,Antioch Middle,No,2020,05,3,0,0,0,0,131,2.3,0,0,0,0
190,Davidson County,23,Antioch Middle,No,2020,06,21,18,0,0,1,304,6.9,5.9,0,0,0.3
190,Davidson County,23,Antioch Middle,No,2020,07,25,9,0,2,0,309,8.1,2.9,0,0.6,0
190,Davidson County,23,Antioch Middle,No,2020,08,13,9,0,0,0,264,4.9,3.4,0,0,0
190,Davidson County,25,Apollo Middle,No,2020,05,33,13,0,1,1,272,12.1,4.8,0,0.4,0.4
190,Davidson County,25,Apollo Middle,No,2020,06,52,26,0,3,1,266,19.5,9.8,0,1.1,0.4
190,Davidson County,25,Apollo Middle,No,2020,07,41,37,0,1,0,285,14.4,13,0,0.4,0
190,Davidson County,25,Apollo Middle,No,2020,08,49,34,0,3,2,261,18.8,13,0,1.1,0.8
190,Davidson County,35,Moses McKissack Middle,No,2020,05,11,10,0,1,1,124,8.9,8.1,0,0.8,0.8
190,Davidson County,35,Moses McKissack Middle,No,2020,06,25,13,0,2,1,92,27.2,14.1,0,2.2,1.1
190,Davidson County,35,Moses McKissack Middle,No,2020,07,7,10,0,1,1,110,6.4,9.1,0,0.9,0.9
190,Davidson County,35,Moses McKissack Middle,No,2020,08,5,7,0,0,0,92,5.4,7.6,0,0,0
190,Davidson County,40,Bellevue Middle,No,2020,05,30,18,0,0,2,217,13.8,8.3,0,0,0.9
190,Davidson County,40,Bellevue Middle,No,2020,06,44,17,0,0,0,217,20.3,7.8,0,0,0
190,Davidson County,40,Bellevue Middle,No,2020,07,34,20,0,0,0,176,19.3,11.4,0,0,0
190,Davidson County,40,Bellevue Middle,No,2020,08,44,23,0,2,2,201,21.9,11.4,0,1,1
190,Davidson County,45,Bellshire Elementary,No,2020,01,0,1,0,0,1,79,0,1.3,0,0,1.3
190,Davidson County,45,Bellshire Elementary,No,2020,02,0,0,0,0,0,67,0,0,0,0,0
190,Davidson County,45,Bellshire Elementary,No,2020,03,0,0,0,0,0,61,0,0,0,0,0
190,Davidson County,45,Bellshire Elementary,No,2020,04,0,2,0,0,0,84,0,2.4,0,0,0
190,Davidson County,45,Bellshire Elementary,No,2020,K,0,0,0,0,0,70,0,0,0,0,0
190,Davidson County,53,Nashville Big Picture High School,No,2020,09,1,0,0,0,0,57,1.8,0,0,0,0
190,Davidson County,53,Nashville Big Picture High School,No,2020,10,0,1,0,1,0,36,0,2.8,0,2.8,0
190,Davidson County,53,Nashville Big Picture High School,No,2020,11,2,2,0,0,0,50,4,4,0,0,0
190,Davidson County,53,Nashville Big Picture High School,No,2020,12,1,2,0,0,0,26,3.8,7.7,0,0,0
190,Davidson County,70,Buena Vista Elementary,No,2020,01,0,3,0,0,1,47,0,6.4,0,0,2.1
190,Davidson County,70,Buena Vista Elementary,No,2020,02,0,4,0,0,0,64,0,6.2,0,0,0
190,Davidson County,70,Buena Vista Elementary,No,2020,03,0,6,0,0,0,54,0,11.1,0,0,0
190,Davidson County,70,Buena Vista Elementary,No,2020,04,0,13,0,0,0,70,0,18.6,0,0,0
190,Davidson County,70,Buena Vista Elementary,No,2020,K,0,1,0,0,0,38,0,2.6,0,0,0
190,Davidson County,77,Cane Ridge High School,No,2020,09,25,85,1,1,8,590,4.2,14.4,0.2,0.2,1.4
190,Davidson County,77,Cane Ridge High School,No,2020,10,26,40,4,1,5,548,4.7,7.3,0.7,0.2,0.9
190,Davidson County,77,Cane Ridge High School,No,2020,11,41,43,4,3,7,619,6.6,6.9,0.6,0.5,1.1
190,Davidson County,77,Cane Ridge High School,No,2020,12,11,22,3,1,4,520,2.1,4.2,0.6,0.2,0.8
190,Davidson County,80,Ida B. Wells Elementary,No,2020,01,0,0,0,0,0,58,0,0,0,0,0
190,Davidson County,80,Ida B. Wells Elementary,No,2020,02,0,1,0,0,0,73,0,1.4,0,0,0
190,Davidson County,80,Ida B. Wells Elementary,No,2020,03,0,1,0,0,0,72,0,1.4,0,0,0
190,Davidson County,80,Ida B. Wells Elementary,No,2020,04,0,0,0,0,0,54,0,0,0,0,0
190,Davidson County,80,Ida B. Wells Elementary,No,2020,K,0,0,0,0,0,56,0,0,0,0,0
190,Davidson County,82,Cane Ridge Elementary,No,2020,01,0,0,0,0,0,139,0,0,0,0,0
190,Davidson County,82,Cane Ridge Elementary,No,2020,02,0,1,0,0,0,152,0,0.7,0,0,0
190,Davidson County,82,Cane Ridge Elementary,No,2020,03,0,1,0,0,0,126,0,0.8,0,0,0
190,Davidson County,82,Cane Ridge Elementary,No,2020,04,0,3,0,0,0,122,0,2.5,0,0,0
190,Davidson County,82,Cane Ridge Elementary,No,2020,05,0,0,0,0,0,78,0,0,0,0,0
190,Davidson County,82,Cane Ridge Elementary,No,2020,K,0,0,0,0,0,126,0,0,0,0,0
190,Davidson County,105,Chadwell Elementary,No,2020,01,0,0,0,0,0,70,0,0,0,0,0
190,Davidson County,105,Chadwell Elementary,No,2020,02,2,1,0,0,1,72,2.8,1.4,0,0,1.4
190,Davidson County,105,Chadwell Elementary,No,2020,03,0,0,0,0,0,84,0,0,0,0,0
190,Davidson County,105,Chadwell Elementary,No,2020,04,9,3,0,0,1,91,9.9,3.3,0,0,1.1
190,Davidson County,105,Chadwell Elementary,No,2020,K,0,0,0,0,0,75,0,0,0,0,0
190,Davidson County,110,Charlotte Park Elementary,No,2020,01,0,0,0,0,0,109,0,0,0,0,0
190,Davidson County,110,Charlotte Park Elementary,No,2020,02,0,0,0,0,0,114,0,0,0,0,0
