district_number,district_name,school_number,school_name,alternative_school,school_year,grade_level,students_iss,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent of in school suspensions,percent suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
792,Shelby County,2780,White Station High,No,2020,10,12,21,2,3,4,537,2.2,3.9,0.4,0.6,0.7
792,Shelby County,2780,White Station High,No,2020,11,18,24,1,2,2,521,3.5,4.6,0.2,0.4,0.4
792,Shelby County,2780,White Station High,No,2020,12,13,22,1,0,0,488,2.7,4.5,0.2,0,0
792,Shelby County,2783,White Station Middle,No,2020,06,11,4,0,0,0,439,2.5,0.9,0,0,0
792,Shelby County,2783,White Station Middle,No,2020,07,13,15,0,2,0,457,2.8,3.3,0,0.4,0
792,Shelby County,2783,White Station Middle,No,2020,08,9,9,1,2,1,432,2.1,2.1,0.2,0.5,0.2
792,Shelby County,2785,Whitehaven Elementary,No,2020,01,0,1,0,0,0,72,0,1.4,0,0,0
792,Shelby County,2785,Whitehaven Elementary,No,2020,02,0,5,0,0,2,79,0,6.3,0,0,2.5
792,Shelby County,2785,Whitehaven Elementary,No,2020,03,0,5,0,0,1,79,0,6.3,0,0,1.3
792,Shelby County,2785,Whitehaven Elementary,No,2020,04,1,5,0,0,0,88,1.1,5.7,0,0,0
792,Shelby County,2785,Whitehaven Elementary,No,2020,05,1,8,0,0,0,68,1.5,11.8,0,0,0
792,Shelby County,2785,Whitehaven Elementary,No,2020,K,1,3,0,0,0,63,1.6,4.8,0,0,0
792,Shelby County,2790,Whitehaven High,No,2020,09,2,110,5,9,3,422,0.5,26.1,1.2,2.1,0.7
792,Shelby County,2790,Whitehaven High,No,2020,10,22,99,2,8,2,453,4.9,21.9,0.4,1.8,0.4
792,Shelby County,2790,Whitehaven High,No,2020,11,9,60,6,8,6,425,2.1,14.1,1.4,1.9,1.4
792,Shelby County,2790,Whitehaven High,No,2020,12,1,69,4,3,5,395,0.3,17.5,1,0.8,1.3
792,Shelby County,2800,Willow Oaks Elementary,No,2020,01,0,1,0,1,0,124,0,0.8,0,0.8,0
792,Shelby County,2800,Willow Oaks Elementary,No,2020,02,1,1,0,0,0,134,0.7,0.7,0,0,0
792,Shelby County,2800,Willow Oaks Elementary,No,2020,03,0,1,0,0,0,140,0,0.7,0,0,0
792,Shelby County,2800,Willow Oaks Elementary,No,2020,04,3,1,0,0,0,112,2.7,0.9,0,0,0
792,Shelby County,2800,Willow Oaks Elementary,No,2020,05,3,5,0,0,0,133,2.3,3.8,0,0,0
792,Shelby County,2800,Willow Oaks Elementary,No,2020,K,0,2,0,0,0,99,0,2,0,0,0
792,Shelby County,2805,Winchester Elementary,No,2020,01,5,8,0,0,0,125,4,6.4,0,0,0
792,Shelby County,2805,Winchester Elementary,No,2020,02,13,9,0,1,0,143,9.1,6.3,0,0.7,0
792,Shelby County,2805,Winchester Elementary,No,2020,03,20,11,0,0,0,137,14.6,8,0,0,0
792,Shelby County,2805,Winchester Elementary,No,2020,04,9,11,0,2,1,112,8,9.8,0,1.8,0.9
792,Shelby County,2805,Winchester Elementary,No,2020,05,14,17,1,0,0,111,12.6,15.3,0.9,0,0
792,Shelby County,2805,Winchester Elementary,No,2020,K,2,5,0,0,0,107,1.9,4.7,0,0,0
792,Shelby County,2810,Winridge Elementary,No,2020,01,0,0,0,0,0,95,0,0,0,0,0
792,Shelby County,2810,Winridge Elementary,No,2020,02,0,0,0,0,0,94,0,0,0,0,0
792,Shelby County,2810,Winridge Elementary,No,2020,03,1,0,0,0,1,99,1,0,0,0,1
792,Shelby County,2810,Winridge Elementary,No,2020,04,0,7,0,0,3,102,0,6.9,0,0,2.9
792,Shelby County,2810,Winridge Elementary,No,2020,05,2,4,0,0,3,96,2.1,4.2,0,0,3.1
792,Shelby County,2810,Winridge Elementary,No,2020,K,0,0,0,0,0,100,0,0,0,0,0
792,Shelby County,2815,Wooddale High,No,2020,09,34,40,4,10,1,224,15.2,17.9,1.8,4.5,0.4
792,Shelby County,2815,Wooddale High,No,2020,10,30,38,7,3,0,211,14.2,18,3.3,1.4,0
792,Shelby County,2815,Wooddale High,No,2020,11,25,24,5,3,1,183,13.7,13.1,2.7,1.6,0.5
792,Shelby County,2815,Wooddale High,No,2020,12,16,25,1,6,0,201,8,12.4,0.5,3,0
792,Shelby County,2824,Northwest Prep Academy,No,2020,09,0,1,1,1,1,30,0,3.3,3.3,3.3,3.3
792,Shelby County,2824,Northwest Prep Academy,No,2020,10,2,4,1,1,0,33,6.1,12.1,3,3,0
792,Shelby County,2824,Northwest Prep Academy,No,2020,11,4,5,0,1,1,56,7.1,8.9,0,1.8,1.8
792,Shelby County,2824,Northwest Prep Academy,No,2020,12,4,4,0,1,1,88,4.5,4.5,0,1.1,1.1
792,Shelby County,2830,Carver College and Career Academy,No,2020,01,0,1,0,0,0,14,0,7.1,0,0,0
792,Shelby County,2830,Carver College and Career Academy,No,2020,02,0,0,0,0,0,16,0,0,0,0,0
792,Shelby County,2830,Carver College and Career Academy,No,2020,03,1,1,0,0,0,26,3.8,3.8,0,0,0
792,Shelby County,2830,Carver College and Career Academy,No,2020,04,0,1,0,0,0,25,0,4,0,0,0
792,Shelby County,2830,Carver College and Career Academy,No,2020,05,0,0,0,0,0,27,0,0,0,0,0
792,Shelby County,2830,Carver College and Career Academy,No,2020,06,2,4,0,2,1,67,3,6,0,3,1.5
792,Shelby County,2830,Carver College and Career Academy,No,2020,07,9,2,0,0,0,139,6.5,1.4,0,0,0
792,Shelby County,2830,Carver College and Career Academy,No,2020,08,10,2,0,1,1,198,5.1,1,0,0.5,0.5
792,Shelby County,2830,Carver College and Career Academy,No,2020,09,38,0,0,1,1,470,8.1,0,0,0.2,0.2
792,Shelby County,2830,Carver College and Career Academy,No,2020,10,22,5,0,2,1,328,6.7,1.5,0,0.6,0.3
792,Shelby County,2830,Carver College and Career Academy,No,2020,11,15,8,0,1,1,228,6.6,3.5,0,0.4,0.4
792,Shelby County,2830,Carver College and Career Academy,No,2020,12,7,1,0,0,0,153,4.6,0.7,0,0,0
792,Shelby County,2830,Carver College and Career Academy,No,2020,K,,,,,,,,,,,
792,Shelby County,2832,Memphis Virtual School,No,2020,06,,,,,,,,,,,
792,Shelby County,2832,Memphis Virtual School,No,2020,07,,,,,,,,,,,
792,Shelby County,2832,Memphis Virtual School,No,2020,08,0,0,0,0,0,12,0,0,0,0,0
792,Shelby County,2832,Memphis Virtual School,No,2020,09,0,0,0,0,0,26,0,0,0,0,0
792,Shelby County,2832,Memphis Virtual School,No,2020,10,0,0,0,0,0,33,0,0,0,0,0
792,Shelby County,2832,Memphis Virtual School,No,2020,11,0,0,0,0,0,33,0,0,0,0,0
792,Shelby County,2832,Memphis Virtual School,No,2020,12,0,0,0,0,0,43,0,0,0,0,0
792,Shelby County,2835,Grandview Heights Middle School,No,2020,06,10,37,4,9,1,194,5.2,19.1,2.1,4.6,0.5
792,Shelby County,2835,Grandview Heights Middle School,No,2020,07,26,51,4,9,5,191,13.6,26.7,2.1,4.7,2.6
792,Shelby County,2835,Grandview Heights Middle School,No,2020,08,5,29,3,3,2,158,3.2,18.4,1.9,1.9,1.3
792,Shelby County,2836,Maxine Smith STEAM Academy,No,2020,06,7,4,0,0,0,127,5.5,3.1,0,0,0
792,Shelby County,2836,Maxine Smith STEAM Academy,No,2020,07,3,1,0,0,0,128,2.3,0.8,0,0,0
792,Shelby County,2836,Maxine Smith STEAM Academy,No,2020,08,2,4,0,0,0,120,1.7,3.3,0,0,0
792,Shelby County,2840,Westhaven Elementary,No,2020,01,8,3,0,0,0,148,5.4,2,0,0,0
792,Shelby County,2840,Westhaven Elementary,No,2020,02,8,8,0,0,0,171,4.7,4.7,0,0,0
792,Shelby County,2840,Westhaven Elementary,No,2020,03,12,6,0,0,0,147,8.2,4.1,0,0,0
792,Shelby County,2840,Westhaven Elementary,No,2020,04,24,27,1,0,0,144,16.7,18.8,0.7,0,0
792,Shelby County,2840,Westhaven Elementary,No,2020,05,12,9,0,0,0,127,9.4,7.1,0,0,0
792,Shelby County,2840,Westhaven Elementary,No,2020,K,3,0,0,0,0,159,1.9,0,0,0,0
792,Shelby County,8135,DuBois Elementary School of Entrepreneurship,No,2020,01,0,0,0,0,0,37,0,0,0,0,0
792,Shelby County,8135,DuBois Elementary School of Entrepreneurship,No,2020,02,0,0,0,0,0,43,0,0,0,0,0
792,Shelby County,8135,DuBois Elementary School of Entrepreneurship,No,2020,03,0,1,0,0,0,47,0,2.1,0,0,0
792,Shelby County,8135,DuBois Elementary School of Entrepreneurship,No,2020,04,0,0,0,0,0,39,0,0,0,0,0
792,Shelby County,8135,DuBois Elementary School of Entrepreneurship,No,2020,05,0,5,0,0,0,47,0,10.6,0,0,0
792,Shelby County,8135,DuBois Elementary School of Entrepreneurship,No,2020,06,0,0,0,0,0,40,0,0,0,0,0
792,Shelby County,8135,DuBois Elementary School of Entrepreneurship,No,2020,07,0,1,1,0,1,43,0,2.3,2.3,0,2.3
792,Shelby County,8135,DuBois Elementary School of Entrepreneurship,No,2020,08,0,3,0,0,2,43,0,7,0,0,4.7
792,Shelby County,8135,DuBois Elementary School of Entrepreneurship,No,2020,K,0,0,0,0,0,39,0,0,0,0,0
792,Shelby County,8145,City University School Girls Preparatory,No,2020,06,0,0,0,0,0,55,0,0,0,0,0
792,Shelby County,8145,City University School Girls Preparatory,No,2020,07,0,2,0,0,0,43,0,4.7,0,0,0
792,Shelby County,8145,City University School Girls Preparatory,No,2020,08,0,1,0,0,0,38,0,2.6,0,0,0
792,Shelby County,8150,Arrow Academy of Excellence,No,2020,01,0,0,0,0,0,22,0,0,0,0,0
792,Shelby County,8150,Arrow Academy of Excellence,No,2020,02,0,0,0,0,0,21,0,0,0,0,0
792,Shelby County,8150,Arrow Academy of Excellence,No,2020,03,0,0,0,0,0,18,0,0,0,0,0
792,Shelby County,8150,Arrow Academy of Excellence,No,2020,04,0,0,0,0,0,16,0,0,0,0,0
792,Shelby County,8150,Arrow Academy of Excellence,No,2020,K,0,0,0,0,0,19,0,0,0,0,0
792,Shelby County,8155,Freedom Preparatory Academy Elementary School,No,2020,01,0,0,0,0,0,87,0,0,0,0,0
792,Shelby County,8155,Freedom Preparatory Academy Elementary School,No,2020,02,0,0,0,0,0,96,0,0,0,0,0
792,Shelby County,8155,Freedom Preparatory Academy Elementary School,No,2020,03,0,0,0,0,0,96,0,0,0,0,0
792,Shelby County,8155,Freedom Preparatory Academy Elementary School,No,2020,04,0,0,0,0,0,66,0,0,0,0,0
792,Shelby County,8155,Freedom Preparatory Academy Elementary School,No,2020,05,0,0,0,0,0,37,0,0,0,0,0
792,Shelby County,8155,Freedom Preparatory Academy Elementary School,No,2020,K,0,0,0,0,0,91,0,0,0,0,0
792,Shelby County,8160,Power Center Academy Middle - Southeast,No,2020,06,0,13,0,0,0,112,0,11.6,0,0,0
792,Shelby County,8160,Power Center Academy Middle - Southeast,No,2020,07,0,11,0,0,0,96,0,11.5,0,0,0
792,Shelby County,8160,Power Center Academy Middle - Southeast,No,2020,08,0,20,0,0,0,107,0,18.7,0,0,0
792,Shelby County,8165,Memphis STEM Academy,No,2020,01,0,0,0,0,0,61,0,0,0,0,0
792,Shelby County,8165,Memphis STEM Academy,No,2020,02,0,0,0,0,0,55,0,0,0,0,0
792,Shelby County,8165,Memphis STEM Academy,No,2020,03,0,0,0,0,0,59,0,0,0,0,0
792,Shelby County,8165,Memphis STEM Academy,No,2020,04,0,0,0,0,0,45,0,0,0,0,0
792,Shelby County,8165,Memphis STEM Academy,No,2020,K,0,0,0,0,0,58,0,0,0,0,0
792,Shelby County,8170,Memphis Delta Preparatory,No,2020,01,0,0,0,0,0,84,0,0,0,0,0
792,Shelby County,8170,Memphis Delta Preparatory,No,2020,02,1,0,0,0,0,59,1.7,0,0,0,0
792,Shelby County,8170,Memphis Delta Preparatory,No,2020,03,4,0,0,0,0,65,6.2,0,0,0,0
792,Shelby County,8170,Memphis Delta Preparatory,No,2020,04,2,0,0,0,0,59,3.4,0,0,0,0
792,Shelby County,8170,Memphis Delta Preparatory,No,2020,05,5,0,0,0,0,56,8.9,0,0,0,0
792,Shelby County,8170,Memphis Delta Preparatory,No,2020,K,2,0,0,0,0,95,2.1,0,0,0,0
792,Shelby County,8175,Aspire East Academy,No,2020,01,0,0,0,0,0,89,0,0,0,0,0
792,Shelby County,8175,Aspire East Academy,No,2020,02,0,0,0,0,0,85,0,0,0,0,0
792,Shelby County,8175,Aspire East Academy,No,2020,03,0,0,0,0,0,85,0,0,0,0,0
792,Shelby County,8175,Aspire East Academy,No,2020,04,0,0,0,0,0,40,0,0,0,0,0
792,Shelby County,8175,Aspire East Academy,No,2020,K,0,0,0,0,0,76,0,0,0,0,0
792,Shelby County,8180,Aster College Preparatory,No,2020,05,0,0,0,0,0,17,0,0,0,0,0
792,Shelby County,8185,Compass Community School Berclair Campus,No,2020,01,0,0,0,0,0,20,0,0,0,0,0
792,Shelby County,8185,Compass Community School Berclair Campus,No,2020,02,0,0,0,0,0,20,0,0,0,0,0
792,Shelby County,8185,Compass Community School Berclair Campus,No,2020,03,0,0,0,0,0,17,0,0,0,0,0
792,Shelby County,8185,Compass Community School Berclair Campus,No,2020,04,0,0,0,0,0,18,0,0,0,0,0
792,Shelby County,8185,Compass Community School Berclair Campus,No,2020,05,0,1,0,0,0,17,0,5.9,0,0,0
792,Shelby County,8185,Compass Community School Berclair Campus,No,2020,06,0,2,0,0,0,26,0,7.7,0,0,0
792,Shelby County,8185,Compass Community School Berclair Campus,No,2020,07,0,6,0,0,0,26,0,23.1,0,0,0
792,Shelby County,8185,Compass Community School Berclair Campus,No,2020,08,0,3,0,0,0,25,0,12,0,0,0
792,Shelby County,8185,Compass Community School Berclair Campus,No,2020,K,0,0,0,0,0,20,0,0,0,0,0
792,Shelby County,8190,Compass Community School Binghampton Campus,No,2020,01,0,0,0,0,0,21,0,0,0,0,0
792,Shelby County,8190,Compass Community School Binghampton Campus,No,2020,02,0,1,0,0,0,25,0,4,0,0,0
792,Shelby County,8190,Compass Community School Binghampton Campus,No,2020,03,0,0,0,0,0,17,0,0,0,0,0
792,Shelby County,8190,Compass Community School Binghampton Campus,No,2020,04,0,0,0,0,0,20,0,0,0,0,0
792,Shelby County,8190,Compass Community School Binghampton Campus,No,2020,05,0,0,0,0,0,23,0,0,0,0,0
792,Shelby County,8190,Compass Community School Binghampton Campus,No,2020,06,0,0,0,0,0,26,0,0,0,0,0
792,Shelby County,8190,Compass Community School Binghampton Campus,No,2020,07,0,3,0,0,0,27,0,11.1,0,0,0
792,Shelby County,8190,Compass Community School Binghampton Campus,No,2020,08,0,0,0,0,0,19,0,0,0,0,0
792,Shelby County,8190,Compass Community School Binghampton Campus,No,2020,K,0,0,0,0,0,17,0,0,0,0,0
792,Shelby County,8195,Compass Community School Frayser Campus,No,2020,01,0,0,0,0,0,22,0,0,0,0,0
792,Shelby County,8195,Compass Community School Frayser Campus,No,2020,02,0,0,0,0,0,20,0,0,0,0,0
792,Shelby County,8195,Compass Community School Frayser Campus,No,2020,03,0,0,0,0,0,18,0,0,0,0,0
792,Shelby County,8195,Compass Community School Frayser Campus,No,2020,04,0,0,0,0,0,21,0,0,0,0,0
792,Shelby County,8195,Compass Community School Frayser Campus,No,2020,05,0,1,0,0,0,17,0,5.9,0,0,0
792,Shelby County,8195,Compass Community School Frayser Campus,No,2020,06,0,3,0,0,0,25,0,12,0,0,0
792,Shelby County,8195,Compass Community School Frayser Campus,No,2020,07,0,7,0,0,0,19,0,36.8,0,0,0
792,Shelby County,8195,Compass Community School Frayser Campus,No,2020,08,0,2,0,0,0,19,0,10.5,0,0,0
792,Shelby County,8195,Compass Community School Frayser Campus,No,2020,K,0,0,0,0,0,16,0,0,0,0,0
792,Shelby County,8201,Circles Of Success Learning Academy,No,2020,01,0,0,0,0,0,53,0,0,0,0,0
792,Shelby County,8201,Circles Of Success Learning Academy,No,2020,02,0,0,0,0,0,41,0,0,0,0,0
792,Shelby County,8201,Circles Of Success Learning Academy,No,2020,03,0,0,0,0,0,39,0,0,0,0,0
792,Shelby County,8201,Circles Of Success Learning Academy,No,2020,04,0,0,0,0,0,37,0,0,0,0,0
792,Shelby County,8201,Circles Of Success Learning Academy,No,2020,05,0,0,0,0,0,32,0,0,0,0,0
792,Shelby County,8201,Circles Of Success Learning Academy,No,2020,K,0,0,0,0,0,44,0,0,0,0,0
792,Shelby County,8202,KIPP Memphis Collegiate High School,No,2020,09,0,25,3,4,1,130,0,19.2,2.3,3.1,0.8
792,Shelby County,8202,KIPP Memphis Collegiate High School,No,2020,10,0,20,2,1,0,145,0,13.8,1.4,0.7,0
792,Shelby County,8202,KIPP Memphis Collegiate High School,No,2020,11,0,19,1,1,1,125,0,15.2,0.8,0.8,0.8
792,Shelby County,8202,KIPP Memphis Collegiate High School,No,2020,12,0,19,1,0,0,100,0,19,1,0,0
792,Shelby County,8204,City University School Of Liberal Arts,No,2020,09,0,5,0,0,0,71,0,7,0,0,0
792,Shelby County,8204,City University School Of Liberal Arts,No,2020,10,0,1,1,0,1,78,0,1.3,1.3,0,1.3
792,Shelby County,8204,City University School Of Liberal Arts,No,2020,11,0,1,1,0,1,65,0,1.5,1.5,0,1.5
792,Shelby County,8204,City University School Of Liberal Arts,No,2020,12,0,3,0,0,1,61,0,4.9,0,0,1.6
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,No,2020,06,1,4,0,0,0,85,1.2,4.7,0,0,0
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,No,2020,07,0,7,1,0,0,95,0,7.4,1.1,0,0
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,No,2020,08,2,7,0,0,0,65,3.1,10.8,0,0,0
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,No,2020,09,3,16,0,0,0,102,2.9,15.7,0,0,0
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,No,2020,10,4,18,0,0,0,85,4.7,21.2,0,0,0
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,No,2020,11,7,31,0,0,0,86,8.1,36,0,0,0
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,No,2020,12,3,11,0,0,0,96,3.1,11.5,0,0,0
792,Shelby County,8206,Power Center Academy High School,No,2020,09,0,24,1,1,1,212,0,11.3,0.5,0.5,0.5
792,Shelby County,8206,Power Center Academy High School,No,2020,10,0,7,0,4,3,185,0,3.8,0,2.2,1.6
792,Shelby County,8206,Power Center Academy High School,No,2020,11,0,3,1,1,2,129,0,2.3,0.8,0.8,1.6
792,Shelby County,8206,Power Center Academy High School,No,2020,12,0,8,0,0,0,149,0,5.4,0,0,0
792,Shelby County,8207,Memphis Business Academy Elementary School,No,2020,01,0,0,0,0,0,59,0,0,0,0,0
792,Shelby County,8207,Memphis Business Academy Elementary School,No,2020,02,0,1,0,0,0,52,0,1.9,0,0,0
792,Shelby County,8207,Memphis Business Academy Elementary School,No,2020,03,0,0,0,0,0,48,0,0,0,0,0
792,Shelby County,8207,Memphis Business Academy Elementary School,No,2020,04,0,0,0,0,0,42,0,0,0,0,0
792,Shelby County,8207,Memphis Business Academy Elementary School,No,2020,05,0,0,0,0,0,80,0,0,0,0,0
792,Shelby County,8207,Memphis Business Academy Elementary School,No,2020,K,0,0,0,0,0,61,0,0,0,0,0
792,Shelby County,8210,Memphis Academy Of Health Sciences,No,2020,06,0,1,0,0,0,98,0,1,0,0,0
792,Shelby County,8210,Memphis Academy Of Health Sciences,No,2020,07,0,1,0,0,0,114,0,0.9,0,0,0
792,Shelby County,8210,Memphis Academy Of Health Sciences,No,2020,08,0,0,0,0,0,101,0,0,0,0,0
792,Shelby County,8213,Memphis Academy of Health Sciences High School,No,2020,09,0,30,0,1,1,149,0,20.1,0,0.7,0.7
792,Shelby County,8213,Memphis Academy of Health Sciences High School,No,2020,10,0,30,0,0,0,116,0,25.9,0,0,0
792,Shelby County,8213,Memphis Academy of Health Sciences High School,No,2020,11,0,31,0,0,0,123,0,25.2,0,0,0
792,Shelby County,8213,Memphis Academy of Health Sciences High School,No,2020,12,0,20,1,0,1,95,0,21.1,1.1,0,1.1
792,Shelby County,8215,Memphis Business Academy Middle,No,2020,06,0,3,0,0,0,167,0,1.8,0,0,0
792,Shelby County,8215,Memphis Business Academy Middle,No,2020,07,0,5,0,0,0,172,0,2.9,0,0,0
792,Shelby County,8215,Memphis Business Academy Middle,No,2020,08,0,3,0,2,2,179,0,1.7,0,1.1,1.1
792,Shelby County,8217,Memphis Business Academy High School,No,2020,09,0,11,0,1,0,164,0,6.7,0,0.6,0
792,Shelby County,8217,Memphis Business Academy High School,No,2020,10,0,7,0,2,0,131,0,5.3,0,1.5,0
792,Shelby County,8217,Memphis Business Academy High School,No,2020,11,0,5,0,0,0,111,0,4.5,0,0,0
792,Shelby County,8217,Memphis Business Academy High School,No,2020,12,0,2,0,0,0,107,0,1.9,0,0,0
792,Shelby County,8220,Power Center Academy Middle,No,2020,06,0,19,0,0,0,154,0,12.3,0,0,0
792,Shelby County,8220,Power Center Academy Middle,No,2020,07,0,18,0,0,0,150,0,12,0,0,0
792,Shelby County,8220,Power Center Academy Middle,No,2020,08,0,26,1,1,0,161,0,16.1,0.6,0.6,0
792,Shelby County,8225,Promise Academy,No,2020,01,0,1,0,0,0,64,0,1.6,0,0,0
792,Shelby County,8225,Promise Academy,No,2020,02,0,6,0,0,0,67,0,9,0,0,0
792,Shelby County,8225,Promise Academy,No,2020,03,0,0,0,0,0,65,0,0,0,0,0
792,Shelby County,8225,Promise Academy,No,2020,04,0,1,0,0,0,67,0,1.5,0,0,0
792,Shelby County,8225,Promise Academy,No,2020,05,0,1,0,0,0,49,0,2,0,0,0
792,Shelby County,8225,Promise Academy,No,2020,K,0,1,0,0,0,67,0,1.5,0,0,0
792,Shelby County,8228,Southern Avenue Charter School Of Academic Excellence  Creat,No,2020,01,0,1,0,0,0,71,0,1.4,0,0,0
792,Shelby County,8228,Southern Avenue Charter School Of Academic Excellence  Creat,No,2020,02,0,0,0,0,0,77,0,0,0,0,0
792,Shelby County,8228,Southern Avenue Charter School Of Academic Excellence  Creat,No,2020,03,0,2,0,0,0,72,0,2.8,0,0,0
792,Shelby County,8228,Southern Avenue Charter School Of Academic Excellence  Creat,No,2020,04,0,1,0,0,0,67,0,1.5,0,0,0
792,Shelby County,8228,Southern Avenue Charter School Of Academic Excellence  Creat,No,2020,05,1,5,0,0,0,69,1.4,7.2,0,0,0
792,Shelby County,8228,Southern Avenue Charter School Of Academic Excellence  Creat,No,2020,K,0,0,0,0,0,72,0,0,0,0,0
792,Shelby County,8230,Star Academy,No,2020,01,0,1,0,0,0,71,0,1.4,0,0,0
792,Shelby County,8230,Star Academy,No,2020,02,0,0,0,0,0,63,0,0,0,0,0
792,Shelby County,8230,Star Academy,No,2020,03,0,0,0,0,0,50,0,0,0,0,0
792,Shelby County,8230,Star Academy,No,2020,04,0,2,0,0,0,37,0,5.4,0,0,0
792,Shelby County,8230,Star Academy,No,2020,05,0,0,0,0,0,36,0,0,0,0,0
792,Shelby County,8230,Star Academy,No,2020,06,0,0,0,0,0,36,0,0,0,0,0
792,Shelby County,8230,Star Academy,No,2020,K,0,0,0,0,0,55,0,0,0,0,0
792,Shelby County,8232,Soulsville Charter School,No,2020,06,0,12,0,0,0,118,0,10.2,0,0,0
792,Shelby County,8232,Soulsville Charter School,No,2020,07,0,21,1,0,1,105,0,20,1,0,1
792,Shelby County,8232,Soulsville Charter School,No,2020,08,0,13,0,1,1,106,0,12.3,0,0.9,0.9
792,Shelby County,8232,Soulsville Charter School,No,2020,09,0,21,0,4,3,120,0,17.5,0,3.3,2.5
792,Shelby County,8232,Soulsville Charter School,No,2020,10,0,11,2,4,3,94,0,11.7,2.1,4.3,3.2
792,Shelby County,8232,Soulsville Charter School,No,2020,11,0,10,1,0,0,91,0,11,1.1,0,0
792,Shelby County,8232,Soulsville Charter School,No,2020,12,0,9,0,0,0,88,0,10.2,0,0,0
792,Shelby County,8234,Freedom Preparatory Academy,No,2020,06,0,10,1,0,0,122,0,8.2,0.8,0,0
792,Shelby County,8234,Freedom Preparatory Academy,No,2020,07,1,6,0,2,0,109,0.9,5.5,0,1.8,0
792,Shelby County,8234,Freedom Preparatory Academy,No,2020,08,0,16,1,0,0,101,0,15.8,1,0,0
792,Shelby County,8234,Freedom Preparatory Academy,No,2020,09,0,22,2,1,0,153,0,14.4,1.3,0.7,0
792,Shelby County,8234,Freedom Preparatory Academy,No,2020,10,0,9,0,1,1,119,0,7.6,0,0.8,0.8
792,Shelby County,8234,Freedom Preparatory Academy,No,2020,11,0,10,1,0,0,97,0,10.3,1,0,0
792,Shelby County,8234,Freedom Preparatory Academy,No,2020,12,0,12,0,2,2,93,0,12.9,0,2.2,2.2
792,Shelby County,8238,KIPP Memphis Collegiate Middle,No,2020,05,0,18,0,0,0,97,0,18.6,0,0,0
792,Shelby County,8238,KIPP Memphis Collegiate Middle,No,2020,06,0,15,0,0,0,102,0,14.7,0,0,0
792,Shelby County,8238,KIPP Memphis Collegiate Middle,No,2020,07,0,18,0,0,0,102,0,17.6,0,0,0
792,Shelby County,8238,KIPP Memphis Collegiate Middle,No,2020,08,0,14,0,0,0,76,0,18.4,0,0,0
792,Shelby County,8240,Memphis College Preparatory,No,2020,01,3,2,0,0,0,53,5.7,3.8,0,0,0
792,Shelby County,8240,Memphis College Preparatory,No,2020,02,5,0,0,0,0,59,8.5,0,0,0,0
792,Shelby County,8240,Memphis College Preparatory,No,2020,03,7,3,0,1,0,59,11.9,5.1,0,1.7,0
792,Shelby County,8240,Memphis College Preparatory,No,2020,04,0,1,0,0,0,57,0,1.8,0,0,0
792,Shelby County,8240,Memphis College Preparatory,No,2020,05,4,4,0,0,0,57,7,7,0,0,0
792,Shelby County,8240,Memphis College Preparatory,No,2020,K,2,4,0,0,0,55,3.6,7.3,0,0,0
792,Shelby County,8252,Memphis School of Excellence,No,2020,06,1,6,0,0,0,101,1,5.9,0,0,0
792,Shelby County,8252,Memphis School of Excellence,No,2020,07,0,11,0,0,0,94,0,11.7,0,0,0
792,Shelby County,8252,Memphis School of Excellence,No,2020,08,0,8,0,2,2,97,0,8.2,0,2.1,2.1
792,Shelby County,8252,Memphis School of Excellence,No,2020,09,0,6,0,0,0,85,0,7.1,0,0,0
792,Shelby County,8252,Memphis School of Excellence,No,2020,10,0,8,0,0,0,82,0,9.8,0,0,0
792,Shelby County,8252,Memphis School of Excellence,No,2020,11,0,10,0,0,0,80,0,12.5,0,0,0
792,Shelby County,8252,Memphis School of Excellence,No,2020,12,0,13,0,0,0,47,0,27.7,0,0,0
792,Shelby County,8254,Veritas College Preparatory,No,2020,06,0,0,0,0,0,66,0,0,0,0,0
792,Shelby County,8254,Veritas College Preparatory,No,2020,07,0,5,0,0,0,73,0,6.8,0,0,0
792,Shelby County,8254,Veritas College Preparatory,No,2020,08,0,3,1,0,1,56,0,5.4,1.8,0,1.8
792,Shelby County,8256,Aurora Collegiate Academy,No,2020,01,0,1,0,0,0,58,0,1.7,0,0,0
792,Shelby County,8256,Aurora Collegiate Academy,No,2020,02,0,2,0,0,0,58,0,3.4,0,0,0
792,Shelby County,8256,Aurora Collegiate Academy,No,2020,03,0,1,0,0,0,52,0,1.9,0,0,0
792,Shelby County,8256,Aurora Collegiate Academy,No,2020,04,0,3,0,0,0,51,0,5.9,0,0,0
792,Shelby County,8256,Aurora Collegiate Academy,No,2020,05,0,0,0,0,0,47,0,0,0,0,0
792,Shelby County,8256,Aurora Collegiate Academy,No,2020,K,0,0,0,0,0,61,0,0,0,0,0
