ACT Code,County,County (copy),District,HighSchool,Year ,CGR %
430030,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,ANTIOCH HIGH SCHOOL,2020,0.422330097
430030,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,ANTIOCH HIGH SCHOOL,2021,0.373134328
431656,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,CANE RIDGE HIGH SCHOOL,2017,0.629969419
431656,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,CANE RIDGE HIGH SCHOOL,2018,0.526054591
431656,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,CANE RIDGE HIGH SCHOOL,2019,0.511173184
431656,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,CANE RIDGE HIGH SCHOOL,2020,0.48974359
431656,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,CANE RIDGE HIGH SCHOOL,2021,0.419847328
431660,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,EAST NASHVILLE MAGNET HIGH SCHOOL,2017,0.753333333
431660,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,EAST NASHVILLE MAGNET HIGH SCHOOL,2018,0.79375
431660,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,EAST NASHVILLE MAGNET HIGH SCHOOL,2019,0.792857143
431660,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,EAST NASHVILLE MAGNET HIGH SCHOOL,2020,0.691428571
431660,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,EAST NASHVILLE MAGNET HIGH SCHOOL,2021,0.575949367
431667,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,GLENCLIFF COMPREHENSIVE HIGH SCHOOL,2017,0.46692607
431667,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,GLENCLIFF COMPREHENSIVE HIGH SCHOOL,2018,0.425855513
431667,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,GLENCLIFF COMPREHENSIVE HIGH SCHOOL,2019,0.424778761
431667,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,GLENCLIFF COMPREHENSIVE HIGH SCHOOL,2020,0.330097087
431667,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,GLENCLIFF COMPREHENSIVE HIGH SCHOOL,2021,0.282722513
431680,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HILLSBORO COMPREHENSIVE HIGH SCHOOL,2017,0.787234043
431680,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HILLSBORO COMPREHENSIVE HIGH SCHOOL,2018,0.755274262
431680,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HILLSBORO COMPREHENSIVE HIGH SCHOOL,2019,0.721568627
431680,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HILLSBORO COMPREHENSIVE HIGH SCHOOL,2020,0.735930736
431680,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HILLSBORO COMPREHENSIVE HIGH SCHOOL,2021,0.676595745
431683,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HILLWOOD COMPREHENSIVE HIGH SCHOOL,2017,0.649746193
431683,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HILLWOOD COMPREHENSIVE HIGH SCHOOL,2018,0.65437788
431683,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HILLWOOD COMPREHENSIVE HIGH SCHOOL,2019,0.611814346
431683,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HILLWOOD COMPREHENSIVE HIGH SCHOOL,2020,0.523364486
431683,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HILLWOOD COMPREHENSIVE HIGH SCHOOL,2021,0.45045045
431690,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HUME-FOGG MAGNET HIGH SCHOOL,2017,0.906666667
431690,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HUME-FOGG MAGNET HIGH SCHOOL,2018,0.892018779
431690,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HUME-FOGG MAGNET HIGH SCHOOL,2019,0.889423077
431690,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HUME-FOGG MAGNET HIGH SCHOOL,2020,0.863636364
431690,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HUME-FOGG MAGNET HIGH SCHOOL,2021,0.853881279
431256,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HUNTERS LANE COMPREHENSIVE HIGH SCHOOL,2017,0.425396825
431256,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HUNTERS LANE COMPREHENSIVE HIGH SCHOOL,2018,0.387811634
431256,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HUNTERS LANE COMPREHENSIVE HIGH SCHOOL,2019,0.381578947
431256,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HUNTERS LANE COMPREHENSIVE HIGH SCHOOL,2020,0.355805243
431256,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,HUNTERS LANE COMPREHENSIVE HIGH SCHOOL,2021,0.281818182
430026,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,INTREPID COLLEGE PREPARATORY CHARTER SCHOOL,2017,0
430026,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,INTREPID COLLEGE PREPARATORY CHARTER SCHOOL,2018,0
430026,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,INTREPID COLLEGE PREPARATORY CHARTER SCHOOL,2019,0
430026,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,INTREPID COLLEGE PREPARATORY CHARTER SCHOOL,2020,0
430026,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,INTREPID COLLEGE PREPARATORY CHARTER SCHOOL,2021,0.818181818
431706,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,JOHN OVERTON COMPREHENSIVE HIGH SCHOOL,2017,0.587341772
431706,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,JOHN OVERTON COMPREHENSIVE HIGH SCHOOL,2018,0.535632184
431706,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,JOHN OVERTON COMPREHENSIVE HIGH SCHOOL,2019,0.566084788
431706,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,JOHN OVERTON COMPREHENSIVE HIGH SCHOOL,2020,0.485849057
431706,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,JOHN OVERTON COMPREHENSIVE HIGH SCHOOL,2021,0.479518072
431692,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,KIPP NASHVILLE COLLEGIATE HIGH SCHOOL,2017,0
431692,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,KIPP NASHVILLE COLLEGIATE HIGH SCHOOL,2018,0.818181818
431692,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,KIPP NASHVILLE COLLEGIATE HIGH SCHOOL,2019,0.531914894
431692,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,KIPP NASHVILLE COLLEGIATE HIGH SCHOOL,2020,0.649122807
431692,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,KIPP NASHVILLE COLLEGIATE HIGH SCHOOL,2021,0.523809524
430033,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,KNOWLEDGE ACADEMIES HIGH SCHOOL,2017,0
430033,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,KNOWLEDGE ACADEMIES HIGH SCHOOL,2018,0
430033,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,KNOWLEDGE ACADEMIES HIGH SCHOOL,2019,0.661538462
430033,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,KNOWLEDGE ACADEMIES HIGH SCHOOL,2020,0.454545455
430033,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,KNOWLEDGE ACADEMIES HIGH SCHOOL,2021,
431701,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,LEAD ACADEMY HIGH SCHOOL,2017,0.775
431701,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,LEAD ACADEMY HIGH SCHOOL,2018,0.829787234
431701,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,LEAD ACADEMY HIGH SCHOOL,2019,0.710526316
431701,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,LEAD ACADEMY HIGH SCHOOL,2020,0.7
431701,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,LEAD ACADEMY HIGH SCHOOL,2021,0.567901235
430050,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,LEAD PREP SOUTHEAST,2017,0
430050,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,LEAD PREP SOUTHEAST,2018,0
430050,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,LEAD PREP SOUTHEAST,2019,0
430050,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,LEAD PREP SOUTHEAST,2020,0
430050,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,LEAD PREP SOUTHEAST,2021,0.52
431707,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MAPLEWOOD COMPREHENSIVE HIGH SCHOOL,2017,0.509433962
431707,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MAPLEWOOD COMPREHENSIVE HIGH SCHOOL,2018,0.348066298
431707,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MAPLEWOOD COMPREHENSIVE HIGH SCHOOL,2019,0.343023256
431707,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MAPLEWOOD COMPREHENSIVE HIGH SCHOOL,2020,0.327160494
431707,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MAPLEWOOD COMPREHENSIVE HIGH SCHOOL,2021,0.295454545
431711,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MARTIN LUTHER KING MAGNET JUNIOR/SENIOR HIGH SCHOOL,2017,0.936440678
431711,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MARTIN LUTHER KING MAGNET JUNIOR/SENIOR HIGH SCHOOL,2018,0.920833333
431711,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MARTIN LUTHER KING MAGNET JUNIOR/SENIOR HIGH SCHOOL,2019,0.936440678
431711,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MARTIN LUTHER KING MAGNET JUNIOR/SENIOR HIGH SCHOOL,2020,0.908695652
431711,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MARTIN LUTHER KING MAGNET JUNIOR/SENIOR HIGH SCHOOL,2021,0.838709677
431709,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MCGAVOCK COMPREHENSIVE HIGH SCHOOL,2017,0.628297362
431709,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MCGAVOCK COMPREHENSIVE HIGH SCHOOL,2018,0.622276029
431709,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MCGAVOCK COMPREHENSIVE HIGH SCHOOL,2019,0.579572447
431709,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MCGAVOCK COMPREHENSIVE HIGH SCHOOL,2020,0.522352941
431709,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MCGAVOCK COMPREHENSIVE HIGH SCHOOL,2021,0.386308068
431712,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MNPS EARLY COLLEGE HIGH SCHOOL,2017,0.760869565
431712,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MNPS EARLY COLLEGE HIGH SCHOOL,2018,0.8
431712,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MNPS EARLY COLLEGE HIGH SCHOOL,2019,0.863636364
431712,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MNPS EARLY COLLEGE HIGH SCHOOL,2020,0.826086957
431712,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MNPS EARLY COLLEGE HIGH SCHOOL,2021,0
431673,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MNPS VIRTUAL SCHOOL,2017,
431673,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MNPS VIRTUAL SCHOOL,2018,
431673,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MNPS VIRTUAL SCHOOL,2019,
431673,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MNPS VIRTUAL SCHOOL,2020,
431673,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,MNPS VIRTUAL SCHOOL,2021,0.458333333
431699,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,NASHVILLE BIG PICTURE HIGH SCHOOL,2017,0.8125
431699,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,NASHVILLE BIG PICTURE HIGH SCHOOL,2018,0.84
431699,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,NASHVILLE BIG PICTURE HIGH SCHOOL,2019,0.807692308
431699,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,NASHVILLE BIG PICTURE HIGH SCHOOL,2020,0.625
431699,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,NASHVILLE BIG PICTURE HIGH SCHOOL,2021,0.694444444
431718,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,NASHVILLE SCHOOL OF THE ARTS,2017,0.727941176
431718,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,NASHVILLE SCHOOL OF THE ARTS,2018,0.780487805
431718,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,NASHVILLE SCHOOL OF THE ARTS,2019,0.666666667
431718,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,NASHVILLE SCHOOL OF THE ARTS,2020,0.697674419
431718,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,NASHVILLE SCHOOL OF THE ARTS,2021,0.651785714
431650,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,PEARL-COHN COMPREHENSIVE MAGNET HIGH SCHOOL,2017,0.429530201
431650,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,PEARL-COHN COMPREHENSIVE MAGNET HIGH SCHOOL,2018,0.510638298
431650,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,PEARL-COHN COMPREHENSIVE MAGNET HIGH SCHOOL,2019,0.436893204
431650,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,PEARL-COHN COMPREHENSIVE MAGNET HIGH SCHOOL,2020,0.3359375
431650,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,PEARL-COHN COMPREHENSIVE MAGNET HIGH SCHOOL,2021,0.305555556
431645,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,REPUBLIC HIGH SCHOOL,2017,0
431645,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,REPUBLIC HIGH SCHOOL,2018,0
431645,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,REPUBLIC HIGH SCHOOL,2019,0.810344828
431645,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,REPUBLIC HIGH SCHOOL,2020,0.666666667
431645,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,REPUBLIC HIGH SCHOOL,2021,0.5
430037,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,STEM PREP HIGH SCHOOL,2017,0
430037,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,STEM PREP HIGH SCHOOL,2018,0
430037,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,STEM PREP HIGH SCHOOL,2019,0.755319149
430037,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,STEM PREP HIGH SCHOOL,2020,0.768421053
430037,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,STEM PREP HIGH SCHOOL,2021,0.514851485
431743,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,STRATFORD STEM MAGNET SCHOOL,2017,0.60625
431743,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,STRATFORD STEM MAGNET SCHOOL,2018,0.496932515
431743,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,STRATFORD STEM MAGNET SCHOOL,2019,0.474025974
431743,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,STRATFORD STEM MAGNET SCHOOL,2020,0.441860465
431743,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,STRATFORD STEM MAGNET SCHOOL,2021,0.306451613
430032,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT HICKORY HOLLOW,2017,0.159292035
430032,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT HICKORY HOLLOW,2018,
430032,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT HICKORY HOLLOW,2019,0.191176471
430032,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT HICKORY HOLLOW,2020,0.119402985
430032,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT HICKORY HOLLOW,2021,0.326315789
431696,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT OLD COCKRILL,2017,0.230769231
431696,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT OLD COCKRILL,2018,0.253731343
431696,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT OLD COCKRILL,2019,0.25
431696,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT OLD COCKRILL,2020,0.127659574
431696,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT OLD COCKRILL,2021,
431702,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT OPRY MILLS,2017,0.396551724
431702,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT OPRY MILLS,2018,
431702,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT OPRY MILLS,2019,0.231884058
431702,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT OPRY MILLS,2020,0.263157895
431702,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,THE ACADEMY AT OPRY MILLS,2021,
432421,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,WHITES CREEK COMPREHENSIVE HIGH SCHOOL,2017,0.443548387
432421,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,WHITES CREEK COMPREHENSIVE HIGH SCHOOL,2018,0.444444444
432421,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,WHITES CREEK COMPREHENSIVE HIGH SCHOOL,2019,0.431654676
432421,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,WHITES CREEK COMPREHENSIVE HIGH SCHOOL,2020,0.313043478
432421,DAVIDSON,DAVIDSON,DAVIDSON COUNTY,WHITES CREEK COMPREHENSIVE HIGH SCHOOL,2021,0.330434783
A22993,DAVIDSON,DAVIDSON,DEPARTMENT OF CHILDREN'S SERVICES EDUCATION DIVISION,DCS AFFILIATED SCHOOLS,2017,0.270833333
A22993,DAVIDSON,DAVIDSON,DEPARTMENT OF CHILDREN'S SERVICES EDUCATION DIVISION,DCS AFFILIATED SCHOOLS,2018,0.213114754
A22993,DAVIDSON,DAVIDSON,DEPARTMENT OF CHILDREN'S SERVICES EDUCATION DIVISION,DCS AFFILIATED SCHOOLS,2019,0.3125
A22993,DAVIDSON,DAVIDSON,DEPARTMENT OF CHILDREN'S SERVICES EDUCATION DIVISION,DCS AFFILIATED SCHOOLS,2020,
A22993,DAVIDSON,DAVIDSON,DEPARTMENT OF CHILDREN'S SERVICES EDUCATION DIVISION,DCS AFFILIATED SCHOOLS,2021,0.185185185
431855,DECATUR,DECATUR,DECATUR COUNTY,RIVERSIDE HIGH SCHOOL,2017,0.690265487
431855,DECATUR,DECATUR,DECATUR COUNTY,RIVERSIDE HIGH SCHOOL,2018,0.725
431855,DECATUR,DECATUR,DECATUR COUNTY,RIVERSIDE HIGH SCHOOL,2019,0.788990826
431855,DECATUR,DECATUR,DECATUR COUNTY,RIVERSIDE HIGH SCHOOL,2020,0.716312057
431855,DECATUR,DECATUR,DECATUR COUNTY,RIVERSIDE HIGH SCHOOL,2021,0.761061947
432125,DEKALB,DEKALB,DEKALB COUNTY,DEKALB COUNTY HIGH SCHOOL,2017,0.516129032
432125,DEKALB,DEKALB,DEKALB COUNTY,DEKALB COUNTY HIGH SCHOOL,2018,0.418079096
432125,DEKALB,DEKALB,DEKALB COUNTY,DEKALB COUNTY HIGH SCHOOL,2019,0.532258065
432125,DEKALB,DEKALB,DEKALB COUNTY,DEKALB COUNTY HIGH SCHOOL,2020,0.502994012
432125,DEKALB,DEKALB,DEKALB COUNTY,DEKALB COUNTY HIGH SCHOOL,2021,0.522292994
430268,DICKSON,DICKSON,DICKSON COUNTY,CREEK WOOD HIGH SCHOOL,2017,0.567226891
430268,DICKSON,DICKSON,DICKSON COUNTY,CREEK WOOD HIGH SCHOOL,2018,0.574074074
430268,DICKSON,DICKSON,DICKSON COUNTY,CREEK WOOD HIGH SCHOOL,2019,0.570048309
430268,DICKSON,DICKSON,DICKSON COUNTY,CREEK WOOD HIGH SCHOOL,2020,0.540909091
430268,DICKSON,DICKSON,DICKSON COUNTY,CREEK WOOD HIGH SCHOOL,2021,0.511520737
430560,DICKSON,DICKSON,DICKSON COUNTY,DICKSON COUNTY HIGH SCHOOL,2017,0.580357143
430560,DICKSON,DICKSON,DICKSON COUNTY,DICKSON COUNTY HIGH SCHOOL,2018,0.576811594
430560,DICKSON,DICKSON,DICKSON COUNTY,DICKSON COUNTY HIGH SCHOOL,2019,0.577030812
430560,DICKSON,DICKSON,DICKSON COUNTY,DICKSON COUNTY HIGH SCHOOL,2020,0.606060606
430560,DICKSON,DICKSON,DICKSON COUNTY,DICKSON COUNTY HIGH SCHOOL,2021,0.523364486
431765,DYER,DYER,DYER COUNTY,DYER COUNTY HIGH SCHOOL,2017,0.700374532
431765,DYER,DYER,DYER COUNTY,DYER COUNTY HIGH SCHOOL,2018,0.685823755
431765,DYER,DYER,DYER COUNTY,DYER COUNTY HIGH SCHOOL,2019,0.657894737
431765,DYER,DYER,DYER COUNTY,DYER COUNTY HIGH SCHOOL,2020,0.665413534
431765,DYER,DYER,DYER COUNTY,DYER COUNTY HIGH SCHOOL,2021,0.556521739
430610,DYER,DYER,DYERSBURG,DYERSBURG HIGH SCHOOL,2017,0.702970297
430610,DYER,DYER,DYERSBURG,DYERSBURG HIGH SCHOOL,2018,0.646258503
430610,DYER,DYER,DYERSBURG,DYERSBURG HIGH SCHOOL,2019,0.715976331
430610,DYER,DYER,DYERSBURG,DYERSBURG HIGH SCHOOL,2020,0.653594771
430610,DYER,DYER,DYERSBURG,DYERSBURG HIGH SCHOOL,2021,0.57480315
432145,FAYETTE,FAYETTE,FAYETTE COUNTY PUBLIC SCHOOLS,FAYETTE-WARE HIGH SCHOOL,2017,0.563829787
432145,FAYETTE,FAYETTE,FAYETTE COUNTY PUBLIC SCHOOLS,FAYETTE-WARE HIGH SCHOOL,2018,0.470588235
432145,FAYETTE,FAYETTE,FAYETTE COUNTY PUBLIC SCHOOLS,FAYETTE-WARE HIGH SCHOOL,2019,0.553763441
432145,FAYETTE,FAYETTE,FAYETTE COUNTY PUBLIC SCHOOLS,FAYETTE-WARE HIGH SCHOOL,2020,0.456852792
432145,FAYETTE,FAYETTE,FAYETTE COUNTY PUBLIC SCHOOLS,FAYETTE-WARE HIGH SCHOOL,2021,0.326315789
430970,FENTRESS,FENTRESS,ALVIN C YORK INSTITUTE,ALVIN C. YORK INSTITUTE,2017,0.669172932
430970,FENTRESS,FENTRESS,ALVIN C YORK INSTITUTE,ALVIN C. YORK INSTITUTE,2018,0.565217391
430970,FENTRESS,FENTRESS,ALVIN C YORK INSTITUTE,ALVIN C. YORK INSTITUTE,2019,0.572580645
430970,FENTRESS,FENTRESS,ALVIN C YORK INSTITUTE,ALVIN C. YORK INSTITUTE,2020,0.473282443
430970,FENTRESS,FENTRESS,ALVIN C YORK INSTITUTE,ALVIN C. YORK INSTITUTE,2021,0.431372549
430345,FENTRESS,FENTRESS,FENTRESS COUNTY,CLARKRANGE HIGH SCHOOL,2017,0.674418605
430345,FENTRESS,FENTRESS,FENTRESS COUNTY,CLARKRANGE HIGH SCHOOL,2018,0.563636364
430345,FENTRESS,FENTRESS,FENTRESS COUNTY,CLARKRANGE HIGH SCHOOL,2019,0.535211268
430345,FENTRESS,FENTRESS,FENTRESS COUNTY,CLARKRANGE HIGH SCHOOL,2020,0.612903226
430345,FENTRESS,FENTRESS,FENTRESS COUNTY,CLARKRANGE HIGH SCHOOL,2021,0.6
432465,FRANKLIN,FRANKLIN,FRANKLIN COUNTY,FRANKLIN COUNTY HIGH SCHOOL,2017,0.505747126
432465,FRANKLIN,FRANKLIN,FRANKLIN COUNTY,FRANKLIN COUNTY HIGH SCHOOL,2018,0.538216561
432465,FRANKLIN,FRANKLIN,FRANKLIN COUNTY,FRANKLIN COUNTY HIGH SCHOOL,2019,0.546816479
432465,FRANKLIN,FRANKLIN,FRANKLIN COUNTY,FRANKLIN COUNTY HIGH SCHOOL,2020,0.50390625
432465,FRANKLIN,FRANKLIN,FRANKLIN COUNTY,FRANKLIN COUNTY HIGH SCHOOL,2021,0.424354244
430940,FRANKLIN,FRANKLIN,FRANKLIN COUNTY,HUNTLAND SCHOOL,2017,0.744680851
430940,FRANKLIN,FRANKLIN,FRANKLIN COUNTY,HUNTLAND SCHOOL,2018,0.807017544
430940,FRANKLIN,FRANKLIN,FRANKLIN COUNTY,HUNTLAND SCHOOL,2019,0.671428571
430940,FRANKLIN,FRANKLIN,FRANKLIN COUNTY,HUNTLAND SCHOOL,2020,0.747126437
430940,FRANKLIN,FRANKLIN,FRANKLIN COUNTY,HUNTLAND SCHOOL,2021,0.560606061
430160,GIBSON,GIBSON,BRADFORD,BRADFORD HIGH SCHOOL,2017,0.65625
430160,GIBSON,GIBSON,BRADFORD,BRADFORD HIGH SCHOOL,2018,0.551724138
430160,GIBSON,GIBSON,BRADFORD,BRADFORD HIGH SCHOOL,2019,0.605263158
430160,GIBSON,GIBSON,BRADFORD,BRADFORD HIGH SCHOOL,2020,0.6
430160,GIBSON,GIBSON,BRADFORD,BRADFORD HIGH SCHOOL,2021,0.694444444
430600,GIBSON,GIBSON,GIBSON CO SP DIST,GIBSON COUNTY HIGH SCHOOL,2017,0.682926829
430600,GIBSON,GIBSON,GIBSON CO SP DIST,GIBSON COUNTY HIGH SCHOOL,2018,0.747572816
430600,GIBSON,GIBSON,GIBSON CO SP DIST,GIBSON COUNTY HIGH SCHOOL,2019,0.644230769
430600,GIBSON,GIBSON,GIBSON CO SP DIST,GIBSON COUNTY HIGH SCHOOL,2020,0.634920635
430600,GIBSON,GIBSON,GIBSON CO SP DIST,GIBSON COUNTY HIGH SCHOOL,2021,0.565217391
431371,GIBSON,GIBSON,GIBSON CO SP DIST,SOUTH GIBSON COUNTY HIGH SCHOOL,2017,0.767857143
431371,GIBSON,GIBSON,GIBSON CO SP DIST,SOUTH GIBSON COUNTY HIGH SCHOOL,2018,0.751381215
431371,GIBSON,GIBSON,GIBSON CO SP DIST,SOUTH GIBSON COUNTY HIGH SCHOOL,2019,0.785276074
431371,GIBSON,GIBSON,GIBSON CO SP DIST,SOUTH GIBSON COUNTY HIGH SCHOOL,2020,0.664804469
431371,GIBSON,GIBSON,GIBSON CO SP DIST,SOUTH GIBSON COUNTY HIGH SCHOOL,2021,0.602339181
430925,GIBSON,GIBSON,HUMBOLDT CITY SCHOOLS,HUMBOLDT HIGH SCHOOL,2017,0.64
430925,GIBSON,GIBSON,HUMBOLDT CITY SCHOOLS,HUMBOLDT HIGH SCHOOL,2018,0.607142857
430925,GIBSON,GIBSON,HUMBOLDT CITY SCHOOLS,HUMBOLDT HIGH SCHOOL,2019,0.6
430925,GIBSON,GIBSON,HUMBOLDT CITY SCHOOLS,HUMBOLDT HIGH SCHOOL,2020,0.409090909
430925,GIBSON,GIBSON,HUMBOLDT CITY SCHOOLS,HUMBOLDT HIGH SCHOOL,2021,0.351851852
