district_number,district_name,school_number,school_name,school_year,gender,students_in_school_suspension,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent_in_school_suspension,percent_suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
792,Shelby County,2355,Idlewild Elementary,2020,Male,1,5,0,0,0,265,0.4,1.9,0,0,0
792,Shelby County,2360,Jackson Elementary,2020,Female,0,0,0,0,0,168,0,0,0,0,0
792,Shelby County,2360,Jackson Elementary,2020,Male,0,4,0,0,0,169,0,2.4,0,0,0
792,Shelby County,2362,J. P. Freeman Elementary/Middle,2020,Female,0,12,0,0,0,357,0,3.4,0,0,0
792,Shelby County,2362,J. P. Freeman Elementary/Middle,2020,Male,5,7,0,0,2,285,1.8,2.5,0,0,0.7
792,Shelby County,2368,Keystone Elementary,2020,Female,0,3,0,0,0,231,0,1.3,0,0,0
792,Shelby County,2368,Keystone Elementary,2020,Male,2,15,0,0,0,252,0.8,6,0,0,0
792,Shelby County,2370,Kingsbury Elementary,2020,Female,0,3,0,0,0,271,0,1.1,0,0,0
792,Shelby County,2370,Kingsbury Elementary,2020,Male,2,8,1,1,0,300,0.7,2.7,0.3,0.3,0
792,Shelby County,2373,Kingsbury Middle,2020,Female,8,44,1,1,0,333,2.4,13.2,0.3,0.3,0
792,Shelby County,2373,Kingsbury Middle,2020,Male,26,92,2,3,2,394,6.6,23.4,0.5,0.8,0.5
792,Shelby County,2375,Kingsbury High,2020,Female,31,41,2,4,0,660,4.7,6.2,0.3,0.6,0
792,Shelby County,2375,Kingsbury High,2020,Male,52,87,10,13,9,853,6.1,10.2,1.2,1.5,1.1
792,Shelby County,2379,Kirby High,2020,Female,41,69,4,2,2,553,7.4,12.5,0.7,0.4,0.4
792,Shelby County,2379,Kirby High,2020,Male,43,106,7,13,6,531,8.1,20,1.3,2.4,1.1
792,Shelby County,2385,Knight Road Elementary,2020,Female,2,2,0,0,0,244,0.8,0.8,0,0,0
792,Shelby County,2385,Knight Road Elementary,2020,Male,7,5,0,0,0,232,3,2.2,0,0,0
792,Shelby County,2395,Larose Elementary,2020,Female,0,13,1,0,0,148,0,8.8,0.7,0,0
792,Shelby County,2395,Larose Elementary,2020,Male,4,18,0,2,0,163,2.5,11,0,1.2,0
792,Shelby County,2435,Levi Elementary,2020,Female,4,7,0,1,0,237,1.7,3,0,0.4,0
792,Shelby County,2435,Levi Elementary,2020,Male,3,20,0,1,0,269,1.1,7.4,0,0.4,0
792,Shelby County,2463,Lucie E. Campbell Elementary,2020,Female,0,14,0,1,0,279,0,5,0,0.4,0
792,Shelby County,2463,Lucie E. Campbell Elementary,2020,Male,0,49,2,1,0,349,0,14,0.6,0.3,0
792,Shelby County,2470,Magnolia Elementary,2020,Female,0,8,1,0,0,144,0,5.6,0.7,0,0
792,Shelby County,2470,Magnolia Elementary,2020,Male,0,49,0,2,0,221,0,22.2,0,0.9,0
792,Shelby County,2480,Manassas High,2020,Female,14,37,2,5,6,232,6,15.9,0.9,2.2,2.6
792,Shelby County,2480,Manassas High,2020,Male,20,47,8,20,16,290,6.9,16.2,2.8,6.9,5.5
792,Shelby County,2493,Melrose High,2020,Female,19,47,2,4,0,406,4.7,11.6,0.5,1,0
792,Shelby County,2493,Melrose High,2020,Male,23,95,5,12,6,388,5.9,24.5,1.3,3.1,1.5
792,Shelby County,2515,Middle College High,2020,Female,2,2,0,0,0,177,1.1,1.1,0,0,0
792,Shelby County,2515,Middle College High,2020,Male,1,3,0,0,0,147,0.7,2,0,0,0
792,Shelby County,2520,Mitchell High,2020,Female,25,3,0,1,26,244,10.2,1.2,0,0.4,10.7
792,Shelby County,2520,Mitchell High,2020,Male,30,4,1,2,33,241,12.4,1.7,0.4,0.8,13.7
792,Shelby County,2525,Newberry Elementary,2020,Female,0,4,0,0,1,246,0,1.6,0,0,0.4
792,Shelby County,2525,Newberry Elementary,2020,Male,0,8,1,0,2,244,0,3.3,0.4,0,0.8
792,Shelby County,2540,Oakhaven Elementary,2020,Female,0,9,1,0,0,290,0,3.1,0.3,0,0
792,Shelby County,2540,Oakhaven Elementary,2020,Male,0,20,0,5,2,328,0,6.1,0,1.5,0.6
792,Shelby County,2543,Oakhaven Middle,2020,Female,0,20,3,4,2,185,0,10.8,1.6,2.2,1.1
792,Shelby County,2543,Oakhaven Middle,2020,Male,0,28,0,9,2,220,0,12.7,0,4.1,0.9
792,Shelby County,2545,Oakhaven High,2020,Female,0,26,4,0,0,209,0,12.4,1.9,0,0
792,Shelby County,2545,Oakhaven High,2020,Male,0,20,3,9,4,220,0,9.1,1.4,4.1,1.8
792,Shelby County,2550,Oakshire Elementary,2020,Female,0,5,0,0,0,189,0,2.6,0,0,0
792,Shelby County,2550,Oakshire Elementary,2020,Male,4,35,0,0,0,213,1.9,16.4,0,0,0
792,Shelby County,2565,Overton High,2020,Female,19,49,3,4,3,732,2.6,6.7,0.4,0.5,0.4
792,Shelby County,2565,Overton High,2020,Male,15,36,3,17,10,618,2.4,5.8,0.5,2.8,1.6
792,Shelby County,2570,Peabody Elementary,2020,Female,2,4,0,1,0,197,1,2,0,0.5,0
792,Shelby County,2570,Peabody Elementary,2020,Male,10,9,0,0,0,181,5.5,5,0,0,0
792,Shelby County,2597,Raleigh-Bartlett Meadows Elementary,2020,Female,0,1,0,1,1,297,0,0.3,0,0.3,0.3
792,Shelby County,2597,Raleigh-Bartlett Meadows Elementary,2020,Male,0,7,0,1,1,262,0,2.7,0,0.4,0.4
792,Shelby County,2598,Raleigh-Egypt High,2020,Female,0,52,0,1,10,341,0,15.2,0,0.3,2.9
792,Shelby County,2598,Raleigh-Egypt High,2020,Male,2,59,4,5,5,372,0.5,15.9,1.1,1.3,1.3
792,Shelby County,2599,Raleigh Egypt Middle School,2020,Female,19,36,0,6,0,262,7.3,13.7,0,2.3,0
792,Shelby County,2599,Raleigh Egypt Middle School,2020,Male,56,68,10,8,1,323,17.3,21.1,3.1,2.5,0.3
792,Shelby County,2600,Richland Elementary,2020,Female,0,0,0,0,0,438,0,0,0,0,0
792,Shelby County,2600,Richland Elementary,2020,Male,5,4,0,0,0,463,1.1,0.9,0,0,0
792,Shelby County,2610,Balmoral/Ridgeway Elementary,2020,Female,0,0,0,0,0,189,0,0,0,0,0
792,Shelby County,2610,Balmoral/Ridgeway Elementary,2020,Male,1,2,0,0,0,174,0.6,1.1,0,0,0
792,Shelby County,2612,Ridgeway Middle,2020,Female,2,37,1,1,0,425,0.5,8.7,0.2,0.2,0
792,Shelby County,2612,Ridgeway Middle,2020,Male,8,89,3,7,1,420,1.9,21.2,0.7,1.7,0.2
792,Shelby County,2615,Ridgeway High,2020,Female,56,39,1,0,1,542,10.3,7.2,0.2,0,0.2
792,Shelby County,2615,Ridgeway High,2020,Male,100,74,2,3,2,567,17.6,13.1,0.4,0.5,0.4
792,Shelby County,2625,Riverview Elementary/Middle,2020,Female,5,18,1,2,0,262,1.9,6.9,0.4,0.8,0
792,Shelby County,2625,Riverview Elementary/Middle,2020,Male,21,49,2,5,2,288,7.3,17,0.7,1.7,0.7
792,Shelby County,2626,Robert R. Church Elementary,2020,Female,0,5,0,0,0,402,0,1.2,0,0,0
792,Shelby County,2626,Robert R. Church Elementary,2020,Male,5,41,2,3,0,395,1.3,10.4,0.5,0.8,0
792,Shelby County,2627,Ross Elementary,2020,Female,10,14,0,0,0,324,3.1,4.3,0,0,0
792,Shelby County,2627,Ross Elementary,2020,Male,34,47,0,0,0,363,9.4,12.9,0,0,0
792,Shelby County,2630,Rozelle Elementary,2020,Female,0,1,0,0,0,141,0,0.7,0,0,0
792,Shelby County,2630,Rozelle Elementary,2020,Male,3,5,0,0,0,102,2.9,4.9,0,0,0
792,Shelby County,2633,Scenic Hills Elementary,2020,Female,0,3,0,0,0,142,0,2.1,0,0,0
792,Shelby County,2633,Scenic Hills Elementary,2020,Male,4,7,0,1,0,141,2.8,5,0,0.7,0
792,Shelby County,2637,Sea Isle Elementary,2020,Female,1,1,0,0,0,239,0.4,0.4,0,0,0
792,Shelby County,2637,Sea Isle Elementary,2020,Male,3,4,0,0,0,229,1.3,1.7,0,0,0
792,Shelby County,2640,Shady Grove Elementary,2020,Female,0,0,0,0,0,205,0,0,0,0,0
792,Shelby County,2640,Shady Grove Elementary,2020,Male,0,0,0,0,0,218,0,0,0,0,0
792,Shelby County,2650,Sharpe Elementary,2020,Female,0,3,1,0,0,180,0,1.7,0.6,0,0
792,Shelby County,2650,Sharpe Elementary,2020,Male,0,2,1,0,0,149,0,1.3,0.7,0,0
792,Shelby County,2655,Sheffield Elementary,2020,Female,0,4,0,0,0,280,0,1.4,0,0,0
792,Shelby County,2655,Sheffield Elementary,2020,Male,1,16,0,3,1,285,0.4,5.6,0,1.1,0.4
792,Shelby County,2660,Sheffield High,2020,Female,7,31,2,1,0,343,2,9,0.6,0.3,0
792,Shelby County,2660,Sheffield High,2020,Male,33,62,4,4,1,392,8.4,15.8,1,1,0.3
792,Shelby County,2665,Sherwood Elementary,2020,Female,1,4,0,0,0,329,0.3,1.2,0,0,0
792,Shelby County,2665,Sherwood Elementary,2020,Male,0,18,0,0,0,300,0,6,0,0,0
792,Shelby County,2670,Sherwood Middle,2020,Female,48,70,2,4,1,451,10.6,15.5,0.4,0.9,0.2
792,Shelby County,2670,Sherwood Middle,2020,Male,71,78,4,9,2,504,14.1,15.5,0.8,1.8,0.4
792,Shelby County,2675,Shrine School,2020,Female,0,0,0,0,0,47,0,0,0,0,0
792,Shelby County,2675,Shrine School,2020,Male,0,0,0,0,0,67,0,0,0,0,0
792,Shelby County,2680,Shelby Oaks Elementary,2020,Female,0,1,0,0,0,432,0,0.2,0,0,0
792,Shelby County,2680,Shelby Oaks Elementary,2020,Male,0,12,1,0,0,466,0,2.6,0.2,0,0
792,Shelby County,2690,Snowden Elementary/Middle,2020,Female,20,28,1,3,1,696,2.9,4,0.1,0.4,0.1
792,Shelby County,2690,Snowden Elementary/Middle,2020,Male,39,29,2,5,3,628,6.2,4.6,0.3,0.8,0.5
792,Shelby County,2692,Oak Forest Elementary,2020,Female,1,3,0,0,0,189,0.5,1.6,0,0,0
792,Shelby County,2692,Oak Forest Elementary,2020,Male,7,13,0,0,0,245,2.9,5.3,0,0,0
792,Shelby County,2695,South Park Elementary,2020,Female,0,6,1,0,0,289,0,2.1,0.3,0,0
792,Shelby County,2695,South Park Elementary,2020,Male,4,17,1,1,1,295,1.4,5.8,0.3,0.3,0.3
792,Shelby County,2700,Exceptional Children Special Placements,2020,Female,0,0,0,0,0,119,0,0,0,0,0
792,Shelby County,2700,Exceptional Children Special Placements,2020,Male,0,0,0,0,0,272,0,0,0,0,0
792,Shelby County,2705,Springdale Elementary,2020,Female,1,5,0,1,0,151,0.7,3.3,0,0.7,0
792,Shelby County,2705,Springdale Elementary,2020,Male,10,20,0,0,0,150,6.7,13.3,0,0,0
792,Shelby County,2715,Treadwell Elementary,2020,Female,13,9,0,0,0,396,3.3,2.3,0,0,0
792,Shelby County,2715,Treadwell Elementary,2020,Male,18,20,0,7,1,422,4.3,4.7,0,1.7,0.2
792,Shelby County,2717,Riverwood Elementary School,2020,Female,3,3,0,1,0,488,0.6,0.6,0,0.2,0
792,Shelby County,2717,Riverwood Elementary School,2020,Male,4,6,0,1,0,485,0.8,1.2,0,0.2,0
792,Shelby County,2723,Treadwell Middle School,2020,Female,25,29,1,2,0,327,7.6,8.9,0.3,0.6,0
792,Shelby County,2723,Treadwell Middle School,2020,Male,43,48,4,2,5,353,12.2,13.6,1.1,0.6,1.4
792,Shelby County,2725,Trezevant High,2020,Female,6,67,3,4,1,290,2.1,23.1,1,1.4,0.3
792,Shelby County,2725,Trezevant High,2020,Male,4,52,9,8,7,303,1.3,17.2,3,2.6,2.3
792,Shelby County,2726,University Middle,2020,Female,1,1,0,0,0,48,2.1,2.1,0,0,0
792,Shelby County,2726,University Middle,2020,Male,1,0,0,0,0,28,3.6,0,0,0,0
792,Shelby County,2730,Vollentine Elementary,2020,Female,0,2,0,0,0,163,0,1.2,0,0,0
792,Shelby County,2730,Vollentine Elementary,2020,Male,0,5,1,0,0,240,0,2.1,0.4,0,0
792,Shelby County,2740,A. Maceo Walker Middle,2020,Female,27,128,1,3,0,485,5.6,26.4,0.2,0.6,0
792,Shelby County,2740,A. Maceo Walker Middle,2020,Male,36,172,1,5,3,519,6.9,33.1,0.2,1,0.6
792,Shelby County,2745,Wells Station Elementary,2020,Female,0,0,0,0,0,362,0,0,0,0,0
792,Shelby County,2745,Wells Station Elementary,2020,Male,0,4,1,0,5,434,0,0.9,0.2,0,1.2
792,Shelby County,2750,Westside Elementary,2020,Female,0,5,0,0,0,200,0,2.5,0,0,0
792,Shelby County,2750,Westside Elementary,2020,Male,0,8,0,0,1,209,0,3.8,0,0,0.5
792,Shelby County,2770,Westwood High,2020,Female,5,26,2,4,0,216,2.3,12,0.9,1.9,0
792,Shelby County,2770,Westwood High,2020,Male,12,46,2,6,3,231,5.2,19.9,0.9,2.6,1.3
792,Shelby County,2777,White Station Elementary,2020,Female,0,0,0,0,0,325,0,0,0,0,0
792,Shelby County,2777,White Station Elementary,2020,Male,0,6,0,0,0,371,0,1.6,0,0,0
792,Shelby County,2780,White Station High,2020,Female,28,41,2,2,3,1136,2.5,3.6,0.2,0.2,0.3
792,Shelby County,2780,White Station High,2020,Male,26,46,2,11,5,979,2.7,4.7,0.2,1.1,0.5
792,Shelby County,2783,White Station Middle,2020,Female,2,7,0,0,0,651,0.3,1.1,0,0,0
792,Shelby County,2783,White Station Middle,2020,Male,31,21,1,4,1,677,4.6,3.1,0.1,0.6,0.1
792,Shelby County,2785,Whitehaven Elementary,2020,Female,2,6,0,0,1,218,0.9,2.8,0,0,0.5
792,Shelby County,2785,Whitehaven Elementary,2020,Male,1,21,0,0,2,231,0.4,9.1,0,0,0.9
792,Shelby County,2790,Whitehaven High,2020,Female,19,156,2,14,4,895,2.1,17.4,0.2,1.6,0.4
792,Shelby County,2790,Whitehaven High,2020,Male,15,182,15,14,12,800,1.9,22.8,1.9,1.8,1.5
792,Shelby County,2800,Willow Oaks Elementary,2020,Female,1,3,0,0,0,365,0.3,0.8,0,0,0
792,Shelby County,2800,Willow Oaks Elementary,2020,Male,6,8,0,1,0,377,1.6,2.1,0,0.3,0
792,Shelby County,2805,Winchester Elementary,2020,Female,16,11,0,1,0,348,4.6,3.2,0,0.3,0
792,Shelby County,2805,Winchester Elementary,2020,Male,47,50,1,2,1,387,12.1,12.9,0.3,0.5,0.3
792,Shelby County,2810,Winridge Elementary,2020,Female,0,0,0,0,0,275,0,0,0,0,0
792,Shelby County,2810,Winridge Elementary,2020,Male,3,11,0,0,7,311,1,3.5,0,0,2.3
792,Shelby County,2815,Wooddale High,2020,Female,42,56,4,7,0,383,11,14.6,1,1.8,0
792,Shelby County,2815,Wooddale High,2020,Male,63,71,13,15,2,436,14.4,16.3,3,3.4,0.5
792,Shelby County,2824,Northwest Prep Academy,2020,Female,5,7,1,0,0,78,6.4,9,1.3,0,0
792,Shelby County,2824,Northwest Prep Academy,2020,Male,5,7,1,4,3,129,3.9,5.4,0.8,3.1,2.3
792,Shelby County,2830,Carver College and Career Academy,2020,Female,42,10,0,0,0,509,8.3,2,0,0,0
792,Shelby County,2830,Carver College and Career Academy,2020,Male,62,15,0,7,5,1184,5.2,1.3,0,0.6,0.4
792,Shelby County,2832,Memphis Virtual School,2020,Female,0,0,0,0,0,88,0,0,0,0,0
792,Shelby County,2832,Memphis Virtual School,2020,Male,0,0,0,0,0,76,0,0,0,0,0
792,Shelby County,2835,Grandview Heights Middle School,2020,Female,18,48,3,9,3,246,7.3,19.5,1.2,3.7,1.2
792,Shelby County,2835,Grandview Heights Middle School,2020,Male,23,69,8,12,5,297,7.7,23.2,2.7,4,1.7
792,Shelby County,2836,Maxine Smith STEAM Academy,2020,Female,9,3,0,0,0,179,5,1.7,0,0,0
792,Shelby County,2836,Maxine Smith STEAM Academy,2020,Male,3,6,0,0,0,196,1.5,3.1,0,0,0
792,Shelby County,2840,Westhaven Elementary,2020,Female,15,10,0,0,0,450,3.3,2.2,0,0,0
792,Shelby County,2840,Westhaven Elementary,2020,Male,52,43,1,0,0,446,11.7,9.6,0.2,0,0
792,Shelby County,8135,DuBois Elementary School of Entrepreneurship,2020,Female,0,7,0,0,2,178,0,3.9,0,0,1.1
792,Shelby County,8135,DuBois Elementary School of Entrepreneurship,2020,Male,0,3,1,0,1,200,0,1.5,0.5,0,0.5
792,Shelby County,8145,City University School Girls Preparatory,2020,Female,0,3,0,0,0,136,0,2.2,0,0,0
792,Shelby County,8150,Arrow Academy of Excellence,2020,Female,0,0,0,0,0,50,0,0,0,0,0
792,Shelby County,8150,Arrow Academy of Excellence,2020,Male,0,0,0,0,0,46,0,0,0,0,0
792,Shelby County,8155,Freedom Preparatory Academy Elementary School,2020,Female,0,0,0,0,0,217,0,0,0,0,0
792,Shelby County,8155,Freedom Preparatory Academy Elementary School,2020,Male,0,0,0,0,0,256,0,0,0,0,0
792,Shelby County,8160,Power Center Academy Middle - Southeast,2020,Female,0,17,0,0,0,166,0,10.2,0,0,0
792,Shelby County,8160,Power Center Academy Middle - Southeast,2020,Male,0,27,0,0,0,149,0,18.1,0,0,0
792,Shelby County,8165,Memphis STEM Academy,2020,Female,0,0,0,0,0,138,0,0,0,0,0
792,Shelby County,8165,Memphis STEM Academy,2020,Male,0,0,0,0,0,140,0,0,0,0,0
792,Shelby County,8170,Memphis Delta Preparatory,2020,Female,5,0,0,0,0,203,2.5,0,0,0,0
792,Shelby County,8170,Memphis Delta Preparatory,2020,Male,9,0,0,0,0,215,4.2,0,0,0,0
792,Shelby County,8175,Aspire East Academy,2020,Female,0,0,0,0,0,184,0,0,0,0,0
792,Shelby County,8175,Aspire East Academy,2020,Male,0,0,0,0,0,191,0,0,0,0,0
792,Shelby County,8180,Aster College Preparatory,2020,Female,,,,,,,,,,,
792,Shelby County,8180,Aster College Preparatory,2020,Male,,,,,,,,,,,
792,Shelby County,8185,Compass Community School Berclair Campus,2020,Female,0,5,0,0,0,95,0,5.3,0,0,0
792,Shelby County,8185,Compass Community School Berclair Campus,2020,Male,0,7,0,0,0,94,0,7.4,0,0,0
792,Shelby County,8190,Compass Community School Binghampton Campus,2020,Female,0,0,0,0,0,102,0,0,0,0,0
792,Shelby County,8190,Compass Community School Binghampton Campus,2020,Male,0,4,0,0,0,93,0,4.3,0,0,0
792,Shelby County,8195,Compass Community School Frayser Campus,2020,Female,0,6,0,0,0,87,0,6.9,0,0,0
792,Shelby County,8195,Compass Community School Frayser Campus,2020,Male,0,7,0,0,0,90,0,7.8,0,0,0
792,Shelby County,8201,Circles Of Success Learning Academy,2020,Female,0,0,0,0,0,135,0,0,0,0,0
792,Shelby County,8201,Circles Of Success Learning Academy,2020,Male,0,0,0,0,0,111,0,0,0,0,0
792,Shelby County,8202,KIPP Memphis Collegiate High School,2020,Female,0,39,3,5,1,256,0,15.2,1.2,2,0.4
792,Shelby County,8202,KIPP Memphis Collegiate High School,2020,Male,0,44,4,1,1,244,0,18,1.6,0.4,0.4
792,Shelby County,8204,City University School Of Liberal Arts,2020,Female,0,3,1,0,1,153,0,2,0.7,0,0.7
792,Shelby County,8204,City University School Of Liberal Arts,2020,Male,0,7,1,0,2,122,0,5.7,0.8,0,1.6
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,2020,Female,3,40,1,0,0,308,1,13,0.3,0,0
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,2020,Male,17,54,0,0,0,306,5.6,17.6,0,0,0
792,Shelby County,8206,Power Center Academy High School,2020,Female,0,18,0,2,2,344,0,5.2,0,0.6,0.6
792,Shelby County,8206,Power Center Academy High School,2020,Male,0,24,2,4,4,331,0,7.3,0.6,1.2,1.2
792,Shelby County,8207,Memphis Business Academy Elementary School,2020,Female,0,1,0,0,0,173,0,0.6,0,0,0
792,Shelby County,8207,Memphis Business Academy Elementary School,2020,Male,0,0,0,0,0,169,0,0,0,0,0
792,Shelby County,8210,Memphis Academy Of Health Sciences,2020,Female,0,2,0,0,0,162,0,1.2,0,0,0
792,Shelby County,8210,Memphis Academy Of Health Sciences,2020,Male,0,0,0,0,0,151,0,0,0,0,0
792,Shelby County,8213,Memphis Academy of Health Sciences High School,2020,Female,0,56,0,0,0,246,0,22.8,0,0,0
792,Shelby County,8213,Memphis Academy of Health Sciences High School,2020,Male,0,55,1,1,2,237,0,23.2,0.4,0.4,0.8
792,Shelby County,8215,Memphis Business Academy Middle,2020,Female,0,2,0,0,0,289,0,0.7,0,0,0
792,Shelby County,8215,Memphis Business Academy Middle,2020,Male,0,9,0,2,2,229,0,3.9,0,0.9,0.9
792,Shelby County,8217,Memphis Business Academy High School,2020,Female,0,16,0,2,0,277,0,5.8,0,0.7,0
792,Shelby County,8217,Memphis Business Academy High School,2020,Male,0,9,0,1,0,236,0,3.8,0,0.4,0
792,Shelby County,8220,Power Center Academy Middle,2020,Female,0,19,0,0,0,230,0,8.3,0,0,0
792,Shelby County,8220,Power Center Academy Middle,2020,Male,0,44,1,1,0,235,0,18.7,0.4,0.4,0
792,Shelby County,8225,Promise Academy,2020,Female,0,1,0,0,0,176,0,0.6,0,0,0
792,Shelby County,8225,Promise Academy,2020,Male,0,9,0,0,0,203,0,4.4,0,0,0
792,Shelby County,8228,Southern Avenue Charter School Of Academic Excellence  Creat,2020,Female,0,4,0,0,0,211,0,1.9,0,0,0
792,Shelby County,8228,Southern Avenue Charter School Of Academic Excellence  Creat,2020,Male,1,5,0,0,0,217,0.5,2.3,0,0,0
792,Shelby County,8230,Star Academy,2020,Female,0,0,0,0,0,172,0,0,0,0,0
792,Shelby County,8230,Star Academy,2020,Male,0,3,0,0,0,176,0,1.7,0,0,0
792,Shelby County,8232,Soulsville Charter School,2020,Female,0,48,0,1,1,390,0,12.3,0,0.3,0.3
792,Shelby County,8232,Soulsville Charter School,2020,Male,0,49,4,8,7,332,0,14.8,1.2,2.4,2.1
792,Shelby County,8234,Freedom Preparatory Academy,2020,Female,0,33,2,4,2,408,0,8.1,0.5,1,0.5
792,Shelby County,8234,Freedom Preparatory Academy,2020,Male,1,52,3,2,1,386,0.3,13.5,0.8,0.5,0.3
792,Shelby County,8238,KIPP Memphis Collegiate Middle,2020,Female,0,30,0,0,0,209,0,14.4,0,0,0
792,Shelby County,8238,KIPP Memphis Collegiate Middle,2020,Male,0,35,0,0,0,168,0,20.8,0,0,0
792,Shelby County,8240,Memphis College Preparatory,2020,Female,5,5,0,1,0,172,2.9,2.9,0,0.6,0
792,Shelby County,8240,Memphis College Preparatory,2020,Male,16,9,0,0,0,168,9.5,5.4,0,0,0
792,Shelby County,8252,Memphis School of Excellence,2020,Female,0,31,0,2,2,321,0,9.7,0,0.6,0.6
792,Shelby County,8252,Memphis School of Excellence,2020,Male,1,31,0,0,0,265,0.4,11.7,0,0,0
792,Shelby County,8254,Veritas College Preparatory,2020,Female,0,6,1,0,1,96,0,6.2,1,0,1
792,Shelby County,8254,Veritas College Preparatory,2020,Male,0,2,0,0,0,99,0,2,0,0,0
792,Shelby County,8256,Aurora Collegiate Academy,2020,Female,0,2,0,0,0,150,0,1.3,0,0,0
792,Shelby County,8256,Aurora Collegiate Academy,2020,Male,0,5,0,0,0,177,0,2.8,0,0,0
792,Shelby County,8258,KIPP Memphis Middle Academy,2020,Female,0,10,0,1,1,176,0,5.7,0,0.6,0.6
792,Shelby County,8258,KIPP Memphis Middle Academy,2020,Male,0,31,0,0,0,177,0,17.5,0,0,0
792,Shelby County,8260,Memphis Grizzlies Preparatory Charter School,2020,Female,,,,,,,,,,,
792,Shelby County,8260,Memphis Grizzlies Preparatory Charter School,2020,Male,32,65,0,2,0,402,8,16.2,0,0.5,0
792,Shelby County,8262,KIPP Memphis Collegiate Elementary,2020,Female,0,3,0,0,0,231,0,1.3,0,0,0
792,Shelby County,8262,KIPP Memphis Collegiate Elementary,2020,Male,0,24,0,0,0,218,0,11,0,0,0
792,Shelby County,8264,Memphis Rise Academy,2020,Female,0,16,1,2,3,366,0,4.4,0.3,0.5,0.8
792,Shelby County,8264,Memphis Rise Academy,2020,Male,0,28,0,1,1,332,0,8.4,0,0.3,0.3
792,Shelby County,8265,City University School of Independence,2020,Female,0,0,0,0,0,13,0,0,0,0,0
792,Shelby County,8265,City University School of Independence,2020,Male,,,,,,,,,,,
792,Shelby County,8266,Vision Preparatory Charter School,2020,Female,3,5,0,0,1,194,1.5,2.6,0,0,0.5
792,Shelby County,8266,Vision Preparatory Charter School,2020,Male,14,16,0,0,0,225,6.2,7.1,0,0,0
792,Shelby County,8270,Power Center Academy Elementary School,2020,Female,0,9,0,0,8,476,0,1.9,0,0,1.7
792,Shelby County,8270,Power Center Academy Elementary School,2020,Male,0,37,0,0,35,466,0,7.9,0,0,7.5
792,Shelby County,8275,The Excel Center,2020,Female,0,10,5,0,0,600,0,1.7,0.8,0,0
792,Shelby County,8275,The Excel Center,2020,Male,0,12,3,0,0,273,0,4.4,1.1,0,0
792,Shelby County,8280,Granville T. Woods Academy of Innovation Charter School,2020,Female,0,0,0,1,0,215,0,0,0,0.5,0
792,Shelby County,8280,Granville T. Woods Academy of Innovation Charter School,2020,Male,0,0,0,0,0,236,0,0,0,0,0
792,Shelby County,8285,Leadership Preparatory Charter School,2020,Female,0,0,0,0,0,145,0,0,0,0,0
792,Shelby County,8285,Leadership Preparatory Charter School,2020,Male,0,1,0,0,1,201,0,0.5,0,0,0.5
792,Shelby County,8300,Kaleidoscope School of Memphis,2020,Female,1,5,0,0,0,46,2.2,10.9,0,0,0
792,Shelby County,8300,Kaleidoscope School of Memphis,2020,Male,0,22,0,0,0,58,0,37.9,0,0,0
792,Shelby County,8310,Memphis School of Excellence Elementary,2020,Female,0,2,0,0,0,183,0,1.1,0,0,0
792,Shelby County,8310,Memphis School of Excellence Elementary,2020,Male,0,0,0,0,0,166,0,0,0,0,0
792,Shelby County,8315,Power Center Academy Elementary - Southeast,2020,Female,0,0,0,0,0,91,0,0,0,0,0
792,Shelby County,8315,Power Center Academy Elementary - Southeast,2020,Male,0,0,0,0,0,123,0,0,0,0,0
792,Shelby County,8320,Southwest Early College High School,2020,Female,1,19,0,0,0,129,0.8,14.7,0,0,0
792,Shelby County,8320,Southwest Early College High School,2020,Male,0,26,0,0,0,115,0,22.6,0,0,0
792,Shelby County,8325,Crosstown High School,2020,Female,0,1,0,0,0,150,0,0.7,0,0,0
792,Shelby County,8325,Crosstown High School,2020,Male,0,0,0,1,1,142,0,0,0,0.7,0.7
792,Shelby County,8335,Memphis Business Academy Hickory Hill Middle School,2020,Female,0,0,0,0,0,39,0,0,0,0,0
792,Shelby County,8335,Memphis Business Academy Hickory Hill Middle School,2020,Male,0,2,0,0,0,26,0,7.7,0,0,0
792,Shelby County,8340,Memphis Business Academy Hickory Hill Elementary School,2020,Female,0,0,0,0,0,72,0,0,0,0,0
792,Shelby County,8340,Memphis Business Academy Hickory Hill Elementary School,2020,Male,1,1,0,0,0,92,1.1,1.1,0,0,0
792,Shelby County,8345,Perea Elementary School,2020,Female,0,6,0,0,0,76,0,7.9,0,0,0
792,Shelby County,8345,Perea Elementary School,2020,Male,0,3,0,0,0,71,0,4.2,0,0,0
792,Shelby County,8350,Believe Memphis Academy Charter School,2020,Female,0,16,0,0,0,107,0,15,0,0,0
792,Shelby County,8350,Believe Memphis Academy Charter School,2020,Male,0,36,0,0,0,128,0,28.1,0,0,0
792,Shelby County,8355,Freedom Preparatory Academy Charter Schools,2020,Female,0,0,0,0,0,122,0,0,0,0,0
792,Shelby County,8355,Freedom Preparatory Academy Charter Schools,2020,Male,0,1,0,1,0,155,0,0.6,0,0.6,0
