district_number,district_name,school_number,school_name,school_year,gender,students_in_school_suspension,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent_in_school_suspension,percent_suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
190,Davidson County,8008,Nashville Prep,2020,Female,0,17,0,0,1,182,0,9.3,0,0,0.5
190,Davidson County,8008,Nashville Prep,2020,Male,0,32,0,0,2,186,0,17.2,0,0,1.1
190,Davidson County,8009,East End Preparatory School,2020,Female,0,59,0,0,1,526,0,11.2,0,0,0.2
190,Davidson County,8009,East End Preparatory School,2020,Male,0,84,0,1,2,451,0,18.6,0,0.2,0.4
190,Davidson County,8010,LEAD Cameron,2020,Female,20,22,1,0,0,423,4.7,5.2,0.2,0,0
190,Davidson County,8010,LEAD Cameron,2020,Male,12,40,0,3,5,488,2.5,8.2,0,0.6,1
190,Davidson County,8011,KIPP Nashville Collegiate High School,2020,Female,0,34,1,0,2,252,0,13.5,0.4,0,0.8
190,Davidson County,8011,KIPP Nashville Collegiate High School,2020,Male,0,57,1,0,0,239,0,23.8,0.4,0,0
190,Davidson County,8012,Knowledge Academy,2020,Female,0,1,0,0,0,117,0,0.9,0,0,0
190,Davidson County,8012,Knowledge Academy,2020,Male,0,8,0,0,0,136,0,5.9,0,0,0
190,Davidson County,8013,LEAD Southeast,2020,Female,9,12,0,0,0,463,1.9,2.6,0,0,0
190,Davidson County,8013,LEAD Southeast,2020,Male,31,47,1,2,3,449,6.9,10.5,0.2,0.4,0.7
190,Davidson County,8042,KIPP Nashville College Prep,2020,Female,0,22,0,0,0,220,0,10,0,0,0
190,Davidson County,8042,KIPP Nashville College Prep,2020,Male,0,56,0,0,1,236,0,23.7,0,0,0.4
190,Davidson County,8044,Nashville Classical,2020,Female,0,2,0,0,0,239,0,0.8,0,0,0
190,Davidson County,8044,Nashville Classical,2020,Male,7,4,0,1,1,250,2.8,1.6,0,0.4,0.4
190,Davidson County,8045,Valor Flagship Academy,2020,Female,0,6,0,0,0,512,0,1.2,0,0,0
190,Davidson County,8045,Valor Flagship Academy,2020,Male,0,24,1,1,3,523,0,4.6,0.2,0.2,0.6
190,Davidson County,8046,Purpose Prep,2020,Female,0,1,0,0,0,217,0,0.5,0,0,0
190,Davidson County,8046,Purpose Prep,2020,Male,0,6,0,0,0,196,0,3.1,0,0,0
190,Davidson County,8048,Intrepid College Preparatory Charter School,2020,Female,0,30,0,0,1,446,0,6.7,0,0,0.2
190,Davidson County,8048,Intrepid College Preparatory Charter School,2020,Male,0,67,2,2,0,443,0,15.1,0.5,0.5,0
190,Davidson County,8050,Rocketship Nashville Northeast Elementary,2020,Female,0,0,0,0,0,306,0,0,0,0,0
190,Davidson County,8050,Rocketship Nashville Northeast Elementary,2020,Male,0,0,0,0,0,284,0,0,0,0,0
190,Davidson County,8055,Nashville Academy of Computer Science,2020,Female,0,11,0,0,0,143,0,7.7,0,0,0
190,Davidson County,8055,Nashville Academy of Computer Science,2020,Male,0,31,0,0,1,176,0,17.6,0,0,0.6
190,Davidson County,8060,Explore Community School,2020,Female,0,0,0,0,0,269,0,0,0,0,0
190,Davidson County,8060,Explore Community School,2020,Male,0,0,0,0,0,234,0,0,0,0,0
190,Davidson County,8065,Knowledge Academies High School,2020,Female,0,3,0,0,0,151,0,2,0,0,0
190,Davidson County,8065,Knowledge Academies High School,2020,Male,0,12,0,0,1,158,0,7.6,0,0,0.6
190,Davidson County,8070,Rocketship United,2020,Female,0,0,0,0,0,347,0,0,0,0,0
190,Davidson County,8070,Rocketship United,2020,Male,0,1,0,0,0,293,0,0.3,0,0,0
190,Davidson County,8075,STEM Prep High School,2020,Female,0,0,0,0,0,258,0,0,0,0,0
190,Davidson County,8075,STEM Prep High School,2020,Male,0,13,0,1,6,293,0,4.4,0,0.3,2
190,Davidson County,8080,Valor Voyager Academy,2020,Female,0,4,0,0,0,274,0,1.5,0,0,0
190,Davidson County,8080,Valor Voyager Academy,2020,Male,0,5,0,0,0,255,0,2,0,0,0
190,Davidson County,8085,KIPP Nashville College Prep Elementary,2020,Female,0,16,0,0,1,198,0,8.1,0,0,0.5
190,Davidson County,8085,KIPP Nashville College Prep Elementary,2020,Male,0,29,0,0,0,226,0,12.8,0,0,0
190,Davidson County,8090,Strive Collegiate Academy,2020,Female,0,3,0,0,1,229,0,1.3,0,0,0.4
190,Davidson County,8090,Strive Collegiate Academy,2020,Male,0,16,0,0,2,248,0,6.5,0,0,0.8
190,Davidson County,8095,KIPP Academy Nashville Elementary School,2020,Female,0,8,0,0,4,242,0,3.3,0,0,1.7
190,Davidson County,8095,KIPP Academy Nashville Elementary School,2020,Male,0,34,0,0,7,268,0,12.7,0,0,2.6
190,Davidson County,8100,RePublic High School,2020,Female,0,41,1,2,3,400,0,10.2,0.2,0.5,0.8
190,Davidson County,8100,RePublic High School,2020,Male,0,43,0,3,4,410,0,10.5,0,0.7,1
190,Davidson County,8105,KA @ The Crossings,2020,Female,0,9,0,0,0,127,0,7.1,0,0,0
190,Davidson County,8105,KA @ The Crossings,2020,Male,0,4,0,0,0,131,0,3.1,0,0,0
190,Davidson County,,,2020,Female,1449,2193,50,108,130,44691,3.2,4.9,0.1,0.2,0.3
190,Davidson County,,,2020,Male,2629,3803,133,223,325,46967,5.6,8.1,0.3,0.5,0.7
200,Decatur County,3,Riverside High School,2020,Female,2,0,0,0,0,232,0.9,0,0,0,0
200,Decatur County,3,Riverside High School,2020,Male,11,0,0,2,0,291,3.8,0,0,0.7,0
200,Decatur County,5,Decaturville Elementary,2020,Female,0,0,0,0,0,100,0,0,0,0,0
200,Decatur County,5,Decaturville Elementary,2020,Male,0,0,0,0,0,141,0,0,0,0,0
200,Decatur County,10,Parsons Elementary,2020,Female,0,0,0,0,0,158,0,0,0,0,0
200,Decatur County,10,Parsons Elementary,2020,Male,0,0,0,0,0,205,0,0,0,0,0
200,Decatur County,20,Decatur County Middle School,2020,Female,21,0,0,0,0,241,8.7,0,0,0,0
200,Decatur County,20,Decatur County Middle School,2020,Male,27,1,0,0,0,242,11.2,0.4,0,0,0
200,Decatur County,,,2020,Female,23,0,0,0,0,725,3.2,0,0,0,0
200,Decatur County,,,2020,Male,38,1,0,2,0,874,4.3,0.1,0,0.2,0
210,DeKalb County,10,De Kalb County Adult High School,2020,Male,,,,,,,,,,,
210,DeKalb County,25,De Kalb County High School,2020,Female,0,6,0,5,3,418,0,1.4,0,1.2,0.7
210,DeKalb County,25,De Kalb County High School,2020,Male,0,36,0,19,0,479,0,7.5,0,4,0
210,DeKalb County,37,DeKalb Middle School,2020,Female,0,2,0,3,0,298,0,0.7,0,1,0
210,DeKalb County,37,DeKalb Middle School,2020,Male,1,17,0,3,0,335,0.3,5.1,0,0.9,0
210,DeKalb County,40,Northside Elementary,2020,Female,1,0,0,0,0,296,0.3,0,0,0,0
210,DeKalb County,40,Northside Elementary,2020,Male,6,5,0,0,0,317,1.9,1.6,0,0,0
210,DeKalb County,45,Smithville Elementary,2020,Female,1,1,1,0,0,232,0.4,0.4,0.4,0,0
210,DeKalb County,45,Smithville Elementary,2020,Male,2,3,0,0,0,262,0.8,1.1,0,0,0
210,DeKalb County,50,DeKalb West Elementary,2020,Female,0,1,0,3,0,184,0,0.5,0,1.6,0
210,DeKalb County,50,DeKalb West Elementary,2020,Male,0,3,3,0,0,229,0,1.3,1.3,0,0
210,DeKalb County,,,2020,Female,2,10,1,11,3,1423,0.1,0.7,0.1,0.8,0.2
210,DeKalb County,,,2020,Male,9,64,3,22,0,1617,0.6,4,0.2,1.4,0
220,Dickson County,5,Stuart Burns Elementary,2020,Female,5,3,0,0,0,338,1.5,0.9,0,0,0
220,Dickson County,5,Stuart Burns Elementary,2020,Male,22,6,0,0,0,373,5.9,1.6,0,0,0
220,Dickson County,7,Charlotte Elementary,2020,Female,2,1,0,0,0,295,0.7,0.3,0,0,0
220,Dickson County,7,Charlotte Elementary,2020,Male,16,8,0,0,0,317,5,2.5,0,0,0
220,Dickson County,8,Centennial Elementary,2020,Female,3,0,0,0,0,287,1,0,0,0,0
220,Dickson County,8,Centennial Elementary,2020,Male,10,2,0,0,0,287,3.5,0.7,0,0,0
220,Dickson County,10,New Directions Academy,2020,Female,3,3,0,0,0,21,14.3,14.3,0,0,0
220,Dickson County,10,New Directions Academy,2020,Male,8,18,0,0,0,78,10.3,23.1,0,0,0
220,Dickson County,15,Charlotte Middle School,2020,Female,9,0,0,0,0,229,3.9,0,0,0,0
220,Dickson County,15,Charlotte Middle School,2020,Male,38,3,0,0,0,263,14.4,1.1,0,0,0
220,Dickson County,17,Creek Wood High School,2020,Female,11,2,0,0,0,449,2.4,0.4,0,0,0
220,Dickson County,17,Creek Wood High School,2020,Male,32,6,0,0,0,527,6.1,1.1,0,0,0
220,Dickson County,20,Dickson Elementary,2020,Female,2,1,0,0,0,115,1.7,0.9,0,0,0
220,Dickson County,20,Dickson Elementary,2020,Male,5,0,0,0,0,104,4.8,0,0,0,0
220,Dickson County,23,Dickson Middle School,2020,Female,43,1,0,0,0,372,11.6,0.3,0,0,0
220,Dickson County,23,Dickson Middle School,2020,Male,59,3,0,0,0,388,15.2,0.8,0,0,0
220,Dickson County,25,Dickson County High School,2020,Female,75,10,0,0,1,763,9.8,1.3,0,0,0.1
220,Dickson County,25,Dickson County High School,2020,Male,163,19,0,0,0,791,20.6,2.4,0,0,0
220,Dickson County,28,The Discovery School,2020,Female,1,1,0,0,0,131,0.8,0.8,0,0,0
220,Dickson County,28,The Discovery School,2020,Male,2,3,0,0,0,101,2,3,0,0,0
220,Dickson County,30,Oakmont Elementary,2020,Female,8,6,0,0,0,205,3.9,2.9,0,0,0
220,Dickson County,30,Oakmont Elementary,2020,Male,15,4,0,0,0,215,7,1.9,0,0,0
220,Dickson County,40,Vanleer Elementary,2020,Female,0,0,0,0,0,124,0,0,0,0,0
220,Dickson County,40,Vanleer Elementary,2020,Male,2,0,0,0,0,144,1.4,0,0,0,0
220,Dickson County,44,White Bluff Elementary,2020,Female,1,0,0,0,0,252,0.4,0,0,0,0
220,Dickson County,44,White Bluff Elementary,2020,Male,7,4,0,0,0,274,2.6,1.5,0,0,0
220,Dickson County,50,W James Middle School,2020,Female,18,0,0,0,0,132,13.6,0,0,0,0
220,Dickson County,50,W James Middle School,2020,Male,21,7,0,0,0,127,16.5,5.5,0,0,0
220,Dickson County,55,Burns Middle School,2020,Female,17,1,0,0,0,277,6.1,0.4,0,0,0
220,Dickson County,55,Burns Middle School,2020,Male,53,13,0,0,0,293,18.1,4.4,0,0,0
220,Dickson County,60,Sullivan Central Elementary School,2020,Female,1,0,0,0,0,199,0.5,0,0,0,0
220,Dickson County,60,Sullivan Central Elementary School,2020,Male,3,4,0,0,0,176,1.7,2.3,0,0,0
220,Dickson County,7001,Special Services,2020,Female,,,,,,,,,,,
220,Dickson County,7001,Special Services,2020,Male,,,,,,,,,,,
220,Dickson County,,,2020,Female,197,27,0,0,1,4086,4.8,0.7,0,0,0
220,Dickson County,,,2020,Male,452,98,0,0,0,4327,10.4,2.3,0,0,0
230,Dyer County,15,Northview Middle School,2020,Female,15,0,0,1,0,217,6.9,0,0,0.5,0
230,Dyer County,15,Northview Middle School,2020,Male,36,0,0,3,0,239,15.1,0,0,1.3,0
230,Dyer County,18,Dyer County High School,2020,Female,38,0,0,0,0,552,6.9,0,0,0,0
230,Dyer County,18,Dyer County High School,2020,Male,106,0,3,9,1,630,16.8,0,0.5,1.4,0.2
230,Dyer County,20,Fifth Consolidated School,2020,Female,0,0,0,0,0,263,0,0,0,0,0
230,Dyer County,20,Fifth Consolidated School,2020,Male,0,0,0,0,0,314,0,0,0,0,0
230,Dyer County,25,Finley Elementary,2020,Female,0,0,0,0,0,103,0,0,0,0,0
230,Dyer County,25,Finley Elementary,2020,Male,0,0,0,0,0,152,0,0,0,0,0
230,Dyer County,30,Holice Powell Elementary,2020,Female,0,0,0,0,0,97,0,0,0,0,0
230,Dyer County,30,Holice Powell Elementary,2020,Male,0,0,0,0,0,108,0,0,0,0,0
230,Dyer County,35,Newbern Elementary School,2020,Female,0,0,0,0,0,276,0,0,0,0,0
230,Dyer County,35,Newbern Elementary School,2020,Male,0,0,0,0,0,309,0,0,0,0,0
230,Dyer County,43,Three Oaks Middle School,2020,Female,2,0,0,0,0,257,0.8,0,0,0,0
230,Dyer County,43,Three Oaks Middle School,2020,Male,29,0,0,1,0,248,11.7,0,0,0.4,0
230,Dyer County,45,Trimble Elementary,2020,Female,0,0,0,0,0,78,0,0,0,0,0
230,Dyer County,45,Trimble Elementary,2020,Male,0,0,0,0,0,85,0,0,0,0,0
230,Dyer County,,,2020,Female,55,0,0,1,0,1831,3,0,0,0.1,0
230,Dyer County,,,2020,Male,171,0,3,13,1,2070,8.3,0,0.1,0.6,0
231,Dyersburg,12,Dyersburg Intermediate School,2020,Female,0,4,0,2,0,306,0,1.3,0,0.7,0
231,Dyersburg,12,Dyersburg Intermediate School,2020,Male,0,17,0,5,0,307,0,5.5,0,1.6,0
231,Dyersburg,15,Dyersburg High School,2020,Female,8,11,0,4,1,365,2.2,3,0,1.1,0.3
231,Dyersburg,15,Dyersburg High School,2020,Male,16,6,0,9,5,358,4.5,1.7,0,2.5,1.4
231,Dyersburg,21,Dyersburg Middle School,2020,Female,20,7,0,6,0,292,6.8,2.4,0,2.1,0
231,Dyersburg,21,Dyersburg Middle School,2020,Male,34,15,1,17,1,311,10.9,4.8,0.3,5.5,0.3
231,Dyersburg,25,Dyersburg Primary,2020,Female,0,0,0,0,0,319,0,0,0,0,0
231,Dyersburg,25,Dyersburg Primary,2020,Male,0,2,0,0,0,373,0,0.5,0,0,0
231,Dyersburg,,,2020,Female,28,22,0,12,1,1282,2.2,1.7,0,0.9,0.1
231,Dyersburg,,,2020,Male,50,40,1,31,6,1349,3.7,3,0.1,2.3,0.4
240,Fayette County Public Schools,18,East Jr. High School,2020,Female,27,23,0,11,0,201,13.4,11.4,0,5.5,0
240,Fayette County Public Schools,18,East Jr. High School,2020,Male,26,21,0,29,0,182,14.3,11.5,0,15.9,0
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,2020,Female,10,23,0,16,1,411,2.4,5.6,0,3.9,0.2
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,2020,Male,16,49,0,20,4,476,3.4,10.3,0,4.2,0.8
240,Fayette County Public Schools,46,La Grange Moscow Elementary,2020,Female,3,2,0,0,0,130,2.3,1.5,0,0,0
240,Fayette County Public Schools,46,La Grange Moscow Elementary,2020,Male,8,16,0,0,0,128,6.2,12.5,0,0,0
240,Fayette County Public Schools,60,Oakland Elementary,2020,Female,0,0,0,0,0,343,0,0,0,0,0
240,Fayette County Public Schools,60,Oakland Elementary,2020,Male,1,5,0,0,0,361,0.3,1.4,0,0,0
240,Fayette County Public Schools,70,Southwest Elementary,2020,Female,9,5,0,0,0,115,7.8,4.3,0,0,0
240,Fayette County Public Schools,70,Southwest Elementary,2020,Male,11,6,0,0,0,139,7.9,4.3,0,0,0
240,Fayette County Public Schools,90,West Junior High School,2020,Female,36,14,0,11,0,193,18.7,7.3,0,5.7,0
240,Fayette County Public Schools,90,West Junior High School,2020,Male,62,30,0,20,0,246,25.2,12.2,0,8.1,0
240,Fayette County Public Schools,95,Buckley-Carpenter Elementary School,2020,Female,3,6,0,0,0,269,1.1,2.2,0,0,0
240,Fayette County Public Schools,95,Buckley-Carpenter Elementary School,2020,Male,5,19,0,0,0,265,1.9,7.2,0,0,0
240,Fayette County Public Schools,,,2020,Female,88,73,0,38,1,1642,5.4,4.4,0,2.3,0.1
240,Fayette County Public Schools,,,2020,Male,129,146,0,69,4,1779,7.3,8.2,0,3.9,0.2
250,Fentress County,5,Allardt Elementary,2020,Female,3,0,0,1,0,171,1.8,0,0,0.6,0
250,Fentress County,5,Allardt Elementary,2020,Male,5,0,0,8,0,212,2.4,0,0,3.8,0
250,Fentress County,25,Clarkrange High School,2020,Female,0,0,0,2,0,135,0,0,0,1.5,0
250,Fentress County,25,Clarkrange High School,2020,Male,0,0,0,16,0,161,0,0,0,9.9,0
250,Fentress County,33,South Fentress Elementary School,2020,Female,0,0,0,7,0,338,0,0,0,2.1,0
250,Fentress County,33,South Fentress Elementary School,2020,Male,0,0,0,9,0,308,0,0,0,2.9,0
250,Fentress County,40,Pine Haven Elementary,2020,Female,0,0,0,1,0,257,0,0,0,0.4,0
250,Fentress County,40,Pine Haven Elementary,2020,Male,0,0,0,9,0,267,0,0,0,3.4,0
250,Fentress County,52,Fentress Co Adult High School,2020,Female,,,,,,,,,,,
250,Fentress County,60,York Elementary,2020,Female,0,0,0,2,0,184,0,0,0,1.1,0
250,Fentress County,60,York Elementary,2020,Male,0,0,0,10,0,209,0,0,0,4.8,0
250,Fentress County,,,2020,Female,3,0,0,13,0,1060,0.3,0,0,1.2,0
250,Fentress County,,,2020,Male,5,0,0,52,0,1123,0.4,0,0,4.6,0
260,Franklin County,15,Broadview Elementary,2020,Female,0,0,0,0,0,118,0,0,0,0,0
260,Franklin County,15,Broadview Elementary,2020,Male,0,1,0,0,0,116,0,0.9,0,0,0
260,Franklin County,30,Clark Memorial School,2020,Female,0,0,0,0,0,259,0,0,0,0,0
260,Franklin County,30,Clark Memorial School,2020,Male,1,0,0,0,0,258,0.4,0,0,0,0
260,Franklin County,35,Cowan Elementary,2020,Female,0,0,0,0,0,123,0,0,0,0,0
260,Franklin County,35,Cowan Elementary,2020,Male,0,0,0,0,0,124,0,0,0,0,0
260,Franklin County,40,Decherd Elementary,2020,Female,0,0,0,0,0,185,0,0,0,0,0
260,Franklin County,40,Decherd Elementary,2020,Male,1,2,0,0,0,199,0.5,1,0,0,0
260,Franklin County,50,Franklin Co High School,2020,Female,28,11,0,0,0,634,4.4,1.7,0,0,0
260,Franklin County,50,Franklin Co High School,2020,Male,43,15,0,0,0,730,5.9,2.1,0,0,0
260,Franklin County,65,Huntland School,2020,Female,0,1,0,0,0,376,0,0.3,0,0,0
260,Franklin County,65,Huntland School,2020,Male,0,14,0,0,2,408,0,3.4,0,0,0.5
260,Franklin County,80,North Middle School,2020,Female,29,11,0,0,1,347,8.4,3.2,0,0,0.3
260,Franklin County,80,North Middle School,2020,Male,78,38,0,0,0,328,23.8,11.6,0,0,0
260,Franklin County,82,North Lake Elementary,2020,Female,0,0,0,0,0,122,0,0,0,0,0
260,Franklin County,82,North Lake Elementary,2020,Male,0,4,0,0,0,122,0,3.3,0,0,0
260,Franklin County,87,Rock Creek Elementary,2020,Female,0,0,0,0,0,179,0,0,0,0,0
260,Franklin County,87,Rock Creek Elementary,2020,Male,0,0,0,0,0,204,0,0,0,0,0
260,Franklin County,90,Sewanee Elementary,2020,Female,0,0,0,0,0,93,0,0,0,0,0
260,Franklin County,90,Sewanee Elementary,2020,Male,0,0,0,0,0,113,0,0,0,0,0
260,Franklin County,115,South Middle School,2020,Female,6,2,0,0,0,164,3.7,1.2,0,0,0
260,Franklin County,115,South Middle School,2020,Male,41,7,0,0,1,190,21.6,3.7,0,0,0.5
260,Franklin County,,,2020,Female,63,25,0,0,1,2557,2.5,1,0,0,0
260,Franklin County,,,2020,Male,164,81,0,0,3,2755,6,2.9,0,0,0.1
271,Humboldt City Schools,20,Humboldt Junior/Senior High School,2020,Female,53,12,0,22,0,244,21.7,4.9,0,9,0
271,Humboldt City Schools,20,Humboldt Junior/Senior High School,2020,Male,55,18,0,28,0,252,21.8,7.1,0,11.1,0
271,Humboldt City Schools,27,East Elementary School,2020,Female,11,1,0,4,0,242,4.5,0.4,0,1.7,0
271,Humboldt City Schools,27,East Elementary School,2020,Male,24,2,0,7,0,275,8.7,0.7,0,2.5,0
271,Humboldt City Schools,29,Stigall Primary School,2020,Female,1,1,0,0,0,115,0.9,0.9,0,0,0
271,Humboldt City Schools,29,Stigall Primary School,2020,Male,16,5,0,0,0,109,14.7,4.6,0,0,0
271,Humboldt City Schools,,,2020,Female,65,14,0,26,0,601,10.8,2.3,0,4.3,0
271,Humboldt City Schools,,,2020,Male,95,25,0,35,0,636,14.9,3.9,0,5.5,0
272,Milan,10,Milan High School,2020,Female,5,0,0,3,0,277,1.8,0,0,1.1,0
272,Milan,10,Milan High School,2020,Male,17,0,0,13,1,360,4.7,0,0,3.6,0.3
272,Milan,15,Milan Middle School,2020,Female,1,0,0,3,0,283,0.4,0,0,1.1,0
272,Milan,15,Milan Middle School,2020,Male,11,0,0,5,0,300,3.7,0,0,1.7,0
272,Milan,25,Milan Elementary,2020,Female,0,0,0,0,0,380,0,0,0,0,0
272,Milan,25,Milan Elementary,2020,Male,1,4,0,0,0,407,0.2,1,0,0,0
272,Milan,,,2020,Female,6,0,0,6,0,940,0.6,0,0,0.6,0
272,Milan,,,2020,Male,29,4,0,18,1,1067,2.7,0.4,0,1.7,0.1
273,Trenton,5,Peabody High School,2020,Female,30,3,0,0,0,184,16.3,1.6,0,0,0
273,Trenton,5,Peabody High School,2020,Male,42,3,1,2,0,211,19.9,1.4,0.5,0.9,0
273,Trenton,10,Trenton Middle School,2020,Female,10,2,0,1,0,188,5.3,1.1,0,0.5,0
273,Trenton,10,Trenton Middle School,2020,Male,46,7,0,7,0,229,20.1,3.1,0,3.1,0
273,Trenton,15,Trenton Elementary,2020,Female,1,0,0,0,0,250,0.4,0,0,0,0
273,Trenton,15,Trenton Elementary,2020,Male,0,2,0,0,0,275,0,0.7,0,0,0
273,Trenton,,,2020,Female,41,5,0,1,0,622,6.6,0.8,0,0.2,0
273,Trenton,,,2020,Male,88,12,1,9,0,715,12.3,1.7,0.1,1.3,0
274,Bradford,5,Bradford High School,2020,Female,0,0,0,2,0,142,0,0,0,1.4,0
274,Bradford,5,Bradford High School,2020,Male,10,2,0,7,0,131,7.6,1.5,0,5.3,0
274,Bradford,10,Bradford Elementary,2020,Female,0,0,0,0,0,166,0,0,0,0,0
274,Bradford,10,Bradford Elementary,2020,Male,4,0,0,0,0,177,2.3,0,0,0,0
274,Bradford,,,2020,Female,0,0,0,2,0,308,0,0,0,0.6,0
274,Bradford,,,2020,Male,14,2,0,7,0,308,4.5,0.6,0,2.3,0
275,Gibson Co Sp Dist,15,Dyer Elementary,2020,Female,13,0,0,0,0,201,6.5,0,0,0,0
275,Gibson Co Sp Dist,15,Dyer Elementary,2020,Male,33,2,0,0,0,237,13.9,0.8,0,0,0
275,Gibson Co Sp Dist,33,Gibson County High School,2020,Female,43,0,0,0,0,249,17.3,0,0,0,0
275,Gibson Co Sp Dist,33,Gibson County High School,2020,Male,78,0,0,0,0,260,30,0,0,0,0
275,Gibson Co Sp Dist,35,Kenton Elementary School,2020,Female,1,0,0,0,0,48,2.1,0,0,0,0
275,Gibson Co Sp Dist,35,Kenton Elementary School,2020,Male,1,0,0,0,0,46,2.2,0,0,0,0
275,Gibson Co Sp Dist,37,South Gibson County High School,2020,Female,15,2,0,0,1,385,3.9,0.5,0,0,0.3
275,Gibson Co Sp Dist,37,South Gibson County High School,2020,Male,28,1,0,6,4,393,7.1,0.3,0,1.5,1
275,Gibson Co Sp Dist,40,South Gibson County Elementary School,2020,Female,0,0,0,0,0,419,0,0,0,0,0
275,Gibson Co Sp Dist,40,South Gibson County Elementary School,2020,Male,2,0,0,0,0,500,0.4,0,0,0,0
275,Gibson Co Sp Dist,45,South Gibson County Middle School,2020,Female,11,1,0,0,0,409,2.7,0.2,0,0,0
275,Gibson Co Sp Dist,45,South Gibson County Middle School,2020,Male,59,5,0,2,0,421,14,1.2,0,0.5,0
275,Gibson Co Sp Dist,55,Rutherford Elementary,2020,Female,0,0,0,1,0,134,0,0,0,0.7,0
275,Gibson Co Sp Dist,55,Rutherford Elementary,2020,Male,12,1,0,1,1,157,7.6,0.6,0,0.6,0.6
275,Gibson Co Sp Dist,65,Spring Hill Elementary,2020,Female,0,0,0,0,0,49,0,0,0,0,0
275,Gibson Co Sp Dist,65,Spring Hill Elementary,2020,Male,3,0,0,0,0,63,4.8,0,0,0,0
275,Gibson Co Sp Dist,85,Yorkville Elementary,2020,Female,0,0,0,0,0,54,0,0,0,0,0
275,Gibson Co Sp Dist,85,Yorkville Elementary,2020,Male,6,0,0,0,0,57,10.5,0,0,0,0
275,Gibson Co Sp Dist,,,2020,Female,83,3,0,1,1,1934,4.3,0.2,0,0.1,0.1
275,Gibson Co Sp Dist,,,2020,Male,222,9,0,9,5,2124,10.5,0.4,0,0.4,0.2
280,Giles County,7,Bridgeforth Middle School,2020,Female,0,7,0,1,0,219,0,3.2,0,0.5,0
280,Giles County,7,Bridgeforth Middle School,2020,Male,0,20,0,1,0,200,0,10,0,0.5,0
280,Giles County,35,Elkton Elementary,2020,Female,0,0,0,0,0,140,0,0,0,0,0
280,Giles County,35,Elkton Elementary,2020,Male,0,0,0,0,0,146,0,0,0,0,0
280,Giles County,45,Giles Co High School,2020,Female,0,28,1,2,2,387,0,7.2,0.3,0.5,0.5
280,Giles County,45,Giles Co High School,2020,Male,0,57,0,5,2,396,0,14.4,0,1.3,0.5
280,Giles County,65,Minor Hill School,2020,Female,0,0,0,0,0,182,0,0,0,0,0
280,Giles County,65,Minor Hill School,2020,Male,0,0,0,0,0,174,0,0,0,0,0
280,Giles County,72,Pulaski Elementary,2020,Female,0,0,0,0,0,198,0,0,0,0,0
280,Giles County,72,Pulaski Elementary,2020,Male,0,10,0,0,0,217,0,4.6,0,0,0
280,Giles County,81,Richland Elementary,2020,Female,0,2,0,0,0,270,0,0.7,0,0,0
280,Giles County,81,Richland Elementary,2020,Male,0,10,0,0,0,249,0,4,0,0,0
280,Giles County,84,Richland School,2020,Female,0,4,0,1,1,337,0,1.2,0,0.3,0.3
280,Giles County,84,Richland School,2020,Male,0,3,0,9,5,352,0,0.9,0,2.6,1.4
280,Giles County,87,Southside Elementary,2020,Female,0,8,0,0,0,209,0,3.8,0,0,0
280,Giles County,87,Southside Elementary,2020,Male,0,24,0,0,0,205,0,11.7,0,0,0
280,Giles County,,,2020,Female,0,49,1,4,3,1911,0,2.6,0.1,0.2,0.2
280,Giles County,,,2020,Male,0,124,0,15,7,1929,0,6.4,0,0.8,0.4
290,Grainger County,5,Bean Station Elementary,2020,Female,0,0,0,0,0,233,0,0,0,0,0
290,Grainger County,5,Bean Station Elementary,2020,Male,0,0,0,0,0,214,0,0,0,0,0
290,Grainger County,7,Grainger Co Adult High,2020,Female,,,,,,,,,,,
290,Grainger County,7,Grainger Co Adult High,2020,Male,,,,,,,,,,,
290,Grainger County,8,Grainger High School,2020,Female,0,0,0,0,0,440,0,0,0,0,0
290,Grainger County,8,Grainger High School,2020,Male,0,0,0,0,0,503,0,0,0,0,0
290,Grainger County,10,Joppa Elementary,2020,Female,0,0,0,0,0,213,0,0,0,0,0
290,Grainger County,10,Joppa Elementary,2020,Male,0,0,0,0,0,248,0,0,0,0,0
290,Grainger County,15,Rutledge Primary,2020,Female,0,0,0,0,0,75,0,0,0,0,0
290,Grainger County,15,Rutledge Primary,2020,Male,0,0,0,0,0,79,0,0,0,0,0
290,Grainger County,18,Rutledge Elementary School,2020,Female,0,0,0,0,0,182,0,0,0,0,0
290,Grainger County,18,Rutledge Elementary School,2020,Male,0,0,0,0,0,207,0,0,0,0,0
290,Grainger County,23,Rutledge Middle School,2020,Female,0,0,0,0,0,217,0,0,0,0,0
290,Grainger County,23,Rutledge Middle School,2020,Male,0,0,0,0,0,250,0,0,0,0,0
290,Grainger County,30,Washburn School,2020,Female,0,0,0,0,0,248,0,0,0,0,0
290,Grainger County,30,Washburn School,2020,Male,0,0,0,0,0,271,0,0,0,0,0
290,Grainger County,32,Grainger Academy,2020,Female,,,,,,,,,,,
290,Grainger County,32,Grainger Academy,2020,Male,0,0,0,0,0,14,0,0,0,0,0
